JobID,41e403a2-dcd8-4aea-b7c8-06cc4729faa9
04/04/2015,0.0
04/05/2015,0.0
04/06/2015,0.0
04/07/2015,0.0
04/08/2015,0.0
04/09/2015,0.30000001192092896
04/10/2015,0.0
04/11/2015,0.0
04/12/2015,0.0
04/13/2015,0.0
04/14/2015,0.0
04/15/2015,0.0
04/16/2015,0.0
04/17/2015,0.0
04/18/2015,0.0
04/19/2015,0.0
04/20/2015,0.0
04/21/2015,0.0
04/22/2015,0.0
04/23/2015,0.0
04/24/2015,0.0
04/25/2015,0.0
04/26/2015,0.0
04/27/2015,0.0
04/28/2015,0.0
04/29/2015,0.0
04/30/2015,0.10000000149011612
05/01/2015,0.0
05/02/2015,0.0
05/03/2015,0.0
05/04/2015,0.6000000238418579
05/05/2015,0.6000000238418579
05/06/2015,0.0
05/07/2015,0.0
05/08/2015,0.0
05/09/2015,0.0
05/10/2015,0.0
05/11/2015,0.0
05/12/2015,0.0
05/13/2015,0.0
05/14/2015,0.0
05/15/2015,0.0
05/16/2015,0.0
05/17/2015,0.0
05/18/2015,0.0
05/19/2015,0.0
05/20/2015,0.0
05/21/2015,0.0
05/22/2015,0.0
05/23/2015,0.0
05/24/2015,0.0
05/25/2015,0.0
05/26/2015,0.0
05/27/2015,0.0
05/28/2015,0.0
05/29/2015,0.0
05/30/2015,0.0
05/31/2015,0.0
06/01/2015,0.0
06/02/2015,0.0
06/03/2015,0.0
06/04/2015,0.0
06/05/2015,0.0
06/06/2015,0.0
06/07/2015,0.0
06/08/2015,0.0
06/09/2015,0.20000000298023224
06/10/2015,1.8000000715255737
06/11/2015,0.0
06/12/2015,0.0
06/13/2015,0.0
06/14/2015,0.0
06/15/2015,0.0
06/16/2015,5.400000095367432
06/17/2015,1.7000000476837158
06/18/2015,10.0
06/19/2015,0.0
06/20/2015,28.399999618530273
06/21/2015,0.10000000149011612
06/22/2015,0.0
06/23/2015,0.0
06/24/2015,0.0
06/25/2015,0.0
06/26/2015,0.0
06/27/2015,0.0
06/28/2015,0.0
06/29/2015,13.5
06/30/2015,0.30000001192092896
07/01/2015,24.100000381469727
07/02/2015,0.0
07/03/2015,0.10000000149011612
07/04/2015,0.0
07/05/2015,0.0
07/06/2015,0.0
07/07/2015,0.5
07/08/2015,14.40000057220459
07/09/2015,73.20000457763672
07/10/2015,2.5
07/11/2015,0.30000001192092896
07/12/2015,0.9000000357627869
07/13/2015,0.0
07/14/2015,0.4000000059604645
07/15/2015,7.0
07/16/2015,0.0
07/17/2015,0.30000001192092896
07/18/2015,0.9000000357627869
07/19/2015,29.200000762939453
07/20/2015,0.0
07/21/2015,0.0
07/22/2015,0.4000000059604645
07/23/2015,0.0
07/24/2015,0.0
07/25/2015,55.400001525878906
07/26/2015,0.0
07/27/2015,0.5
07/28/2015,2.1000001430511475
07/29/2015,3.0
07/30/2015,14.800000190734863
07/31/2015,0.800000011920929
08/01/2015,0.10000000149011612
08/02/2015,1.100000023841858
08/03/2015,0.5
08/04/2015,115.20000457763672
08/05/2015,3.0
08/06/2015,0.0
08/07/2015,0.20000000298023224
08/08/2015,1.3000000715255737
08/09/2015,2.1000001430511475
08/10/2015,0.0
08/11/2015,1.100000023841858
08/12/2015,51.900001525878906
08/13/2015,0.6000000238418579
08/14/2015,63.20000076293945
08/15/2015,7.400000095367432
08/16/2015,0.0
08/17/2015,30.899999618530273
08/18/2015,0.0
08/19/2015,1.399999976158142
08/20/2015,18.0
08/21/2015,3.1000001430511475
08/22/2015,15.0
08/23/2015,4.900000095367432
08/24/2015,0.10000000149011612
08/25/2015,43.20000076293945
08/26/2015,0.0
08/27/2015,0.0
08/28/2015,12.600000381469727
08/29/2015,5.700000286102295
08/30/2015,3.0
08/31/2015,1.899999976158142
09/01/2015,10.90000057220459
09/02/2015,0.0
09/03/2015,10.90000057220459
09/04/2015,1.100000023841858
09/05/2015,0.5
09/06/2015,0.699999988079071
09/07/2015,0.9000000357627869
09/08/2015,0.10000000149011612
09/09/2015,0.30000001192092896
09/10/2015,64.9000015258789
09/11/2015,3.1000001430511475
09/12/2015,0.10000000149011612
09/13/2015,34.20000076293945
09/14/2015,0.0
09/15/2015,42.29999923706055
09/16/2015,4.5
09/17/2015,0.0
09/18/2015,0.0
09/19/2015,0.0
09/20/2015,2.0
09/21/2015,2.5
09/22/2015,7.800000190734863
09/23/2015,0.9000000357627869
09/24/2015,22.5
09/25/2015,0.0
09/26/2015,38.5
09/27/2015,20.30000114440918
09/28/2015,3.0
09/29/2015,16.600000381469727
09/30/2015,30.80000114440918
10/01/2015,6.099999904632568
10/02/2015,0.10000000149011612
10/03/2015,4.900000095367432
10/04/2015,0.30000001192092896
10/05/2015,0.0
10/06/2015,6.400000095367432
10/07/2015,18.80000114440918
10/08/2015,0.0
10/09/2015,0.5
10/10/2015,0.0
10/11/2015,1.399999976158142
10/12/2015,1.0
10/13/2015,8.300000190734863
10/14/2015,5.900000095367432
10/15/2015,0.20000000298023224
10/16/2015,4.400000095367432
10/17/2015,0.5
10/18/2015,0.0
10/19/2015,0.10000000149011612
10/20/2015,0.5
10/21/2015,18.30000114440918
10/22/2015,4.099999904632568
10/23/2015,25.100000381469727
10/24/2015,0.0
10/25/2015,6.099999904632568
10/26/2015,0.0
10/27/2015,0.20000000298023224
10/28/2015,0.0
10/29/2015,0.0
10/30/2015,0.0
10/31/2015,0.10000000149011612
11/01/2015,0.4000000059604645
11/02/2015,0.10000000149011612
11/03/2015,0.6000000238418579
11/04/2015,0.0
11/05/2015,0.0
11/06/2015,0.0
11/07/2015,0.0
11/08/2015,0.0
11/09/2015,0.0
11/10/2015,0.0
11/11/2015,0.0
11/12/2015,0.30000001192092896
11/13/2015,0.0
11/14/2015,0.0
11/15/2015,0.0
11/16/2015,0.0
11/17/2015,0.0
11/18/2015,0.0
11/19/2015,0.0
11/20/2015,0.10000000149011612
11/21/2015,0.0
11/22/2015,0.0
11/23/2015,0.6000000238418579
11/24/2015,0.0
11/25/2015,0.0
11/26/2015,0.0
11/27/2015,0.0
11/28/2015,0.5
11/29/2015,0.10000000149011612
11/30/2015,0.0
12/01/2015,0.0
12/02/2015,0.0
12/03/2015,0.0
12/04/2015,0.0
12/05/2015,0.0
12/06/2015,0.0
12/07/2015,0.0
12/08/2015,0.0
12/09/2015,0.0
12/10/2015,0.0
12/11/2015,0.6000000238418579
12/12/2015,0.0
12/13/2015,0.0
12/14/2015,0.0
12/15/2015,0.20000000298023224
12/16/2015,0.0
12/17/2015,0.0
12/18/2015,0.0
12/19/2015,0.0
12/20/2015,0.0
12/21/2015,0.0
12/22/2015,0.0
12/23/2015,0.0
12/24/2015,0.0
12/25/2015,0.0
12/26/2015,0.10000000149011612
12/27/2015,0.699999988079071
12/28/2015,9.5
12/29/2015,0.30000001192092896
12/30/2015,0.10000000149011612
12/31/2015,0.0
01/01/2016,0.30000001192092896
01/02/2016,0.10000000149011612
01/03/2016,0.20000000298023224
01/04/2016,1.600000023841858
01/05/2016,0.30000001192092896
01/06/2016,0.0
01/07/2016,0.0
01/08/2016,0.0
01/09/2016,0.0
01/10/2016,0.0
01/11/2016,0.0
01/12/2016,0.10000000149011612
01/13/2016,0.0
01/14/2016,0.0
01/15/2016,0.0
01/16/2016,0.0
01/17/2016,0.0
01/18/2016,0.0
01/19/2016,0.0
01/20/2016,0.0
01/21/2016,0.20000000298023224
01/22/2016,0.5
01/23/2016,0.0
01/24/2016,0.0
01/25/2016,0.0
01/26/2016,0.0
01/27/2016,0.10000000149011612
01/28/2016,0.20000000298023224
01/29/2016,0.0
01/30/2016,0.0
01/31/2016,0.0
02/01/2016,0.0
02/02/2016,0.0
02/03/2016,0.0
02/04/2016,0.0
02/05/2016,0.0
02/06/2016,0.0
02/07/2016,0.0
02/08/2016,0.0
02/09/2016,0.0
02/10/2016,0.10000000149011612
02/11/2016,0.0
02/12/2016,0.10000000149011612
02/13/2016,0.0
02/14/2016,0.10000000149011612
02/15/2016,0.0
02/16/2016,0.0
02/17/2016,0.0
02/18/2016,0.0
02/19/2016,0.0
02/20/2016,4.400000095367432
02/21/2016,2.1000001430511475
02/22/2016,0.30000001192092896
02/23/2016,0.30000001192092896
02/24/2016,0.0
02/25/2016,0.0
02/26/2016,0.0
02/27/2016,0.6000000238418579
02/28/2016,0.4000000059604645
02/29/2016,0.699999988079071
03/01/2016,3.299999952316284
03/02/2016,0.30000001192092896
03/03/2016,0.20000000298023224
03/04/2016,1.3000000715255737
03/05/2016,0.0
03/06/2016,0.20000000298023224
03/07/2016,0.0
03/08/2016,0.0
03/09/2016,0.0
03/10/2016,0.0
03/11/2016,0.0
03/12/2016,0.0
03/13/2016,0.0
03/14/2016,0.0
03/15/2016,0.0
03/16/2016,0.0
03/17/2016,0.0
03/18/2016,0.0
03/19/2016,0.0
03/20/2016,0.0
03/21/2016,0.0
03/22/2016,0.10000000149011612
03/23/2016,0.0
03/24/2016,0.30000001192092896
03/25/2016,0.20000000298023224
03/26/2016,0.0
03/27/2016,0.0
03/28/2016,0.0
03/29/2016,0.0
03/30/2016,0.0
03/31/2016,0.0
04/01/2016,0.0
04/02/2016,0.0
04/03/2016,0.0
04/04/2016,0.0
04/05/2016,0.0
04/06/2016,0.0
04/07/2016,0.0
04/08/2016,0.10000000149011612
04/09/2016,0.0
04/10/2016,0.0
04/11/2016,0.0
04/12/2016,0.0
04/13/2016,0.0
04/14/2016,0.0
04/15/2016,0.0
04/16/2016,0.0
04/17/2016,0.0
04/18/2016,0.0
04/19/2016,0.0
04/20/2016,0.0
04/21/2016,0.0
04/22/2016,0.0
04/23/2016,0.0
04/24/2016,0.0
04/25/2016,0.0
04/26/2016,0.0
04/27/2016,0.0
04/28/2016,0.0
04/29/2016,0.0
04/30/2016,0.0
05/01/2016,0.0
05/02/2016,0.0
05/03/2016,0.0
05/04/2016,0.0
05/05/2016,0.0
05/06/2016,0.0
05/07/2016,0.0
05/08/2016,0.0
05/09/2016,0.0
05/10/2016,0.0
05/11/2016,0.0
05/12/2016,0.0
05/13/2016,0.0
05/14/2016,0.0
05/15/2016,0.0
05/16/2016,0.0
05/17/2016,0.0
05/18/2016,0.0
05/19/2016,0.0
05/20/2016,0.0
05/21/2016,0.0
05/22/2016,0.0
05/23/2016,0.0
05/24/2016,0.0
05/25/2016,0.0
05/26/2016,0.0
05/27/2016,0.30000001192092896
05/28/2016,0.4000000059604645
05/29/2016,0.0
05/30/2016,0.0
05/31/2016,0.0
06/01/2016,1.8000000715255737
06/02/2016,0.30000001192092896
06/03/2016,0.0
06/04/2016,0.0
06/05/2016,0.0
06/06/2016,0.0
06/07/2016,0.10000000149011612
06/08/2016,1.0
06/09/2016,0.0
06/10/2016,0.0
06/11/2016,0.0
06/12/2016,1.399999976158142
06/13/2016,0.20000000298023224
06/14/2016,0.0
06/15/2016,0.0
06/16/2016,0.0
06/17/2016,0.0
06/18/2016,0.20000000298023224
06/19/2016,0.0
06/20/2016,0.0
06/21/2016,0.0
06/22/2016,0.0
06/23/2016,0.4000000059604645
06/24/2016,0.10000000149011612
06/25/2016,8.699999809265137
06/26/2016,0.0
06/27/2016,27.0
06/28/2016,5.900000095367432
06/29/2016,0.4000000059604645
06/30/2016,1.7000000476837158
07/01/2016,0.0
07/02/2016,0.10000000149011612
07/03/2016,0.0
07/04/2016,0.20000000298023224
07/05/2016,0.20000000298023224
07/06/2016,0.0
07/07/2016,0.0
07/08/2016,0.0
07/09/2016,7.300000190734863
07/10/2016,0.0
07/11/2016,0.0
07/12/2016,0.0
07/13/2016,0.0
07/14/2016,2.4000000953674316
07/15/2016,1.899999976158142
07/16/2016,0.0
07/17/2016,0.0
07/18/2016,0.0
07/19/2016,3.4000000953674316
07/20/2016,7.599999904632568
07/21/2016,36.70000076293945
07/22/2016,0.0
07/23/2016,82.0
07/24/2016,2.299999952316284
07/25/2016,0.10000000149011612
07/26/2016,0.0
07/27/2016,2.700000047683716
07/28/2016,0.0
07/29/2016,0.6000000238418579
07/30/2016,7.200000286102295
07/31/2016,0.6000000238418579
08/01/2016,0.0
08/02/2016,0.0
08/03/2016,0.0
08/04/2016,0.5
08/05/2016,1.899999976158142
08/06/2016,0.0
08/07/2016,0.0
08/08/2016,0.0
08/09/2016,0.0
08/10/2016,14.199999809265137
08/11/2016,7.200000286102295
08/12/2016,1.399999976158142
08/13/2016,1.600000023841858
08/14/2016,0.0
08/15/2016,0.0
08/16/2016,14.300000190734863
08/17/2016,4.200000286102295
08/18/2016,0.0
08/19/2016,12.699999809265137
08/20/2016,54.60000228881836
08/21/2016,4.300000190734863
08/22/2016,10.199999809265137
08/23/2016,0.0
08/24/2016,0.0
08/25/2016,0.699999988079071
08/26/2016,1.7000000476837158
08/27/2016,27.0
08/28/2016,0.0
08/29/2016,26.100000381469727
08/30/2016,4.599999904632568
08/31/2016,2.200000047683716
09/01/2016,4.400000095367432
09/02/2016,14.100000381469727
09/03/2016,16.80000114440918
09/04/2016,0.0
09/05/2016,0.4000000059604645
09/06/2016,41.60000228881836
09/07/2016,0.0
09/08/2016,0.10000000149011612
09/09/2016,0.6000000238418579
09/10/2016,42.900001525878906
09/11/2016,5.700000286102295
09/12/2016,32.5
09/13/2016,4.400000095367432
09/14/2016,3.700000047683716
09/15/2016,0.5
09/16/2016,31.0
09/17/2016,16.30000114440918
09/18/2016,3.5
09/19/2016,12.199999809265137
09/20/2016,0.0
09/21/2016,0.0
09/22/2016,0.4000000059604645
09/23/2016,39.60000228881836
09/24/2016,0.10000000149011612
09/25/2016,29.80000114440918
09/26/2016,4.599999904632568
09/27/2016,33.20000076293945
09/28/2016,8.199999809265137
09/29/2016,2.200000047683716
09/30/2016,10.800000190734863
10/01/2016,0.0
10/02/2016,0.10000000149011612
10/03/2016,0.0
10/04/2016,0.0
10/05/2016,0.10000000149011612
10/06/2016,1.5
10/07/2016,0.0
10/08/2016,0.0
10/09/2016,0.0
10/10/2016,0.699999988079071
10/11/2016,4.200000286102295
10/12/2016,0.0
10/13/2016,0.0
10/14/2016,0.0
10/15/2016,4.400000095367432
10/16/2016,1.3000000715255737
10/17/2016,0.0
10/18/2016,0.0
10/19/2016,0.0
10/20/2016,0.0
10/21/2016,0.10000000149011612
10/22/2016,0.0
10/23/2016,0.4000000059604645
10/24/2016,0.0
10/25/2016,0.5
10/26/2016,0.0
10/27/2016,0.0
10/28/2016,0.0
10/29/2016,0.0
10/30/2016,29.899999618530273
10/31/2016,0.20000000298023224
11/01/2016,0.0
11/02/2016,0.0
11/03/2016,0.0
11/04/2016,0.30000001192092896
11/05/2016,0.4000000059604645
11/06/2016,0.0
11/07/2016,0.0
11/08/2016,0.0
11/09/2016,0.10000000149011612
11/10/2016,0.20000000298023224
11/11/2016,0.0
11/12/2016,0.0
11/13/2016,0.0
11/14/2016,0.0
11/15/2016,0.0
11/16/2016,0.0
11/17/2016,0.0
11/18/2016,0.0
11/19/2016,0.0
11/20/2016,0.0
11/21/2016,0.0
11/22/2016,0.0
11/23/2016,0.0
11/24/2016,0.0
11/25/2016,0.0
11/26/2016,0.0
11/27/2016,0.10000000149011612
11/28/2016,0.20000000298023224
11/29/2016,0.0
11/30/2016,0.0
12/01/2016,0.0
12/02/2016,0.0
12/03/2016,0.0
12/04/2016,0.0
12/05/2016,0.0
12/06/2016,0.0
12/07/2016,0.0
12/08/2016,0.0
12/09/2016,0.0
12/10/2016,0.0
12/11/2016,0.0
12/12/2016,0.0
12/13/2016,0.0
12/14/2016,0.0
12/15/2016,0.20000000298023224
12/16/2016,0.0
12/17/2016,0.10000000149011612
12/18/2016,1.100000023841858
12/19/2016,0.20000000298023224
12/20/2016,0.0
12/21/2016,0.0
12/22/2016,0.0
12/23/2016,0.0
12/24/2016,0.0
12/25/2016,0.0
12/26/2016,0.0
12/27/2016,0.0
12/28/2016,0.0
12/29/2016,0.0
12/30/2016,0.0
12/31/2016,0.0
01/01/2017,0.0
01/02/2017,0.0
01/03/2017,0.0
01/04/2017,0.0
01/05/2017,0.0
01/06/2017,0.0
01/07/2017,0.0
01/08/2017,0.0
01/09/2017,0.10000000149011612
01/10/2017,0.0
01/11/2017,0.10000000149011612
01/12/2017,0.0
01/13/2017,0.0
01/14/2017,0.0
01/15/2017,0.0
01/16/2017,0.0
01/17/2017,0.0
01/18/2017,0.0
01/19/2017,0.0
01/20/2017,0.0
01/21/2017,0.0
01/22/2017,0.0
01/23/2017,0.0
01/24/2017,0.0
01/25/2017,0.0
01/26/2017,0.0
01/27/2017,0.0
01/28/2017,0.0
01/29/2017,0.0
01/30/2017,0.0
01/31/2017,0.0
02/01/2017,0.0
02/02/2017,0.0
02/03/2017,0.0
02/04/2017,0.0
02/05/2017,0.0
02/06/2017,0.0
02/07/2017,0.0
02/08/2017,0.0
02/09/2017,0.0
02/10/2017,0.10000000149011612
02/11/2017,0.20000000298023224
02/12/2017,0.30000001192092896
02/13/2017,0.10000000149011612
02/14/2017,0.20000000298023224
02/15/2017,0.10000000149011612
02/16/2017,0.0
02/17/2017,0.0
02/18/2017,0.0
02/19/2017,0.10000000149011612
02/20/2017,0.0
02/21/2017,0.0
02/22/2017,0.0
02/23/2017,0.0
02/24/2017,0.0
02/25/2017,0.0
02/26/2017,0.0
02/27/2017,0.0
02/28/2017,0.0
03/01/2017,0.0
03/02/2017,0.0
03/03/2017,0.0
03/04/2017,0.0
03/05/2017,0.0
03/06/2017,0.10000000149011612
03/07/2017,0.0
03/08/2017,0.10000000149011612
03/09/2017,0.0
03/10/2017,0.0
03/11/2017,0.0
03/12/2017,0.0
03/13/2017,0.0
03/14/2017,0.0
03/15/2017,0.0
03/16/2017,0.0
03/17/2017,0.0
03/18/2017,0.0
03/19/2017,0.0
03/20/2017,0.0
03/21/2017,0.0
03/22/2017,0.0
03/23/2017,0.0
03/24/2017,0.0
03/25/2017,0.0
03/26/2017,0.0
03/27/2017,0.0
03/28/2017,0.0
03/29/2017,0.0
03/30/2017,0.0
03/31/2017,0.0
04/01/2017,0.0
04/02/2017,0.0
04/03/2017,0.0
04/04/2017,0.0
04/05/2017,0.0
04/06/2017,0.0
04/07/2017,0.0
04/08/2017,0.0
04/09/2017,0.6000000238418579
04/10/2017,0.0
04/11/2017,0.0
04/12/2017,0.0
04/13/2017,0.0
04/14/2017,0.0
04/15/2017,0.0
04/16/2017,0.0
04/17/2017,0.0
04/18/2017,0.0
04/19/2017,0.0
04/20/2017,0.0
04/21/2017,0.0
04/22/2017,0.0
04/23/2017,0.0
04/24/2017,0.0
04/25/2017,0.0
04/26/2017,0.0
04/27/2017,0.0
04/28/2017,0.0
04/29/2017,0.0
04/30/2017,0.0
05/01/2017,0.0
05/02/2017,0.0
05/03/2017,0.0
05/04/2017,0.0
05/05/2017,0.0
05/06/2017,0.0
05/07/2017,0.0
05/08/2017,0.0
05/09/2017,0.0
05/10/2017,0.0
05/11/2017,0.0
05/12/2017,0.0
05/13/2017,0.0
05/14/2017,0.0
05/15/2017,0.0
05/16/2017,0.0
05/17/2017,0.0
05/18/2017,0.0
05/19/2017,0.0
05/20/2017,0.0
05/21/2017,1.8000000715255737
05/22/2017,0.0
05/23/2017,0.0
05/24/2017,0.800000011920929
05/25/2017,0.0
05/26/2017,0.0
05/27/2017,1.899999976158142
05/28/2017,3.1000001430511475
05/29/2017,0.0
05/30/2017,0.20000000298023224
05/31/2017,1.899999976158142
06/01/2017,0.10000000149011612
06/02/2017,0.0
06/03/2017,0.0
06/04/2017,0.20000000298023224
06/05/2017,0.0
06/06/2017,0.0
06/07/2017,0.0
06/08/2017,0.0
06/09/2017,3.0
06/10/2017,0.0
06/11/2017,0.0
06/12/2017,0.0
06/13/2017,0.0
06/14/2017,0.0
06/15/2017,0.0
06/16/2017,0.0
06/17/2017,0.0
06/18/2017,0.10000000149011612
06/19/2017,0.0
06/20/2017,0.0
06/21/2017,0.0
06/22/2017,16.30000114440918
06/23/2017,0.0
06/24/2017,8.100000381469727
06/25/2017,0.20000000298023224
06/26/2017,2.799999952316284
06/27/2017,0.20000000298023224
06/28/2017,29.0
06/29/2017,0.6000000238418579
06/30/2017,6.900000095367432
07/01/2017,7.800000190734863
07/02/2017,14.100000381469727
07/03/2017,0.0
07/04/2017,0.0
07/05/2017,0.0
07/06/2017,0.30000001192092896
07/07/2017,0.0
07/08/2017,4.800000190734863
07/09/2017,0.0
07/10/2017,0.0
07/11/2017,0.0
07/12/2017,1.100000023841858
07/13/2017,27.0
07/14/2017,8.0
07/15/2017,14.600000381469727
07/16/2017,0.20000000298023224
07/17/2017,20.200000762939453
07/18/2017,0.0
07/19/2017,1.3000000715255737
07/20/2017,6.900000095367432
07/21/2017,22.30000114440918
07/22/2017,0.10000000149011612
07/23/2017,0.0
07/24/2017,1.399999976158142
07/25/2017,0.20000000298023224
07/26/2017,0.0
07/27/2017,0.9000000357627869
07/28/2017,0.10000000149011612
07/29/2017,37.70000076293945
07/30/2017,1.7000000476837158
07/31/2017,2.299999952316284
08/01/2017,0.0
08/02/2017,4.300000190734863
08/03/2017,47.70000076293945
08/04/2017,0.10000000149011612
08/05/2017,0.0
08/06/2017,0.6000000238418579
08/07/2017,3.9000000953674316
08/08/2017,10.800000190734863
08/09/2017,5.099999904632568
08/10/2017,45.60000228881836
08/11/2017,0.0
08/12/2017,42.5
08/13/2017,0.20000000298023224
08/14/2017,15.100000381469727
08/15/2017,31.399999618530273
08/16/2017,8.800000190734863
08/17/2017,0.0
08/18/2017,15.800000190734863
08/19/2017,3.0
08/20/2017,44.400001525878906
08/21/2017,0.10000000149011612
08/22/2017,41.29999923706055
08/23/2017,59.900001525878906
08/24/2017,11.199999809265137
08/25/2017,0.5
08/26/2017,74.9000015258789
08/27/2017,16.5
08/28/2017,11.0
08/29/2017,0.0
08/30/2017,0.0
08/31/2017,27.30000114440918
09/01/2017,0.0
09/02/2017,0.0
09/03/2017,0.0
09/04/2017,0.20000000298023224
09/05/2017,0.699999988079071
09/06/2017,0.0
09/07/2017,0.0
09/08/2017,26.80000114440918
09/09/2017,0.30000001192092896
09/10/2017,0.0
09/11/2017,1.399999976158142
09/12/2017,0.0
09/13/2017,0.10000000149011612
09/14/2017,1.600000023841858
09/15/2017,0.0
09/16/2017,0.0
09/17/2017,0.0
09/18/2017,4.200000286102295
09/19/2017,0.30000001192092896
09/20/2017,0.0
09/21/2017,0.0
09/22/2017,0.0
09/23/2017,0.699999988079071
09/24/2017,0.4000000059604645
09/25/2017,0.10000000149011612
09/26/2017,0.0
09/27/2017,0.0
09/28/2017,0.6000000238418579
09/29/2017,2.5
09/30/2017,1.7000000476837158
10/01/2017,0.0
10/02/2017,18.0
10/03/2017,0.6000000238418579
10/04/2017,1.5
10/05/2017,0.0
10/06/2017,0.0
10/07/2017,0.0
10/08/2017,0.30000001192092896
10/09/2017,0.0
10/10/2017,0.0
10/11/2017,0.4000000059604645
10/12/2017,28.5
10/13/2017,0.0
10/14/2017,0.0
10/15/2017,0.0
10/16/2017,0.10000000149011612
10/17/2017,0.10000000149011612
10/18/2017,0.0
10/19/2017,0.0
10/20/2017,0.0
10/21/2017,0.0
10/22/2017,0.0
10/23/2017,0.0
10/24/2017,0.0
10/25/2017,0.0
10/26/2017,0.0
10/27/2017,0.0
10/28/2017,0.0
10/29/2017,0.20000000298023224
10/30/2017,0.0
10/31/2017,0.0
11/01/2017,0.0
11/02/2017,0.0
11/03/2017,0.0
11/04/2017,0.0
11/05/2017,0.0
11/06/2017,0.5
11/07/2017,0.699999988079071
11/08/2017,0.0
11/09/2017,0.0
11/10/2017,0.0
11/11/2017,0.0
11/12/2017,0.0
11/13/2017,0.0
11/14/2017,0.0
11/15/2017,0.0
11/16/2017,0.0
11/17/2017,0.20000000298023224
11/18/2017,0.0
11/19/2017,0.0
11/20/2017,0.0
11/21/2017,0.0
11/22/2017,0.10000000149011612
11/23/2017,0.0
11/24/2017,0.0
11/25/2017,0.0
11/26/2017,0.4000000059604645
11/27/2017,0.0
11/28/2017,0.0
11/29/2017,0.0
11/30/2017,0.0
12/01/2017,0.0
12/02/2017,0.0
12/03/2017,0.0
12/04/2017,0.0
12/05/2017,0.0
12/06/2017,0.0
12/07/2017,0.0
12/08/2017,0.0
12/09/2017,0.0
12/10/2017,0.0
12/11/2017,0.0
12/12/2017,0.0
12/13/2017,0.0
12/14/2017,0.0
12/15/2017,0.0
12/16/2017,0.0
12/17/2017,0.0
12/18/2017,0.0
12/19/2017,0.0
12/20/2017,0.0
12/21/2017,0.0
12/22/2017,0.0
12/23/2017,0.0
12/24/2017,0.0
12/25/2017,0.0
12/26/2017,0.0
12/27/2017,0.0
12/28/2017,0.0
12/29/2017,0.0
12/30/2017,0.0
12/31/2017,0.0
01/01/2018,0.0
01/02/2018,0.5
01/03/2018,0.0
01/04/2018,0.0
01/05/2018,0.0
01/06/2018,0.0
01/07/2018,0.0
01/08/2018,0.0
01/09/2018,0.0
01/10/2018,0.0
01/11/2018,0.10000000149011612
01/12/2018,0.0
01/13/2018,0.0
01/14/2018,0.0
01/15/2018,0.0
01/16/2018,0.0
01/17/2018,0.0
01/18/2018,0.0
01/19/2018,0.0
01/20/2018,0.0
01/21/2018,0.0
01/22/2018,0.0
01/23/2018,0.0
01/24/2018,0.0
01/25/2018,0.0
01/26/2018,0.0
01/27/2018,1.3000000715255737
01/28/2018,0.20000000298023224
01/29/2018,0.0
01/30/2018,0.0
01/31/2018,0.10000000149011612
02/01/2018,0.9000000357627869
02/02/2018,2.6000001430511475
02/03/2018,1.2000000476837158
02/04/2018,0.0
02/05/2018,1.0
02/06/2018,2.5
02/07/2018,0.0
