JobID,7d13ca73-5b6d-45d3-8272-c745bec6212c
04/02/2015,0.0
04/03/2015,0.0
04/04/2015,0.0
04/05/2015,0.0
04/06/2015,0.0
04/07/2015,0.0
04/08/2015,0.0
04/09/2015,0.0
04/10/2015,0.0
04/11/2015,0.0
04/12/2015,0.0
04/13/2015,0.0
04/14/2015,0.0
04/15/2015,0.0
04/16/2015,0.0
04/17/2015,0.0
04/18/2015,0.0
04/19/2015,0.0
04/20/2015,0.0
04/21/2015,0.0
04/22/2015,0.0
04/23/2015,0.0
04/24/2015,0.0
04/25/2015,0.0
04/26/2015,0.0
04/27/2015,0.0
04/28/2015,0.0
04/29/2015,0.0
04/30/2015,0.05000000074505806
05/01/2015,0.0
05/02/2015,0.0
05/03/2015,0.0
05/04/2015,0.10000000149011612
05/05/2015,0.25
05/06/2015,0.0
05/07/2015,0.0
05/08/2015,0.0
05/09/2015,0.0
05/10/2015,0.0
05/11/2015,0.0
05/12/2015,0.0
05/13/2015,0.0
05/14/2015,0.0
05/15/2015,0.0
05/16/2015,0.0
05/17/2015,0.0
05/18/2015,0.0
05/19/2015,0.4000000059604645
05/20/2015,0.0
05/21/2015,0.0
05/22/2015,0.0
05/23/2015,0.0
05/24/2015,0.0
05/25/2015,0.0
05/26/2015,0.0
05/27/2015,0.0
05/28/2015,0.0
05/29/2015,0.0
05/30/2015,0.0
05/31/2015,0.0
06/01/2015,0.0
06/02/2015,0.0
06/03/2015,0.0
06/04/2015,0.0
06/05/2015,0.0
06/06/2015,0.0
06/07/2015,0.0
06/08/2015,0.0
06/09/2015,0.7500000596046448
06/10/2015,0.800000011920929
06/11/2015,0.0
06/12/2015,0.0
06/13/2015,0.0
06/14/2015,0.0
06/15/2015,0.0
06/16/2015,1.4500000476837158
06/17/2015,0.10000000149011612
06/18/2015,0.05000000074505806
06/19/2015,0.0
06/20/2015,0.15000000596046448
06/21/2015,0.0
06/22/2015,0.0
06/23/2015,1.0
06/24/2015,0.0
06/25/2015,0.0
06/26/2015,0.0
06/27/2015,0.0
06/28/2015,0.10000000149011612
06/29/2015,7.050000190734863
06/30/2015,3.8499999046325684
07/01/2015,26.400001525878906
07/02/2015,0.0
07/03/2015,0.0
07/04/2015,0.0
07/05/2015,0.0
07/06/2015,1.9500000476837158
07/07/2015,0.6000000238418579
07/08/2015,19.600000381469727
07/09/2015,14.0
07/10/2015,0.45000001788139343
07/11/2015,4.950000286102295
07/12/2015,2.75
07/13/2015,0.0
07/14/2015,0.10000000149011612
07/15/2015,14.350000381469727
07/16/2015,0.05000000074505806
07/17/2015,0.0
07/18/2015,2.0
07/19/2015,108.25
07/20/2015,0.0
07/21/2015,0.0
07/22/2015,0.0
07/23/2015,0.0
07/24/2015,0.0
07/25/2015,64.75
07/26/2015,0.0
07/27/2015,37.900001525878906
07/28/2015,1.350000023841858
07/29/2015,0.550000011920929
07/30/2015,1.0
07/31/2015,2.5
08/01/2015,4.050000190734863
08/02/2015,0.4000000059604645
08/03/2015,0.550000011920929
08/04/2015,1.0
08/05/2015,0.0
08/06/2015,0.0
08/07/2015,4.949999809265137
08/08/2015,36.849998474121094
08/09/2015,0.10000000149011612
08/10/2015,2.8499999046325684
08/11/2015,2.700000047683716
08/12/2015,9.149999618530273
08/13/2015,0.20000000298023224
08/14/2015,6.5
08/15/2015,16.5
08/16/2015,0.4000000059604645
08/17/2015,18.950000762939453
08/18/2015,0.15000000596046448
08/19/2015,5.25
08/20/2015,2.3499999046325684
08/21/2015,6.050000190734863
08/22/2015,15.950000762939453
08/23/2015,2.750000238418579
08/24/2015,3.5999999046325684
08/25/2015,58.150001525878906
08/26/2015,0.10000000149011612
08/27/2015,0.0
08/28/2015,8.950000762939453
08/29/2015,32.150001525878906
08/30/2015,1.6500000953674316
08/31/2015,8.800000190734863
09/01/2015,39.79999923706055
09/02/2015,0.0
09/03/2015,1.649999976158142
09/04/2015,4.050000190734863
09/05/2015,5.100000381469727
09/06/2015,2.1500000953674316
09/07/2015,3.1500000953674316
09/08/2015,0.05000000074505806
09/09/2015,0.75
09/10/2015,46.099998474121094
09/11/2015,0.10000000149011612
09/12/2015,0.25
09/13/2015,9.75
09/14/2015,0.0
09/15/2015,19.350000381469727
09/16/2015,1.1500000953674316
09/17/2015,0.0
09/18/2015,0.0
09/19/2015,0.0
09/20/2015,4.400000095367432
09/21/2015,15.300000190734863
09/22/2015,2.200000047683716
09/23/2015,1.899999976158142
09/24/2015,19.700000762939453
09/25/2015,0.0
09/26/2015,16.549999237060547
09/27/2015,10.600000381469727
09/28/2015,2.6000001430511475
09/29/2015,7.600000381469727
09/30/2015,33.60000228881836
10/01/2015,2.0999999046325684
10/02/2015,0.05000000074505806
10/03/2015,2.1000001430511475
10/04/2015,0.0
10/05/2015,0.20000000298023224
10/06/2015,9.700000762939453
10/07/2015,41.20000076293945
10/08/2015,0.0
10/09/2015,0.0
10/10/2015,0.0
10/11/2015,14.450000762939453
10/12/2015,14.149999618530273
10/13/2015,5.349999904632568
10/14/2015,41.650001525878906
10/15/2015,0.0
10/16/2015,0.10000000149011612
10/17/2015,0.20000000298023224
10/18/2015,0.10000000149011612
10/19/2015,0.9000000357627869
10/20/2015,3.9000000953674316
10/21/2015,1.3500001430511475
10/22/2015,2.299999952316284
10/23/2015,1.0
10/24/2015,0.0
10/25/2015,0.10000000149011612
10/26/2015,0.05000000074505806
10/27/2015,7.050000190734863
10/28/2015,0.0
10/29/2015,0.0
10/30/2015,0.0
10/31/2015,0.3500000238418579
11/01/2015,0.5
11/02/2015,0.15000000596046448
11/03/2015,1.0
11/04/2015,0.0
11/05/2015,0.0
11/06/2015,0.0
11/07/2015,0.0
11/08/2015,0.0
11/09/2015,0.0
11/10/2015,0.0
11/11/2015,0.0
11/12/2015,0.0
11/13/2015,0.6000000238418579
11/14/2015,0.0
11/15/2015,0.0
11/16/2015,0.0
11/17/2015,0.0
11/18/2015,0.0
11/19/2015,0.0
11/20/2015,0.20000000298023224
11/21/2015,0.0
11/22/2015,0.05000000074505806
11/23/2015,1.149999976158142
11/24/2015,0.0
11/25/2015,0.0
11/26/2015,0.0
11/27/2015,0.0
11/28/2015,0.05000000074505806
11/29/2015,0.0
11/30/2015,0.0
12/01/2015,0.0
12/02/2015,0.0
12/03/2015,0.0
12/04/2015,0.0
12/05/2015,0.0
12/06/2015,0.0
12/07/2015,0.0
12/08/2015,0.0
12/09/2015,0.0
12/10/2015,0.10000000149011612
12/11/2015,0.4000000059604645
12/12/2015,0.0
12/13/2015,0.0
12/14/2015,0.0
12/15/2015,0.0
12/16/2015,0.0
12/17/2015,0.0
12/18/2015,0.0
12/19/2015,0.0
12/20/2015,0.0
12/21/2015,0.0
12/22/2015,0.0
12/23/2015,0.0
12/24/2015,0.0
12/25/2015,0.0
12/26/2015,0.0
12/27/2015,1.149999976158142
12/28/2015,23.799999237060547
12/29/2015,0.0
12/30/2015,0.25
12/31/2015,0.0
01/01/2016,0.0
01/02/2016,0.30000001192092896
01/03/2016,1.7999999523162842
01/04/2016,6.849999904632568
01/05/2016,0.10000000149011612
01/06/2016,0.0
01/07/2016,0.0
01/08/2016,0.0
01/09/2016,0.0
01/10/2016,0.0
01/11/2016,0.0
01/12/2016,0.0
01/13/2016,0.15000000596046448
01/14/2016,0.0
01/15/2016,0.0
01/16/2016,0.0
01/17/2016,0.0
01/18/2016,0.0
01/19/2016,0.0
01/20/2016,0.0
01/21/2016,0.05000000074505806
01/22/2016,0.550000011920929
01/23/2016,0.0
01/24/2016,0.0
01/25/2016,0.0
01/26/2016,0.0
01/27/2016,0.20000000298023224
01/28/2016,0.0
01/29/2016,0.0
01/30/2016,0.0
01/31/2016,0.0
02/01/2016,0.0
02/02/2016,0.0
02/03/2016,0.0
02/04/2016,0.0
02/05/2016,0.0
02/06/2016,0.0
02/07/2016,0.0
02/08/2016,0.0
02/09/2016,0.0
02/10/2016,0.0
02/11/2016,0.0
02/12/2016,0.05000000074505806
02/13/2016,0.0
02/14/2016,0.0
02/15/2016,0.0
02/16/2016,0.0
02/17/2016,0.0
02/18/2016,0.0
02/19/2016,0.0
02/20/2016,0.9500000476837158
02/21/2016,0.20000000298023224
02/22/2016,0.10000000149011612
02/23/2016,0.0
02/24/2016,0.0
02/25/2016,0.0
02/26/2016,0.0
02/27/2016,0.0
02/28/2016,0.15000000596046448
02/29/2016,0.20000000298023224
03/01/2016,1.9000000953674316
03/02/2016,0.0
03/03/2016,0.0
03/04/2016,0.20000000298023224
03/05/2016,0.0
03/06/2016,0.0
03/07/2016,0.0
03/08/2016,0.0
03/09/2016,0.0
03/10/2016,0.0
03/11/2016,0.0
03/12/2016,0.0
03/13/2016,0.0
03/14/2016,0.0
03/15/2016,0.0
03/16/2016,0.0
03/17/2016,0.0
03/18/2016,0.0
03/19/2016,0.0
03/20/2016,0.0
03/21/2016,0.0
03/22/2016,0.0
03/23/2016,0.0
03/24/2016,0.0
03/25/2016,0.10000000149011612
03/26/2016,0.0
03/27/2016,0.0
03/28/2016,0.0
03/29/2016,0.0
03/30/2016,0.0
03/31/2016,0.0
04/01/2016,0.0
04/02/2016,0.0
04/03/2016,0.0
04/04/2016,0.0
04/05/2016,0.0
04/06/2016,0.0
04/07/2016,0.0
04/08/2016,0.0
04/09/2016,0.0
04/10/2016,0.0
04/11/2016,0.0
04/12/2016,0.0
04/13/2016,0.0
04/14/2016,0.0
04/15/2016,0.0
04/16/2016,0.0
04/17/2016,0.0
04/18/2016,0.0
04/19/2016,0.0
04/20/2016,0.0
04/21/2016,0.0
04/22/2016,0.0
04/23/2016,0.0
04/24/2016,0.0
04/25/2016,0.0
04/26/2016,0.0
04/27/2016,0.0
04/28/2016,0.0
04/29/2016,0.0
04/30/2016,0.0
05/01/2016,0.0
05/02/2016,0.0
05/03/2016,0.0
05/04/2016,0.0
05/05/2016,0.0
05/06/2016,0.0
05/07/2016,0.0
05/08/2016,0.0
05/09/2016,0.0
05/10/2016,0.0
05/11/2016,0.0
05/12/2016,0.0
05/13/2016,0.0
05/14/2016,0.0
05/15/2016,0.0
05/16/2016,0.0
05/17/2016,0.0
05/18/2016,0.0
05/19/2016,0.0
05/20/2016,0.0
05/21/2016,0.0
05/22/2016,0.0
05/23/2016,0.0
05/24/2016,0.0
05/25/2016,0.0
05/26/2016,0.0
05/27/2016,5.699999809265137
05/28/2016,7.25
05/29/2016,0.0
05/30/2016,0.0
05/31/2016,0.20000000298023224
06/01/2016,1.8000000715255737
06/02/2016,1.4500000476837158
06/03/2016,0.0
06/04/2016,0.0
06/05/2016,0.0
06/06/2016,0.0
06/07/2016,0.0
06/08/2016,0.7000000476837158
06/09/2016,0.0
06/10/2016,0.0
06/11/2016,0.15000000596046448
06/12/2016,9.399999618530273
06/13/2016,0.0
06/14/2016,0.0
06/15/2016,0.0
06/16/2016,0.0
06/17/2016,0.0
06/18/2016,0.949999988079071
06/19/2016,0.0
06/20/2016,0.0
06/21/2016,0.0
06/22/2016,0.3500000238418579
06/23/2016,3.200000047683716
06/24/2016,1.850000023841858
06/25/2016,17.100000381469727
06/26/2016,0.0
06/27/2016,13.200000762939453
06/28/2016,0.0
06/29/2016,3.1500000953674316
06/30/2016,3.0500001907348633
07/01/2016,0.0
07/02/2016,0.5
07/03/2016,0.0
07/04/2016,6.500000476837158
07/05/2016,0.0
07/06/2016,0.0
07/07/2016,0.0
07/08/2016,0.0
07/09/2016,3.700000047683716
07/10/2016,0.0
07/11/2016,0.0
07/12/2016,0.0
07/13/2016,0.0
07/14/2016,0.0
07/15/2016,3.5
07/16/2016,0.05000000074505806
07/17/2016,0.05000000074505806
07/18/2016,0.05000000074505806
07/19/2016,31.5
07/20/2016,1.2500001192092896
07/21/2016,20.75
07/22/2016,0.20000000298023224
07/23/2016,52.900001525878906
07/24/2016,8.100000381469727
07/25/2016,3.200000047683716
07/26/2016,0.15000000596046448
07/27/2016,1.7999999523162842
07/28/2016,0.15000000596046448
07/29/2016,0.45000001788139343
07/30/2016,0.75
07/31/2016,0.800000011920929
08/01/2016,0.0
08/02/2016,0.0
08/03/2016,0.10000000149011612
08/04/2016,1.399999976158142
08/05/2016,18.55000114440918
08/06/2016,0.0
08/07/2016,0.0
08/08/2016,0.10000000149011612
08/09/2016,0.30000001192092896
08/10/2016,12.600000381469727
08/11/2016,20.650001525878906
08/12/2016,1.7000000476837158
08/13/2016,14.75
08/14/2016,0.10000000149011612
08/15/2016,0.0
08/16/2016,4.0
08/17/2016,10.649999618530273
08/18/2016,0.0
08/19/2016,34.95000076293945
08/20/2016,117.05000305175781
08/21/2016,3.9000000953674316
08/22/2016,16.899999618530273
08/23/2016,0.0
08/24/2016,0.0
08/25/2016,0.75
08/26/2016,15.649999618530273
08/27/2016,19.950000762939453
08/28/2016,0.0
08/29/2016,42.35000228881836
08/30/2016,3.0500001907348633
08/31/2016,6.099999904632568
09/01/2016,0.4000000059604645
09/02/2016,31.400001525878906
09/03/2016,12.0
09/04/2016,0.0
09/05/2016,2.299999952316284
09/06/2016,28.549999237060547
09/07/2016,2.3500001430511475
09/08/2016,0.05000000074505806
09/09/2016,10.950000762939453
09/10/2016,23.10000228881836
09/11/2016,55.75
09/12/2016,19.900001525878906
09/13/2016,0.0
09/14/2016,13.5
09/15/2016,0.20000000298023224
09/16/2016,41.400001525878906
09/17/2016,28.100000381469727
09/18/2016,1.0
09/19/2016,4.349999904632568
09/20/2016,0.30000001192092896
09/21/2016,0.10000000149011612
09/22/2016,1.600000023841858
09/23/2016,12.050000190734863
09/24/2016,10.399999618530273
09/25/2016,14.350000381469727
09/26/2016,7.699999809265137
09/27/2016,24.5
09/28/2016,4.800000190734863
09/29/2016,1.600000023841858
09/30/2016,1.9000000953674316
10/01/2016,0.0
10/02/2016,0.0
10/03/2016,0.0
10/04/2016,0.0
10/05/2016,0.20000000298023224
10/06/2016,0.0
10/07/2016,0.0
10/08/2016,0.0
10/09/2016,0.0
10/10/2016,5.699999809265137
10/11/2016,16.399999618530273
10/12/2016,0.0
10/13/2016,0.0
10/14/2016,0.0
10/15/2016,26.350000381469727
10/16/2016,0.0
10/17/2016,0.30000001192092896
10/18/2016,0.05000000074505806
10/19/2016,0.0
10/20/2016,0.0
10/21/2016,0.0
10/22/2016,0.0
10/23/2016,0.10000000149011612
10/24/2016,0.25
10/25/2016,0.10000000149011612
10/26/2016,0.10000000149011612
10/27/2016,0.0
10/28/2016,0.0
10/29/2016,0.0
10/30/2016,6.099999904632568
10/31/2016,0.15000000596046448
11/01/2016,0.0
11/02/2016,0.05000000074505806
11/03/2016,0.30000001192092896
11/04/2016,1.4000000953674316
11/05/2016,0.9500000476837158
11/06/2016,0.0
11/07/2016,0.05000000074505806
11/08/2016,0.0
11/09/2016,0.25
11/10/2016,0.0
11/11/2016,0.0
11/12/2016,0.0
11/13/2016,0.0
11/14/2016,0.0
11/15/2016,0.0
11/16/2016,0.0
11/17/2016,0.0
11/18/2016,0.0
11/19/2016,0.0
11/20/2016,0.0
11/21/2016,0.0
11/22/2016,0.0
11/23/2016,0.0
11/24/2016,0.0
11/25/2016,0.0
11/26/2016,0.0
11/27/2016,0.0
11/28/2016,0.0
11/29/2016,0.0
11/30/2016,0.0
12/01/2016,0.0
12/02/2016,0.0
12/03/2016,0.0
12/04/2016,0.0
12/05/2016,0.0
12/06/2016,0.0
12/07/2016,0.0
12/08/2016,0.0
12/09/2016,0.0
12/10/2016,0.0
12/11/2016,0.0
12/12/2016,0.0
12/13/2016,0.0
12/14/2016,0.0
12/15/2016,0.15000000596046448
12/16/2016,0.05000000074505806
12/17/2016,0.0
12/18/2016,0.25
12/19/2016,0.0
12/20/2016,0.0
12/21/2016,0.0
12/22/2016,0.0
12/23/2016,0.0
12/24/2016,0.0
12/25/2016,0.0
12/26/2016,0.0
12/27/2016,0.0
12/28/2016,0.0
12/29/2016,0.0
12/30/2016,0.0
12/31/2016,0.0
01/01/2017,0.0
01/02/2017,0.0
01/03/2017,0.0
01/04/2017,0.0
01/05/2017,0.0
01/06/2017,0.0
01/07/2017,0.0
01/08/2017,0.0
01/09/2017,0.0
01/10/2017,0.0
01/11/2017,0.0
01/12/2017,0.0
01/13/2017,0.0
01/14/2017,0.0
01/15/2017,0.0
01/16/2017,0.0
01/17/2017,0.0
01/18/2017,0.0
01/19/2017,0.0
01/20/2017,0.0
01/21/2017,0.0
01/22/2017,0.0
01/23/2017,0.0
01/24/2017,0.0
01/25/2017,0.0
01/26/2017,0.0
01/27/2017,0.0
01/28/2017,0.0
01/29/2017,0.0
01/30/2017,0.0
01/31/2017,0.0
02/01/2017,0.0
02/02/2017,0.0
02/03/2017,0.0
02/04/2017,0.0
02/05/2017,0.0
02/06/2017,0.0
02/07/2017,0.0
02/08/2017,0.0
02/09/2017,0.0
02/10/2017,0.0
02/11/2017,0.10000000149011612
02/12/2017,0.20000000298023224
02/13/2017,0.10000000149011612
02/14/2017,0.15000000596046448
02/15/2017,0.0
02/16/2017,0.0
02/17/2017,0.0
02/18/2017,0.0
02/19/2017,0.0
02/20/2017,0.0
02/21/2017,0.0
02/22/2017,0.0
02/23/2017,0.0
02/24/2017,0.0
02/25/2017,0.0
02/26/2017,0.0
02/27/2017,0.0
02/28/2017,0.0
03/01/2017,0.0
03/02/2017,0.0
03/03/2017,0.0
03/04/2017,0.0
03/05/2017,0.0
03/06/2017,0.0
03/07/2017,0.0
03/08/2017,0.0
03/09/2017,0.0
03/10/2017,0.0
03/11/2017,0.0
03/12/2017,0.0
03/13/2017,0.0
03/14/2017,0.0
03/15/2017,0.0
03/16/2017,0.0
03/17/2017,0.0
03/18/2017,0.0
03/19/2017,0.0
03/20/2017,0.0
03/21/2017,0.0
03/22/2017,0.0
03/23/2017,0.0
03/24/2017,0.0
03/25/2017,0.0
03/26/2017,0.0
03/27/2017,0.0
03/28/2017,0.0
03/29/2017,0.0
03/30/2017,0.0
03/31/2017,0.0
04/01/2017,0.0
04/02/2017,0.0
04/03/2017,0.0
04/04/2017,0.0
04/05/2017,0.0
04/06/2017,0.0
04/07/2017,0.0
04/08/2017,0.0
04/09/2017,0.0
04/10/2017,0.44999998807907104
04/11/2017,0.0
04/12/2017,0.0
04/13/2017,0.0
04/14/2017,0.0
04/15/2017,0.0
04/16/2017,0.0
04/17/2017,0.0
04/18/2017,0.0
04/19/2017,0.0
04/20/2017,0.0
04/21/2017,0.0
04/22/2017,0.0
04/23/2017,0.0
04/24/2017,0.0
04/25/2017,0.0
04/26/2017,0.0
04/27/2017,0.0
04/28/2017,0.0
04/29/2017,0.0
04/30/2017,0.0
05/01/2017,0.0
05/02/2017,0.0
05/03/2017,0.0
05/04/2017,0.0
05/05/2017,0.0
05/06/2017,0.0
05/07/2017,0.0
05/08/2017,0.0
05/09/2017,0.0
05/10/2017,0.0
05/11/2017,0.0
05/12/2017,0.0
05/13/2017,0.0
05/14/2017,0.15000000596046448
05/15/2017,0.0
05/16/2017,0.0
05/17/2017,0.0
05/18/2017,0.0
05/19/2017,0.0
05/20/2017,0.0
05/21/2017,0.05000000074505806
05/22/2017,0.0
05/23/2017,0.0
05/24/2017,0.3500000238418579
05/25/2017,0.15000000596046448
05/26/2017,0.0
05/27/2017,1.0500000715255737
05/28/2017,3.3000001907348633
05/29/2017,0.0
05/30/2017,2.049999952316284
05/31/2017,0.0
06/01/2017,0.0
06/02/2017,0.0
06/03/2017,0.0
06/04/2017,0.0
06/05/2017,0.0
06/06/2017,0.0
06/07/2017,0.05000000074505806
06/08/2017,0.0
06/09/2017,18.900001525878906
06/10/2017,0.6000000238418579
06/11/2017,0.0
06/12/2017,0.3499999940395355
06/13/2017,0.5
06/14/2017,0.0
06/15/2017,0.0
06/16/2017,0.0
06/17/2017,0.0
06/18/2017,5.300000190734863
06/19/2017,0.15000000596046448
06/20/2017,0.0
06/21/2017,0.05000000074505806
06/22/2017,54.0
06/23/2017,0.0
06/24/2017,57.849998474121094
06/25/2017,0.0
06/26/2017,1.149999976158142
06/27/2017,0.10000000149011612
06/28/2017,22.600000381469727
06/29/2017,3.8499999046325684
06/30/2017,11.899999618530273
07/01/2017,0.5
07/02/2017,27.75
07/03/2017,0.0
07/04/2017,0.0
07/05/2017,0.0
07/06/2017,0.0
07/07/2017,0.10000000149011612
07/08/2017,0.0
07/09/2017,0.0
07/10/2017,0.0
07/11/2017,0.0
07/12/2017,1.4500000476837158
07/13/2017,0.44999998807907104
07/14/2017,0.0
07/15/2017,46.10000228881836
07/16/2017,0.75
07/17/2017,7.150000095367432
07/18/2017,0.0
07/19/2017,6.0
07/20/2017,0.44999998807907104
07/21/2017,15.550000190734863
07/22/2017,0.10000000149011612
07/23/2017,0.0
07/24/2017,1.149999976158142
07/25/2017,0.25
07/26/2017,0.20000000298023224
07/27/2017,0.0
07/28/2017,0.0
07/29/2017,27.049999237060547
07/30/2017,0.25
07/31/2017,0.5
08/01/2017,4.550000190734863
08/02/2017,14.700000762939453
08/03/2017,81.10000610351562
08/04/2017,0.05000000074505806
08/05/2017,0.0
08/06/2017,1.9500000476837158
08/07/2017,3.8000001907348633
08/08/2017,17.700000762939453
08/09/2017,6.949999809265137
08/10/2017,6.050000190734863
08/11/2017,0.05000000074505806
08/12/2017,22.400001525878906
08/13/2017,0.5
08/14/2017,2.1500000953674316
08/15/2017,24.450000762939453
08/16/2017,6.350000381469727
08/17/2017,0.949999988079071
08/18/2017,36.900001525878906
08/19/2017,24.650001525878906
08/20/2017,27.75
08/21/2017,0.0
08/22/2017,25.950000762939453
08/23/2017,32.80000305175781
08/24/2017,1.25
08/25/2017,1.100000023841858
08/26/2017,39.099998474121094
08/27/2017,23.5
08/28/2017,15.850000381469727
08/29/2017,0.0
08/30/2017,0.0
08/31/2017,24.149999618530273
09/01/2017,0.0
09/02/2017,0.3500000238418579
09/03/2017,0.10000000149011612
09/04/2017,13.149999618530273
09/05/2017,2.5
09/06/2017,0.0
09/07/2017,0.0
09/08/2017,4.100000381469727
09/09/2017,0.0
09/10/2017,0.0
09/11/2017,21.25
09/12/2017,0.0
09/13/2017,0.0
09/14/2017,0.05000000074505806
09/15/2017,0.0
09/16/2017,0.0
09/17/2017,0.30000001192092896
09/18/2017,10.800000190734863
09/19/2017,0.0
09/20/2017,0.0
09/21/2017,0.0
09/22/2017,0.0
09/23/2017,0.6499999761581421
09/24/2017,1.8500001430511475
09/25/2017,0.05000000074505806
09/26/2017,0.0
09/27/2017,0.0
09/28/2017,10.700000762939453
09/29/2017,0.20000000298023224
09/30/2017,0.0
10/01/2017,0.0
10/02/2017,15.850000381469727
10/03/2017,0.20000000298023224
10/04/2017,0.4000000059604645
10/05/2017,0.0
10/06/2017,0.0
10/07/2017,0.0
10/08/2017,0.0
10/09/2017,0.0
10/10/2017,0.0
10/11/2017,0.05000000074505806
10/12/2017,9.600000381469727
10/13/2017,0.0
10/14/2017,0.0
10/15/2017,0.0
10/16/2017,0.0
10/17/2017,0.0
10/18/2017,0.05000000074505806
10/19/2017,0.0
10/20/2017,0.0
10/21/2017,0.0
10/22/2017,0.0
10/23/2017,0.0
10/24/2017,0.0
10/25/2017,0.0
10/26/2017,0.0
10/27/2017,0.0
10/28/2017,0.0
10/29/2017,0.0
10/30/2017,0.0
10/31/2017,0.0
11/01/2017,0.0
11/02/2017,0.0
11/03/2017,0.0
11/04/2017,0.0
11/05/2017,0.0
11/06/2017,0.05000000074505806
11/07/2017,0.4000000059604645
11/08/2017,0.0
11/09/2017,0.0
11/10/2017,0.0
11/11/2017,0.0
11/12/2017,0.0
11/13/2017,0.0
11/14/2017,0.0
11/15/2017,0.0
11/16/2017,0.0
11/17/2017,0.5
11/18/2017,0.05000000074505806
11/19/2017,0.05000000074505806
11/20/2017,0.0
11/21/2017,0.0
11/22/2017,0.0
11/23/2017,0.0
11/24/2017,0.0
11/25/2017,0.0
11/26/2017,0.0
11/27/2017,0.10000000149011612
11/28/2017,0.0
11/29/2017,0.0
11/30/2017,0.0
12/01/2017,0.0
12/02/2017,0.0
12/03/2017,0.0
12/04/2017,0.0
12/05/2017,0.0
12/06/2017,0.0
12/07/2017,0.0
12/08/2017,0.0
12/09/2017,0.0
12/10/2017,0.0
12/11/2017,0.0
12/12/2017,0.0
12/13/2017,0.0
12/14/2017,0.0
12/15/2017,0.0
12/16/2017,0.0
12/17/2017,0.0
12/18/2017,0.0
12/19/2017,0.0
12/20/2017,0.0
12/21/2017,0.0
12/22/2017,0.0
12/23/2017,0.0
12/24/2017,0.0
12/25/2017,0.0
12/26/2017,0.0
12/27/2017,0.0
12/28/2017,0.0
12/29/2017,0.0
12/30/2017,0.0
12/31/2017,0.0
01/01/2018,0.0
01/02/2018,0.0
01/03/2018,0.0
01/04/2018,0.0
01/05/2018,0.0
01/06/2018,0.0
01/07/2018,0.0
01/08/2018,0.0
01/09/2018,0.0
01/10/2018,0.0
01/11/2018,0.0
01/12/2018,0.0
01/13/2018,0.0
01/14/2018,0.0
01/15/2018,0.0
01/16/2018,0.0
01/17/2018,0.0
01/18/2018,0.0
01/19/2018,0.0
01/20/2018,0.0
01/21/2018,0.0
01/22/2018,0.0
01/23/2018,0.0
01/24/2018,0.0
01/25/2018,0.0
01/26/2018,0.0
01/27/2018,0.0
01/28/2018,0.15000000596046448
01/29/2018,0.0
01/30/2018,0.0
01/31/2018,0.5
02/01/2018,0.30000001192092896
02/02/2018,1.0
02/03/2018,0.4000000059604645
02/04/2018,0.0
02/05/2018,0.75
02/06/2018,4.0
02/07/2018,0.0
02/08/2018,0.0
02/09/2018,0.0
02/10/2018,0.0
02/11/2018,0.0
02/12/2018,0.0
