JobID,fc117b30-f88e-4bc1-a3d3-872bee0a4b3f
04/04/2015,0.0
04/05/2015,0.0
04/06/2015,0.0
04/07/2015,0.0
04/08/2015,0.0
04/09/2015,0.0
04/10/2015,0.0
04/11/2015,0.0
04/12/2015,0.0
04/13/2015,0.0
04/14/2015,0.0
04/15/2015,0.0
04/16/2015,0.0
04/17/2015,0.0
04/18/2015,0.0
04/19/2015,0.0
04/20/2015,0.0
04/21/2015,0.0
04/22/2015,0.0
04/23/2015,0.0
04/24/2015,0.0
04/25/2015,0.0
04/26/2015,0.0
04/27/2015,0.0
04/28/2015,0.0
04/29/2015,0.0
04/30/2015,0.0
05/01/2015,0.0
05/02/2015,0.0
05/03/2015,0.0
05/04/2015,0.20000000298023224
05/05/2015,0.0
05/06/2015,0.0
05/07/2015,0.0
05/08/2015,0.0
05/09/2015,0.0
05/10/2015,0.0
05/11/2015,0.0
05/12/2015,0.0
05/13/2015,0.0
05/14/2015,0.0
05/15/2015,0.0
05/16/2015,0.0
05/17/2015,0.0
05/18/2015,0.0
05/19/2015,0.0
05/20/2015,0.0
05/21/2015,0.0
05/22/2015,0.0
05/23/2015,0.0
05/24/2015,0.0
05/25/2015,0.0
05/26/2015,0.0
05/27/2015,0.0
05/28/2015,0.0
05/29/2015,0.0
05/30/2015,0.0
05/31/2015,0.75
06/01/2015,0.0
06/02/2015,0.0
06/03/2015,0.0
06/04/2015,0.0
06/05/2015,0.0
06/06/2015,0.0
06/07/2015,0.0
06/08/2015,0.0
06/09/2015,0.44999998807907104
06/10/2015,1.9000000953674316
06/11/2015,0.10000000149011612
06/12/2015,0.0
06/13/2015,0.0
06/14/2015,0.0
06/15/2015,0.0
06/16/2015,4.650000095367432
06/17/2015,0.0
06/18/2015,0.20000000298023224
06/19/2015,0.0
06/20/2015,1.850000023841858
06/21/2015,0.0
06/22/2015,0.0
06/23/2015,0.10000000149011612
06/24/2015,0.0
06/25/2015,0.0
06/26/2015,0.0
06/27/2015,0.0
06/28/2015,0.0
06/29/2015,11.850000381469727
06/30/2015,8.300000190734863
07/01/2015,42.54999923706055
07/02/2015,0.0
07/03/2015,0.15000000596046448
07/04/2015,0.0
07/05/2015,0.0
07/06/2015,1.0
07/07/2015,0.15000000596046448
07/08/2015,14.050000190734863
07/09/2015,45.25
07/10/2015,1.25
07/11/2015,0.9000000357627869
07/12/2015,1.100000023841858
07/13/2015,0.0
07/14/2015,0.5
07/15/2015,14.050000190734863
07/16/2015,0.0
07/17/2015,0.0
07/18/2015,0.15000000596046448
07/19/2015,48.25
07/20/2015,0.0
07/21/2015,0.0
07/22/2015,0.0
07/23/2015,0.0
07/24/2015,0.0
07/25/2015,43.599998474121094
07/26/2015,0.0
07/27/2015,0.30000001192092896
07/28/2015,0.6499999761581421
07/29/2015,1.2000000476837158
07/30/2015,1.7000000476837158
07/31/2015,0.4000000059604645
08/01/2015,0.8999999761581421
08/02/2015,1.100000023841858
08/03/2015,1.7999999523162842
08/04/2015,3.9000000953674316
08/05/2015,0.0
08/06/2015,0.0
08/07/2015,0.5
08/08/2015,3.75
08/09/2015,0.8999999761581421
08/10/2015,0.10000000149011612
08/11/2015,4.900000095367432
08/12/2015,11.100000381469727
08/13/2015,0.5
08/14/2015,21.100000381469727
08/15/2015,20.549999237060547
08/16/2015,0.0
08/17/2015,24.0
08/18/2015,1.3000000715255737
08/19/2015,3.0
08/20/2015,16.649999618530273
08/21/2015,14.399999618530273
08/22/2015,19.600000381469727
08/23/2015,3.1500000953674316
08/24/2015,1.4500000476837158
08/25/2015,30.60000228881836
08/26/2015,0.0
08/27/2015,0.0
08/28/2015,5.850000381469727
08/29/2015,7.300000190734863
08/30/2015,0.6000000238418579
08/31/2015,0.15000000596046448
09/01/2015,21.5
09/02/2015,0.0
09/03/2015,2.049999952316284
09/04/2015,0.25
09/05/2015,5.900000095367432
09/06/2015,1.6500000953674316
09/07/2015,2.0
09/08/2015,0.0
09/09/2015,0.6000000238418579
09/10/2015,54.400001525878906
09/11/2015,0.10000000149011612
09/12/2015,2.0
09/13/2015,7.550000190734863
09/14/2015,0.25
09/15/2015,56.400001525878906
09/16/2015,5.800000190734863
09/17/2015,0.0
09/18/2015,0.0
09/19/2015,0.0
09/20/2015,2.950000047683716
09/21/2015,7.0
09/22/2015,1.75
09/23/2015,4.900000095367432
09/24/2015,26.05000114440918
09/25/2015,0.0
09/26/2015,17.5
09/27/2015,42.14999771118164
09/28/2015,2.5500001907348633
09/29/2015,11.450000762939453
09/30/2015,19.900001525878906
10/01/2015,3.0500001907348633
10/02/2015,0.0
10/03/2015,14.0
10/04/2015,0.05000000074505806
10/05/2015,0.0
10/06/2015,6.949999809265137
10/07/2015,28.850000381469727
10/08/2015,0.0
10/09/2015,2.049999952316284
10/10/2015,0.0
10/11/2015,11.399999618530273
10/12/2015,8.75
10/13/2015,11.649999618530273
10/14/2015,14.25
10/15/2015,0.10000000149011612
10/16/2015,0.05000000074505806
10/17/2015,0.20000000298023224
10/18/2015,0.0
10/19/2015,0.05000000074505806
10/20/2015,13.700000762939453
10/21/2015,6.449999809265137
10/22/2015,1.149999976158142
10/23/2015,2.6500000953674316
10/24/2015,0.05000000074505806
10/25/2015,1.3000000715255737
10/26/2015,0.15000000596046448
10/27/2015,1.25
10/28/2015,0.0
10/29/2015,0.0
10/30/2015,0.0
10/31/2015,0.15000000596046448
11/01/2015,0.45000001788139343
11/02/2015,0.15000000596046448
11/03/2015,0.6499999761581421
11/04/2015,0.0
11/05/2015,0.0
11/06/2015,0.0
11/07/2015,0.0
11/08/2015,0.0
11/09/2015,0.0
11/10/2015,0.0
11/11/2015,0.0
11/12/2015,0.0
11/13/2015,0.0
11/14/2015,0.0
11/15/2015,0.0
11/16/2015,0.0
11/17/2015,0.0
11/18/2015,0.0
11/19/2015,0.0
11/20/2015,0.0
11/21/2015,0.0
11/22/2015,0.30000001192092896
11/23/2015,0.30000001192092896
11/24/2015,0.0
11/25/2015,0.0
11/26/2015,0.0
11/27/2015,0.0
11/28/2015,0.05000000074505806
11/29/2015,0.0
11/30/2015,0.0
12/01/2015,0.0
12/02/2015,0.0
12/03/2015,0.0
12/04/2015,0.0
12/05/2015,0.0
12/06/2015,0.0
12/07/2015,0.0
12/08/2015,0.0
12/09/2015,0.0
12/10/2015,0.0
12/11/2015,0.5
12/12/2015,0.0
12/13/2015,0.0
12/14/2015,0.15000000596046448
12/15/2015,0.0
12/16/2015,0.0
12/17/2015,0.0
12/18/2015,0.0
12/19/2015,0.0
12/20/2015,0.0
12/21/2015,0.0
12/22/2015,0.0
12/23/2015,0.0
12/24/2015,0.0
12/25/2015,0.0
12/26/2015,0.0
12/27/2015,1.2000000476837158
12/28/2015,19.150001525878906
12/29/2015,0.10000000149011612
12/30/2015,0.10000000149011612
12/31/2015,0.0
01/01/2016,0.0
01/02/2016,0.05000000074505806
01/03/2016,0.05000000074505806
01/04/2016,1.600000023841858
01/05/2016,0.0
01/06/2016,0.0
01/07/2016,0.0
01/08/2016,0.0
01/09/2016,0.0
01/10/2016,0.0
01/11/2016,0.0
01/12/2016,0.0
01/13/2016,0.15000000596046448
01/14/2016,0.0
01/15/2016,0.0
01/16/2016,0.0
01/17/2016,0.0
01/18/2016,0.0
01/19/2016,0.0
01/20/2016,0.0
01/21/2016,0.0
01/22/2016,0.0
01/23/2016,0.0
01/24/2016,0.0
01/25/2016,0.0
01/26/2016,0.0
01/27/2016,0.7000000476837158
01/28/2016,0.20000000298023224
01/29/2016,0.0
01/30/2016,0.0
01/31/2016,0.0
02/01/2016,0.0
02/02/2016,0.0
02/03/2016,0.0
02/04/2016,0.0
02/05/2016,0.0
02/06/2016,0.0
02/07/2016,0.0
02/08/2016,0.0
02/09/2016,0.0
02/10/2016,0.0
02/11/2016,0.0
02/12/2016,0.10000000149011612
02/13/2016,0.0
02/14/2016,0.0
02/15/2016,0.0
02/16/2016,0.0
02/17/2016,0.0
02/18/2016,0.0
02/19/2016,0.0
02/20/2016,1.3000000715255737
02/21/2016,0.6499999761581421
02/22/2016,0.15000000596046448
02/23/2016,0.15000000596046448
02/24/2016,0.0
02/25/2016,0.0
02/26/2016,0.0
02/27/2016,0.10000000149011612
02/28/2016,0.25
02/29/2016,0.30000001192092896
03/01/2016,2.450000047683716
03/02/2016,0.15000000596046448
03/03/2016,0.0
03/04/2016,0.44999998807907104
03/05/2016,0.0
03/06/2016,0.05000000074505806
03/07/2016,0.0
03/08/2016,0.0
03/09/2016,0.0
03/10/2016,0.0
03/11/2016,0.0
03/12/2016,0.0
03/13/2016,0.0
03/14/2016,0.0
03/15/2016,0.0
03/16/2016,0.0
03/17/2016,0.0
03/18/2016,0.0
03/19/2016,0.0
03/20/2016,0.0
03/21/2016,0.0
03/22/2016,0.0
03/23/2016,0.0
03/24/2016,0.15000000596046448
03/25/2016,0.15000000596046448
03/26/2016,0.0
03/27/2016,0.0
03/28/2016,0.0
03/29/2016,0.0
03/30/2016,0.0
03/31/2016,0.0
04/01/2016,0.0
04/02/2016,0.0
04/03/2016,0.0
04/04/2016,0.0
04/05/2016,0.0
04/06/2016,0.0
04/07/2016,0.0
04/08/2016,0.0
04/09/2016,0.0
04/10/2016,0.0
04/11/2016,0.0
04/12/2016,0.0
04/13/2016,0.0
04/14/2016,0.0
04/15/2016,0.0
04/16/2016,0.0
04/17/2016,0.0
04/18/2016,0.0
04/19/2016,0.0
04/20/2016,0.0
04/21/2016,0.0
04/22/2016,0.0
04/23/2016,0.0
04/24/2016,0.0
04/25/2016,0.0
04/26/2016,0.0
04/27/2016,0.0
04/28/2016,0.0
04/29/2016,0.0
04/30/2016,0.0
05/01/2016,0.0
05/02/2016,0.0
05/03/2016,0.0
05/04/2016,0.0
05/05/2016,0.0
05/06/2016,0.0
05/07/2016,0.0
05/08/2016,0.0
05/09/2016,0.0
05/10/2016,0.0
05/11/2016,0.0
05/12/2016,0.0
05/13/2016,0.0
05/14/2016,0.0
05/15/2016,0.0
05/16/2016,0.0
05/17/2016,0.0
05/18/2016,0.0
05/19/2016,0.0
05/20/2016,0.0
05/21/2016,0.0
05/22/2016,0.0
05/23/2016,0.0
05/24/2016,0.0
05/25/2016,0.0
05/26/2016,0.0
05/27/2016,0.7000000476837158
05/28/2016,1.0500000715255737
05/29/2016,0.0
05/30/2016,0.0
05/31/2016,0.0
06/01/2016,0.6499999761581421
06/02/2016,0.25
06/03/2016,0.0
06/04/2016,0.0
06/05/2016,0.0
06/06/2016,0.0
06/07/2016,0.0
06/08/2016,1.0499999523162842
06/09/2016,0.0
06/10/2016,0.0
06/11/2016,1.5
06/12/2016,4.449999809265137
06/13/2016,0.0
06/14/2016,0.0
06/15/2016,0.0
06/16/2016,0.0
06/17/2016,0.0
06/18/2016,0.0
06/19/2016,0.0
06/20/2016,0.0
06/21/2016,0.0
06/22/2016,0.3499999940395355
06/23/2016,3.4000000953674316
06/24/2016,2.8499999046325684
06/25/2016,29.450000762939453
06/26/2016,0.0
06/27/2016,44.35000228881836
06/28/2016,0.30000001192092896
06/29/2016,0.0
06/30/2016,1.0
07/01/2016,0.0
07/02/2016,0.8999999761581421
07/03/2016,0.0
07/04/2016,5.700000286102295
07/05/2016,0.15000000596046448
07/06/2016,0.0
07/07/2016,0.0
07/08/2016,0.0
07/09/2016,4.800000190734863
07/10/2016,0.0
07/11/2016,0.0
07/12/2016,0.0
07/13/2016,0.0
07/14/2016,0.75
07/15/2016,1.7000000476837158
07/16/2016,0.5
07/17/2016,0.0
07/18/2016,0.10000000149011612
07/19/2016,3.8499999046325684
07/20/2016,9.950000762939453
07/21/2016,44.45000076293945
07/22/2016,0.20000000298023224
07/23/2016,28.100000381469727
07/24/2016,4.849999904632568
07/25/2016,0.6499999761581421
07/26/2016,0.45000001788139343
07/27/2016,1.5
07/28/2016,0.30000001192092896
07/29/2016,0.15000000596046448
07/30/2016,6.550000190734863
07/31/2016,0.75
08/01/2016,0.05000000074505806
08/02/2016,0.0
08/03/2016,0.0
08/04/2016,0.6499999761581421
08/05/2016,2.5
08/06/2016,0.0
08/07/2016,0.0
08/08/2016,0.05000000074505806
08/09/2016,0.0
08/10/2016,10.649999618530273
08/11/2016,15.850000381469727
08/12/2016,4.650000095367432
08/13/2016,4.550000190734863
08/14/2016,0.0
08/15/2016,0.30000001192092896
08/16/2016,11.800000190734863
08/17/2016,11.25
08/18/2016,0.15000000596046448
08/19/2016,23.649999618530273
08/20/2016,124.55000305175781
08/21/2016,7.150000095367432
08/22/2016,12.700000762939453
08/23/2016,0.0
08/24/2016,0.0
08/25/2016,0.3500000238418579
08/26/2016,6.650000095367432
08/27/2016,9.800000190734863
08/28/2016,0.0
08/29/2016,32.95000076293945
08/30/2016,2.450000047683716
08/31/2016,3.75
09/01/2016,0.10000000149011612
09/02/2016,21.950000762939453
09/03/2016,1.4000000953674316
09/04/2016,0.0
09/05/2016,3.950000286102295
09/06/2016,43.099998474121094
09/07/2016,0.3499999940395355
09/08/2016,0.10000000149011612
09/09/2016,7.050000190734863
09/10/2016,65.75
09/11/2016,7.050000190734863
09/12/2016,19.100000381469727
09/13/2016,0.4000000059604645
09/14/2016,6.25
09/15/2016,0.25
09/16/2016,21.150001525878906
09/17/2016,37.349998474121094
09/18/2016,2.1500000953674316
09/19/2016,11.5
09/20/2016,0.0
09/21/2016,0.0
09/22/2016,0.0
09/23/2016,16.700000762939453
09/24/2016,2.1500000953674316
09/25/2016,26.450000762939453
09/26/2016,6.050000190734863
09/27/2016,41.75
09/28/2016,16.100000381469727
09/29/2016,0.6499999761581421
09/30/2016,5.150000095367432
10/01/2016,0.05000000074505806
10/02/2016,0.30000001192092896
10/03/2016,0.0
10/04/2016,0.0
10/05/2016,0.4000000059604645
10/06/2016,0.15000000596046448
10/07/2016,0.0
10/08/2016,0.0
10/09/2016,0.0
10/10/2016,0.9500000476837158
10/11/2016,13.800000190734863
10/12/2016,0.0
10/13/2016,0.0
10/14/2016,0.0
10/15/2016,3.0500001907348633
10/16/2016,0.10000000149011612
10/17/2016,0.25
10/18/2016,0.10000000149011612
10/19/2016,0.0
10/20/2016,0.0
10/21/2016,0.0
10/22/2016,0.0
10/23/2016,0.550000011920929
10/24/2016,0.0
10/25/2016,0.20000000298023224
10/26/2016,0.10000000149011612
10/27/2016,0.0
10/28/2016,0.0
10/29/2016,0.0
10/30/2016,52.900001525878906
10/31/2016,0.05000000074505806
11/01/2016,0.0
11/02/2016,0.0
11/03/2016,0.0
11/04/2016,0.800000011920929
11/05/2016,0.45000001788139343
11/06/2016,0.0
11/07/2016,0.0
11/08/2016,0.0
11/09/2016,0.0
11/10/2016,0.05000000074505806
11/11/2016,0.0
11/12/2016,0.0
11/13/2016,0.0
11/14/2016,0.0
11/15/2016,0.0
11/16/2016,0.10000000149011612
11/17/2016,0.0
11/18/2016,0.0
11/19/2016,0.0
11/20/2016,0.0
11/21/2016,0.0
11/22/2016,0.0
11/23/2016,0.0
11/24/2016,0.0
11/25/2016,0.0
11/26/2016,0.0
11/27/2016,0.0
11/28/2016,0.0
11/29/2016,0.0
11/30/2016,0.0
12/01/2016,0.0
12/02/2016,0.0
12/03/2016,0.0
12/04/2016,0.0
12/05/2016,0.0
12/06/2016,0.0
12/07/2016,0.0
12/08/2016,0.0
12/09/2016,0.0
12/10/2016,0.0
12/11/2016,0.0
12/12/2016,0.0
12/13/2016,0.0
12/14/2016,0.0
12/15/2016,0.10000000149011612
12/16/2016,0.0
12/17/2016,0.10000000149011612
12/18/2016,0.5
12/19/2016,0.05000000074505806
12/20/2016,0.0
12/21/2016,0.0
12/22/2016,0.0
12/23/2016,0.0
12/24/2016,0.0
12/25/2016,0.0
12/26/2016,0.0
12/27/2016,0.0
12/28/2016,0.0
12/29/2016,0.0
12/30/2016,0.0
12/31/2016,0.0
01/01/2017,0.0
01/02/2017,0.0
01/03/2017,0.0
01/04/2017,0.0
01/05/2017,0.0
01/06/2017,0.0
01/07/2017,0.0
01/08/2017,0.0
01/09/2017,0.05000000074505806
01/10/2017,0.0
01/11/2017,0.0
01/12/2017,0.0
01/13/2017,0.0
01/14/2017,0.0
01/15/2017,0.0
01/16/2017,0.0
01/17/2017,0.0
01/18/2017,0.0
01/19/2017,0.0
01/20/2017,0.0
01/21/2017,0.0
01/22/2017,0.0
01/23/2017,0.0
01/24/2017,0.0
01/25/2017,0.0
01/26/2017,0.0
01/27/2017,0.0
01/28/2017,0.0
01/29/2017,0.0
01/30/2017,0.0
01/31/2017,0.0
02/01/2017,0.0
02/02/2017,0.0
02/03/2017,0.0
02/04/2017,0.0
02/05/2017,0.0
02/06/2017,0.0
02/07/2017,0.0
02/08/2017,0.0
02/09/2017,0.0
02/10/2017,0.0
02/11/2017,0.05000000074505806
02/12/2017,0.0
02/13/2017,0.05000000074505806
02/14/2017,0.25
02/15/2017,0.0
02/16/2017,0.0
02/17/2017,0.0
02/18/2017,0.0
02/19/2017,0.0
02/20/2017,0.0
02/21/2017,0.0
02/22/2017,0.0
02/23/2017,0.0
02/24/2017,0.0
02/25/2017,0.0
02/26/2017,0.0
02/27/2017,0.0
02/28/2017,0.0
03/01/2017,0.0
03/02/2017,0.0
03/03/2017,0.0
03/04/2017,0.0
03/05/2017,0.0
03/06/2017,0.0
03/07/2017,0.0
03/08/2017,0.0
03/09/2017,0.0
03/10/2017,0.0
03/11/2017,0.0
03/12/2017,0.0
03/13/2017,0.0
03/14/2017,0.0
03/15/2017,0.0
03/16/2017,0.0
03/17/2017,0.0
03/18/2017,0.0
03/19/2017,0.0
03/20/2017,0.0
03/21/2017,0.0
03/22/2017,0.0
03/23/2017,0.0
03/24/2017,0.0
03/25/2017,0.0
03/26/2017,0.0
03/27/2017,0.0
03/28/2017,0.0
03/29/2017,0.0
03/30/2017,0.0
03/31/2017,0.0
04/01/2017,0.0
04/02/2017,0.0
04/03/2017,0.0
04/04/2017,0.0
04/05/2017,0.0
04/06/2017,0.0
04/07/2017,0.0
04/08/2017,0.0
04/09/2017,0.20000000298023224
04/10/2017,0.0
04/11/2017,0.10000000149011612
04/12/2017,0.0
04/13/2017,0.0
04/14/2017,0.0
04/15/2017,0.0
04/16/2017,0.0
04/17/2017,0.0
04/18/2017,0.0
04/19/2017,0.0
04/20/2017,0.0
04/21/2017,0.0
04/22/2017,0.0
04/23/2017,0.0
04/24/2017,0.0
04/25/2017,0.0
04/26/2017,0.0
04/27/2017,0.0
04/28/2017,0.0
04/29/2017,0.0
04/30/2017,0.0
05/01/2017,0.0
05/02/2017,0.0
05/03/2017,0.0
05/04/2017,0.0
05/05/2017,0.0
05/06/2017,0.0
05/07/2017,0.0
05/08/2017,0.0
05/09/2017,0.0
05/10/2017,0.0
05/11/2017,0.0
05/12/2017,0.0
05/13/2017,0.0
05/14/2017,0.05000000074505806
05/15/2017,0.0
05/16/2017,0.0
05/17/2017,0.0
05/18/2017,0.0
05/19/2017,0.0
05/20/2017,0.0
05/21/2017,0.10000000149011612
05/22/2017,0.0
05/23/2017,0.10000000149011612
05/24/2017,0.9500000476837158
05/25/2017,0.0
05/26/2017,0.0
05/27/2017,1.2000000476837158
05/28/2017,1.9000000953674316
05/29/2017,0.0
05/30/2017,1.4500000476837158
05/31/2017,0.15000000596046448
06/01/2017,0.10000000149011612
06/02/2017,0.0
06/03/2017,0.0
06/04/2017,0.0
06/05/2017,0.0
06/06/2017,0.0
06/07/2017,0.0
06/08/2017,0.0
06/09/2017,11.75
06/10/2017,0.25
06/11/2017,0.0
06/12/2017,0.10000000149011612
06/13/2017,0.0
06/14/2017,0.0
06/15/2017,0.0
06/16/2017,0.0
06/17/2017,0.0
06/18/2017,8.649999618530273
06/19/2017,0.0
06/20/2017,0.20000000298023224
06/21/2017,0.0
06/22/2017,18.400001525878906
06/23/2017,0.25
06/24/2017,14.0
06/25/2017,0.6499999761581421
06/26/2017,0.25
06/27/2017,0.10000000149011612
06/28/2017,41.30000305175781
06/29/2017,5.099999904632568
06/30/2017,9.5
07/01/2017,2.049999952316284
07/02/2017,10.800000190734863
07/03/2017,0.0
07/04/2017,0.0
07/05/2017,0.0
07/06/2017,0.0
07/07/2017,0.0
07/08/2017,0.15000000596046448
07/09/2017,0.0
07/10/2017,0.0
07/11/2017,0.0
07/12/2017,1.25
07/13/2017,1.2000000476837158
07/14/2017,3.799999952316284
07/15/2017,28.850000381469727
07/16/2017,0.7000000476837158
07/17/2017,10.300000190734863
07/18/2017,0.0
07/19/2017,0.8999999761581421
07/20/2017,0.30000001192092896
07/21/2017,18.75
07/22/2017,0.15000000596046448
07/23/2017,0.0
07/24/2017,8.700000762939453
07/25/2017,0.15000000596046448
07/26/2017,0.0
07/27/2017,0.0
07/28/2017,0.0
07/29/2017,41.05000305175781
07/30/2017,0.25
07/31/2017,0.800000011920929
08/01/2017,0.0
08/02/2017,2.450000047683716
08/03/2017,80.75
08/04/2017,0.0
08/05/2017,0.0
08/06/2017,1.0500000715255737
08/07/2017,4.349999904632568
08/08/2017,13.899999618530273
08/09/2017,6.450000286102295
08/10/2017,37.400001525878906
08/11/2017,0.10000000149011612
08/12/2017,22.850000381469727
08/13/2017,0.0
08/14/2017,8.5
08/15/2017,23.450000762939453
08/16/2017,7.649999618530273
08/17/2017,3.450000047683716
08/18/2017,32.5
08/19/2017,11.75
08/20/2017,37.400001525878906
08/21/2017,0.0
08/22/2017,53.0
08/23/2017,57.25
08/24/2017,4.550000190734863
08/25/2017,1.5499999523162842
08/26/2017,50.349998474121094
08/27/2017,13.15000057220459
08/28/2017,11.25
08/29/2017,0.0
08/30/2017,0.0
08/31/2017,25.049999237060547
09/01/2017,0.0
09/02/2017,0.0
09/03/2017,0.0
09/04/2017,0.15000000596046448
09/05/2017,1.1500000953674316
09/06/2017,0.0
09/07/2017,0.0
09/08/2017,10.149999618530273
09/09/2017,0.15000000596046448
09/10/2017,0.0
09/11/2017,6.5
09/12/2017,0.0
09/13/2017,0.0
09/14/2017,0.0
09/15/2017,0.0
09/16/2017,0.0
09/17/2017,0.0
09/18/2017,5.199999809265137
09/19/2017,0.05000000074505806
09/20/2017,0.0
09/21/2017,0.0
09/22/2017,0.0
09/23/2017,1.0500000715255737
09/24/2017,4.699999809265137
09/25/2017,1.9500000476837158
09/26/2017,0.0
09/27/2017,0.0
09/28/2017,0.0
09/29/2017,0.5
09/30/2017,0.0
10/01/2017,0.0
10/02/2017,31.700000762939453
10/03/2017,0.15000000596046448
10/04/2017,1.7000000476837158
10/05/2017,0.0
10/06/2017,0.0
10/07/2017,0.0
10/08/2017,0.0
10/09/2017,0.0
10/10/2017,0.0
10/11/2017,0.20000000298023224
10/12/2017,7.949999809265137
10/13/2017,0.0
10/14/2017,0.0
10/15/2017,0.0
10/16/2017,0.0
10/17/2017,0.05000000074505806
10/18/2017,0.0
10/19/2017,0.0
10/20/2017,0.0
10/21/2017,0.0
10/22/2017,0.0
10/23/2017,0.0
10/24/2017,0.0
10/25/2017,0.0
10/26/2017,0.0
10/27/2017,0.0
10/28/2017,0.0
10/29/2017,0.0
10/30/2017,0.0
10/31/2017,0.0
11/01/2017,0.0
11/02/2017,0.0
11/03/2017,0.0
11/04/2017,0.0
11/05/2017,0.0
11/06/2017,0.44999998807907104
11/07/2017,0.30000001192092896
11/08/2017,0.0
11/09/2017,0.0
11/10/2017,0.0
11/11/2017,0.0
11/12/2017,0.0
11/13/2017,0.0
11/14/2017,0.0
11/15/2017,0.0
11/16/2017,0.0
11/17/2017,0.10000000149011612
11/18/2017,0.0
11/19/2017,0.0
11/20/2017,0.0
11/21/2017,0.0
11/22/2017,0.10000000149011612
11/23/2017,0.0
11/24/2017,0.0
11/25/2017,0.0
11/26/2017,0.0
11/27/2017,0.0
11/28/2017,0.0
11/29/2017,0.0
11/30/2017,0.0
12/01/2017,0.0
12/02/2017,0.0
12/03/2017,0.0
12/04/2017,0.0
12/05/2017,0.0
12/06/2017,0.0
12/07/2017,0.0
12/08/2017,0.0
12/09/2017,0.0
12/10/2017,0.0
12/11/2017,0.0
12/12/2017,0.0
12/13/2017,0.0
12/14/2017,0.0
12/15/2017,0.0
12/16/2017,0.0
12/17/2017,0.0
12/18/2017,0.0
12/19/2017,0.0
12/20/2017,0.0
12/21/2017,0.0
12/22/2017,0.0
12/23/2017,0.0
12/24/2017,0.0
12/25/2017,0.0
12/26/2017,0.0
12/27/2017,0.0
12/28/2017,0.0
12/29/2017,0.0
12/30/2017,0.0
12/31/2017,0.0
01/01/2018,0.0
01/02/2018,0.0
01/03/2018,0.0
01/04/2018,0.0
01/05/2018,0.0
01/06/2018,0.0
01/07/2018,0.0
01/08/2018,0.0
01/09/2018,0.0
01/10/2018,0.0
01/11/2018,0.0
01/12/2018,0.0
01/13/2018,0.0
01/14/2018,0.0
01/15/2018,0.0
01/16/2018,0.0
01/17/2018,0.0
01/18/2018,0.0
01/19/2018,0.0
01/20/2018,0.0
01/21/2018,0.0
01/22/2018,0.0
01/23/2018,0.0
01/24/2018,0.0
01/25/2018,0.0
01/26/2018,0.0
01/27/2018,0.10000000149011612
01/28/2018,0.30000001192092896
01/29/2018,0.0
01/30/2018,0.0
01/31/2018,0.10000000149011612
02/01/2018,0.550000011920929
02/02/2018,0.8999999761581421
02/03/2018,0.6499999761581421
02/04/2018,0.0
02/05/2018,2.75
02/06/2018,1.899999976158142
02/07/2018,0.0
02/08/2018,0.0
02/09/2018,0.0
02/10/2018,0.0
02/11/2018,0.0
02/12/2018,0.0
02/13/2018,0.0
02/14/2018,0.0
02/15/2018,0.0
02/16/2018,0.0
02/17/2018,0.0
02/18/2018,0.0
