JobID,51c8b18d-c33c-4a03-857c-3cb0f5b8d70e
04/02/2015,0.0
04/03/2015,0.0
04/04/2015,0.0
04/05/2015,0.0
04/06/2015,0.0
04/07/2015,0.0
04/08/2015,0.0
04/09/2015,0.0
04/10/2015,0.0
04/11/2015,0.0
04/12/2015,0.0
04/13/2015,0.0
04/14/2015,0.0
04/15/2015,0.0
04/16/2015,0.0
04/17/2015,0.0
04/18/2015,0.0
04/19/2015,0.0
04/20/2015,0.0
04/21/2015,0.0
04/22/2015,0.0
04/23/2015,0.0
04/24/2015,0.0
04/25/2015,0.0
04/26/2015,0.0
04/27/2015,0.0
04/28/2015,0.0
04/29/2015,0.0
04/30/2015,0.0
05/01/2015,0.0
05/02/2015,0.0
05/03/2015,0.0
05/04/2015,0.32500001788139343
05/05/2015,0.02500000037252903
05/06/2015,0.0
05/07/2015,0.0
05/08/2015,0.0
05/09/2015,0.0
05/10/2015,0.0
05/11/2015,0.0
05/12/2015,0.0
05/13/2015,0.0
05/14/2015,0.0
05/15/2015,0.0
05/16/2015,0.0
05/17/2015,0.0
05/18/2015,0.0
05/19/2015,0.0
05/20/2015,0.0
05/21/2015,0.0
05/22/2015,0.05000000074505806
05/23/2015,0.0
05/24/2015,0.0
05/25/2015,0.0
05/26/2015,0.0
05/27/2015,0.0
05/28/2015,0.0
05/29/2015,0.0
05/30/2015,0.0
05/31/2015,0.0
06/01/2015,0.0
06/02/2015,0.0
06/03/2015,0.0
06/04/2015,0.0
06/05/2015,0.0
06/06/2015,0.0
06/07/2015,0.0
06/08/2015,0.0
06/09/2015,0.2750000059604645
06/10/2015,2.375
06/11/2015,0.0
06/12/2015,0.0
06/13/2015,0.0
06/14/2015,0.0
06/15/2015,0.0
06/16/2015,1.7000000476837158
06/17/2015,0.05000000074505806
06/18/2015,0.07500000298023224
06/19/2015,0.0
06/20/2015,7.599999904632568
06/21/2015,0.02500000037252903
06/22/2015,0.0
06/23/2015,2.075000047683716
06/24/2015,0.0
06/25/2015,0.0
06/26/2015,0.0
06/27/2015,0.0
06/28/2015,0.0
06/29/2015,12.17500114440918
06/30/2015,1.9250000715255737
07/01/2015,30.250001907348633
07/02/2015,0.0
07/03/2015,0.625
07/04/2015,0.0
07/05/2015,0.0
07/06/2015,2.0250000953674316
07/07/2015,0.2750000059604645
07/08/2015,11.324999809265137
07/09/2015,46.70000076293945
07/10/2015,1.4250000715255737
07/11/2015,4.425000190734863
07/12/2015,1.0250000953674316
07/13/2015,0.0
07/14/2015,0.44999998807907104
07/15/2015,10.274999618530273
07/16/2015,0.0
07/17/2015,0.0
07/18/2015,0.625
07/19/2015,103.60000610351562
07/20/2015,0.0
07/21/2015,0.0
07/22/2015,0.2750000059604645
07/23/2015,0.0
07/24/2015,0.0
07/25/2015,53.32500076293945
07/26/2015,0.0
07/27/2015,3.5999999046325684
07/28/2015,3.9750001430511475
07/29/2015,17.524999618530273
07/30/2015,1.975000023841858
07/31/2015,1.475000023841858
08/01/2015,3.2750000953674316
08/02/2015,0.3500000238418579
08/03/2015,4.875
08/04/2015,26.42500114440918
08/05/2015,0.0
08/06/2015,0.0
08/07/2015,0.5
08/08/2015,7.5
08/09/2015,0.7750000357627869
08/10/2015,0.17500001192092896
08/11/2015,5.675000190734863
08/12/2015,20.5
08/13/2015,1.649999976158142
08/14/2015,23.67500114440918
08/15/2015,21.275001525878906
08/16/2015,0.0
08/17/2015,28.075000762939453
08/18/2015,3.6750001907348633
08/19/2015,3.325000047683716
08/20/2015,9.824999809265137
08/21/2015,8.800000190734863
08/22/2015,25.600000381469727
08/23/2015,5.425000190734863
08/24/2015,0.20000000298023224
08/25/2015,53.32500457763672
08/26/2015,0.32499998807907104
08/27/2015,0.05000000074505806
08/28/2015,10.225000381469727
08/29/2015,7.474999904632568
08/30/2015,1.600000023841858
08/31/2015,1.399999976158142
09/01/2015,22.200000762939453
09/02/2015,0.02500000037252903
09/03/2015,1.600000023841858
09/04/2015,0.42500001192092896
09/05/2015,6.850000381469727
09/06/2015,1.0750000476837158
09/07/2015,0.8500000238418579
09/08/2015,0.0
09/09/2015,0.5
09/10/2015,54.275001525878906
09/11/2015,0.30000001192092896
09/12/2015,1.0750000476837158
09/13/2015,9.75
09/14/2015,0.32499998807907104
09/15/2015,27.500001907348633
09/16/2015,3.625
09/17/2015,0.0
09/18/2015,0.0
09/19/2015,0.0
09/20/2015,3.0250000953674316
09/21/2015,5.474999904632568
09/22/2015,5.075000286102295
09/23/2015,8.375
09/24/2015,20.799999237060547
09/25/2015,0.0
09/26/2015,18.975000381469727
09/27/2015,62.89999771118164
09/28/2015,1.725000023841858
09/29/2015,28.125
09/30/2015,22.375
10/01/2015,3.5500001907348633
10/02/2015,0.0
10/03/2015,8.274999618530273
10/04/2015,0.07500000298023224
10/05/2015,0.0
10/06/2015,2.4000000953674316
10/07/2015,29.174999237060547
10/08/2015,0.0
10/09/2015,0.05000000074505806
10/10/2015,0.0
10/11/2015,22.0
10/12/2015,26.175003051757812
10/13/2015,13.600000381469727
10/14/2015,12.55000114440918
10/15/2015,0.3750000298023224
10/16/2015,0.42500001192092896
10/17/2015,0.15000000596046448
10/18/2015,0.0
10/19/2015,0.7750000357627869
10/20/2015,1.3000000715255737
10/21/2015,4.025000095367432
10/22/2015,1.100000023841858
10/23/2015,5.425000190734863
10/24/2015,0.10000000149011612
10/25/2015,3.625
10/26/2015,0.10000000149011612
10/27/2015,1.1999999284744263
10/28/2015,0.0
10/29/2015,0.0
10/30/2015,0.0
10/31/2015,0.125
11/01/2015,0.9500000476837158
11/02/2015,0.4750000536441803
11/03/2015,0.7500000596046448
11/04/2015,0.0
11/05/2015,0.0
11/06/2015,0.0
11/07/2015,0.0
11/08/2015,0.0
11/09/2015,0.0
11/10/2015,0.0
11/11/2015,0.0
11/12/2015,0.10000000149011612
11/13/2015,0.0
11/14/2015,0.0
11/15/2015,0.0
11/16/2015,0.0
11/17/2015,0.0
11/18/2015,0.0
11/19/2015,0.0
11/20/2015,0.10000000149011612
11/21/2015,0.0
11/22/2015,0.07500000298023224
11/23/2015,0.5249999761581421
11/24/2015,0.0
11/25/2015,0.0
11/26/2015,0.02500000037252903
11/27/2015,0.0
11/28/2015,0.07500000298023224
11/29/2015,0.2250000238418579
11/30/2015,0.02500000037252903
12/01/2015,0.0
12/02/2015,0.0
12/03/2015,0.0
12/04/2015,0.0
12/05/2015,0.0
12/06/2015,0.0
12/07/2015,0.0
12/08/2015,0.0
12/09/2015,0.0
12/10/2015,0.0
12/11/2015,0.8250000476837158
12/12/2015,0.07500000298023224
12/13/2015,0.0
12/14/2015,0.02500000037252903
12/15/2015,0.0
12/16/2015,0.0
12/17/2015,0.0
12/18/2015,0.0
12/19/2015,0.0
12/20/2015,0.0
12/21/2015,0.0
12/22/2015,0.0
12/23/2015,0.0
12/24/2015,0.0
12/25/2015,0.0
12/26/2015,0.02500000037252903
12/27/2015,1.4249999523162842
12/28/2015,17.875
12/29/2015,0.07500000298023224
12/30/2015,0.02500000037252903
12/31/2015,0.0
01/01/2016,0.824999988079071
01/02/2016,0.10000000149011612
01/03/2016,0.125
01/04/2016,1.4250000715255737
01/05/2016,0.0
01/06/2016,0.0
01/07/2016,0.0
01/08/2016,0.0
01/09/2016,0.0
01/10/2016,0.0
01/11/2016,0.0
01/12/2016,0.0
01/13/2016,0.125
01/14/2016,0.0
01/15/2016,0.0
01/16/2016,0.0
01/17/2016,0.0
01/18/2016,0.0
01/19/2016,0.0
01/20/2016,0.0
01/21/2016,0.0
01/22/2016,0.0
01/23/2016,0.0
01/24/2016,0.0
01/25/2016,0.0
01/26/2016,0.0
01/27/2016,0.9250000715255737
01/28/2016,0.15000000596046448
01/29/2016,0.0
01/30/2016,0.0
01/31/2016,0.0
02/01/2016,0.0
02/02/2016,0.0
02/03/2016,0.0
02/04/2016,0.0
02/05/2016,0.0
02/06/2016,0.0
02/07/2016,0.0
02/08/2016,0.0
02/09/2016,0.0
02/10/2016,0.07500000298023224
02/11/2016,0.22500000894069672
02/12/2016,0.10000000149011612
02/13/2016,0.0
02/14/2016,0.0
02/15/2016,0.0
02/16/2016,0.0
02/17/2016,0.0
02/18/2016,0.0
02/19/2016,0.0
02/20/2016,1.9000000953674316
02/21/2016,0.7250000238418579
02/22/2016,0.17499999701976776
02/23/2016,0.10000000149011612
02/24/2016,0.02500000037252903
02/25/2016,0.0
02/26/2016,0.0
02/27/2016,0.20000001788139343
02/28/2016,0.30000001192092896
02/29/2016,0.3500000238418579
03/01/2016,2.450000047683716
03/02/2016,0.07500000298023224
03/03/2016,0.0
03/04/2016,0.6000000238418579
03/05/2016,0.0
03/06/2016,0.10000000149011612
03/07/2016,0.0
03/08/2016,0.0
03/09/2016,0.0
03/10/2016,0.0
03/11/2016,0.0
03/12/2016,0.0
03/13/2016,0.0
03/14/2016,0.0
03/15/2016,0.0
03/16/2016,0.0
03/17/2016,0.0
03/18/2016,0.0
03/19/2016,0.0
03/20/2016,0.0
03/21/2016,0.0
03/22/2016,0.0
03/23/2016,0.0
03/24/2016,0.10000000149011612
03/25/2016,0.10000000149011612
03/26/2016,0.0
03/27/2016,0.0
03/28/2016,0.0
03/29/2016,0.0
03/30/2016,0.0
03/31/2016,0.0
04/01/2016,0.0
04/02/2016,0.0
04/03/2016,0.0
04/04/2016,0.0
04/05/2016,0.0
04/06/2016,0.0
04/07/2016,0.0
04/08/2016,0.0
04/09/2016,0.0
04/10/2016,0.0
04/11/2016,0.0
04/12/2016,0.0
04/13/2016,0.0
04/14/2016,0.0
04/15/2016,0.0
04/16/2016,0.0
04/17/2016,0.0
04/18/2016,0.0
04/19/2016,0.0
04/20/2016,0.0
04/21/2016,0.0
04/22/2016,0.0
04/23/2016,0.0
04/24/2016,0.0
04/25/2016,0.0
04/26/2016,0.0
04/27/2016,0.0
04/28/2016,0.0
04/29/2016,0.0
04/30/2016,0.0
05/01/2016,0.0
05/02/2016,0.0
05/03/2016,0.0
05/04/2016,0.0
05/05/2016,0.0
05/06/2016,0.0
05/07/2016,0.0
05/08/2016,0.0
05/09/2016,0.0
05/10/2016,0.0
05/11/2016,0.0
05/12/2016,0.0
05/13/2016,0.0
05/14/2016,0.0
05/15/2016,0.0
05/16/2016,0.0
05/17/2016,0.0
05/18/2016,0.0
05/19/2016,0.0
05/20/2016,0.0
05/21/2016,0.0
05/22/2016,0.0
05/23/2016,0.0
05/24/2016,0.0
05/25/2016,0.0
05/26/2016,0.0
05/27/2016,1.125
05/28/2016,1.1749999523162842
05/29/2016,0.0
05/30/2016,0.0
05/31/2016,0.0
06/01/2016,0.375
06/02/2016,0.22499999403953552
06/03/2016,0.0
06/04/2016,0.0
06/05/2016,0.15000000596046448
06/06/2016,0.0
06/07/2016,0.0
06/08/2016,1.9750001430511475
06/09/2016,0.0
06/10/2016,0.0
06/11/2016,0.75
06/12/2016,10.975000381469727
06/13/2016,0.0
06/14/2016,0.0
06/15/2016,0.0
06/16/2016,0.0
06/17/2016,0.0
06/18/2016,0.0
06/19/2016,0.0
06/20/2016,0.0
06/21/2016,0.0
06/22/2016,0.125
06/23/2016,1.725000023841858
06/24/2016,0.3500000238418579
06/25/2016,20.125
06/26/2016,0.0
06/27/2016,36.60000228881836
06/28/2016,0.4750000238418579
06/29/2016,0.6000000238418579
06/30/2016,1.6500000953674316
07/01/2016,0.0
07/02/2016,0.2750000059604645
07/03/2016,0.0
07/04/2016,8.149999618530273
07/05/2016,0.42500001192092896
07/06/2016,0.0
07/07/2016,0.0
07/08/2016,0.0
07/09/2016,16.575000762939453
07/10/2016,0.0
07/11/2016,0.0
07/12/2016,0.0
07/13/2016,0.10000000149011612
07/14/2016,0.07500000298023224
07/15/2016,10.300000190734863
07/16/2016,0.20000000298023224
07/17/2016,0.0
07/18/2016,0.125
07/19/2016,6.850000381469727
07/20/2016,3.9750001430511475
07/21/2016,22.125
07/22/2016,0.15000000596046448
07/23/2016,72.29999542236328
07/24/2016,9.350000381469727
07/25/2016,1.4249999523162842
07/26/2016,0.17500001192092896
07/27/2016,3.700000047683716
07/28/2016,0.125
07/29/2016,0.675000011920929
07/30/2016,4.025000095367432
07/31/2016,0.5249999761581421
08/01/2016,0.625
08/02/2016,0.0
08/03/2016,0.0
08/04/2016,5.450000286102295
08/05/2016,8.52500057220459
08/06/2016,0.02500000037252903
08/07/2016,0.0
08/08/2016,0.0
08/09/2016,0.0
08/10/2016,10.550000190734863
08/11/2016,15.30000114440918
08/12/2016,2.0999999046325684
08/13/2016,12.300000190734863
08/14/2016,0.0
08/15/2016,0.0
08/16/2016,23.674999237060547
08/17/2016,4.224999904632568
08/18/2016,0.0
08/19/2016,13.875000953674316
08/20/2016,56.75
08/21/2016,4.825000286102295
08/22/2016,13.77500057220459
08/23/2016,0.0
08/24/2016,0.0
08/25/2016,0.7749999761581421
08/26/2016,7.625
08/27/2016,42.75
08/28/2016,0.0
08/29/2016,47.32499694824219
08/30/2016,3.1500000953674316
08/31/2016,2.950000047683716
09/01/2016,1.0499999523162842
09/02/2016,21.149999618530273
09/03/2016,9.72499942779541
09/04/2016,0.0
09/05/2016,0.9500000476837158
09/06/2016,46.724998474121094
09/07/2016,0.4750000238418579
09/08/2016,0.20000000298023224
09/09/2016,6.650000095367432
09/10/2016,65.30000305175781
09/11/2016,11.700000762939453
09/12/2016,22.625001907348633
09/13/2016,0.699999988079071
09/14/2016,5.650000095367432
09/15/2016,0.125
09/16/2016,25.44999885559082
09/17/2016,26.024999618530273
09/18/2016,0.5750000476837158
09/19/2016,11.15000057220459
09/20/2016,0.17500001192092896
09/21/2016,0.07500000298023224
09/22/2016,1.8249999284744263
09/23/2016,17.600000381469727
09/24/2016,2.875
09/25/2016,22.649999618530273
09/26/2016,12.52500057220459
09/27/2016,34.25
09/28/2016,5.324999809265137
09/29/2016,2.450000047683716
09/30/2016,5.625
10/01/2016,0.02500000037252903
10/02/2016,1.3499999046325684
10/03/2016,0.0
10/04/2016,0.0
10/05/2016,0.0
10/06/2016,0.375
10/07/2016,0.0
10/08/2016,0.0
10/09/2016,0.0
10/10/2016,1.399999976158142
10/11/2016,3.7249999046325684
10/12/2016,0.0
10/13/2016,0.0
10/14/2016,0.0
10/15/2016,15.100000381469727
10/16/2016,0.25
10/17/2016,0.5
10/18/2016,0.17500001192092896
10/19/2016,0.0
10/20/2016,0.0
10/21/2016,0.05000000074505806
10/22/2016,0.0
10/23/2016,2.0
10/24/2016,1.0499999523162842
10/25/2016,0.15000000596046448
10/26/2016,0.20000000298023224
10/27/2016,0.0
10/28/2016,0.0
10/29/2016,0.0
10/30/2016,24.125
10/31/2016,0.07500000298023224
11/01/2016,0.10000000149011612
11/02/2016,0.02500000037252903
11/03/2016,0.0
11/04/2016,0.7250000238418579
11/05/2016,0.3500000238418579
11/06/2016,0.0
11/07/2016,0.0
11/08/2016,0.0
11/09/2016,0.10000000149011612
11/10/2016,0.0
11/11/2016,0.125
11/12/2016,0.0
11/13/2016,0.0
11/14/2016,0.0
11/15/2016,0.02500000037252903
11/16/2016,0.02500000037252903
11/17/2016,0.0
11/18/2016,0.0
11/19/2016,0.0
11/20/2016,0.0
11/21/2016,0.0
11/22/2016,0.0
11/23/2016,0.0
11/24/2016,0.0
11/25/2016,0.0
11/26/2016,0.0
11/27/2016,0.0
11/28/2016,0.0
11/29/2016,0.0
11/30/2016,0.0
12/01/2016,0.0
12/02/2016,0.0
12/03/2016,0.0
12/04/2016,0.0
12/05/2016,0.0
12/06/2016,0.0
12/07/2016,0.0
12/08/2016,0.0
12/09/2016,0.0
12/10/2016,0.0
12/11/2016,0.125
12/12/2016,0.0
12/13/2016,0.0
12/14/2016,0.02500000037252903
12/15/2016,0.15000000596046448
12/16/2016,0.0
12/17/2016,0.05000000074505806
12/18/2016,0.6500000357627869
12/19/2016,0.02500000037252903
12/20/2016,0.0
12/21/2016,0.0
12/22/2016,0.0
12/23/2016,0.0
12/24/2016,0.0
12/25/2016,0.0
12/26/2016,0.0
12/27/2016,0.0
12/28/2016,0.0
12/29/2016,0.0
12/30/2016,0.0
12/31/2016,0.0
01/01/2017,0.0
01/02/2017,0.0
01/03/2017,0.0
01/04/2017,0.0
01/05/2017,0.0
01/06/2017,0.0
01/07/2017,0.0
01/08/2017,0.0
01/09/2017,0.05000000074505806
01/10/2017,0.0
01/11/2017,0.0
01/12/2017,0.0
01/13/2017,0.0
01/14/2017,0.0
01/15/2017,0.0
01/16/2017,0.0
01/17/2017,0.0
01/18/2017,0.0
01/19/2017,0.0
01/20/2017,0.0
01/21/2017,0.0
01/22/2017,0.0
01/23/2017,0.0
01/24/2017,0.0
01/25/2017,0.0
01/26/2017,0.0
01/27/2017,0.0
01/28/2017,0.0
01/29/2017,0.0
01/30/2017,0.0
01/31/2017,0.0
02/01/2017,0.0
02/02/2017,0.0
02/03/2017,0.0
02/04/2017,0.0
02/05/2017,0.0
02/06/2017,0.0
02/07/2017,0.0
02/08/2017,0.0
02/09/2017,0.0
02/10/2017,0.0
02/11/2017,0.125
02/12/2017,0.17500001192092896
02/13/2017,0.05000000074505806
02/14/2017,0.6499999761581421
02/15/2017,0.0
02/16/2017,0.0
02/17/2017,0.0
02/18/2017,0.0
02/19/2017,0.0
02/20/2017,0.0
02/21/2017,0.0
02/22/2017,0.0
02/23/2017,0.0
02/24/2017,0.0
02/25/2017,0.0
02/26/2017,0.02500000037252903
02/27/2017,0.0
02/28/2017,0.0
03/01/2017,0.0
03/02/2017,0.0
03/03/2017,0.0
03/04/2017,0.0
03/05/2017,0.0
03/06/2017,0.0
03/07/2017,0.02500000037252903
03/08/2017,0.0
03/09/2017,0.0
03/10/2017,0.0
03/11/2017,0.0
03/12/2017,0.0
03/13/2017,0.0
03/14/2017,0.0
03/15/2017,0.0
03/16/2017,0.22500000894069672
03/17/2017,0.0
03/18/2017,0.0
03/19/2017,0.0
03/20/2017,0.0
03/21/2017,0.0
03/22/2017,0.0
03/23/2017,0.0
03/24/2017,0.0
03/25/2017,0.0
03/26/2017,0.0
03/27/2017,0.0
03/28/2017,0.0
03/29/2017,0.0
03/30/2017,0.0
03/31/2017,0.0
04/01/2017,0.0
04/02/2017,0.0
04/03/2017,0.0
04/04/2017,0.0
04/05/2017,0.0
04/06/2017,0.0
04/07/2017,0.0
04/08/2017,0.0
04/09/2017,0.02500000037252903
04/10/2017,0.0
04/11/2017,0.0
04/12/2017,0.0
04/13/2017,0.0
04/14/2017,0.0
04/15/2017,0.0
04/16/2017,0.0
04/17/2017,0.0
04/18/2017,0.0
04/19/2017,0.0
04/20/2017,0.0
04/21/2017,0.0
04/22/2017,0.0
04/23/2017,0.0
04/24/2017,0.0
04/25/2017,0.0
04/26/2017,0.0
04/27/2017,0.0
04/28/2017,0.0
04/29/2017,0.0
04/30/2017,0.0
05/01/2017,0.0
05/02/2017,0.0
05/03/2017,0.0
05/04/2017,0.0
05/05/2017,0.0
05/06/2017,0.0
05/07/2017,0.0
05/08/2017,0.0
05/09/2017,0.0
05/10/2017,0.0
05/11/2017,0.0
05/12/2017,0.0
05/13/2017,0.0
05/14/2017,0.20000000298023224
05/15/2017,0.0
05/16/2017,0.0
05/17/2017,0.0
05/18/2017,0.0
05/19/2017,0.0
05/20/2017,0.20000001788139343
05/21/2017,0.0
05/22/2017,0.0
05/23/2017,0.800000011920929
05/24/2017,0.7750000357627869
05/25/2017,0.0
05/26/2017,0.0
05/27/2017,1.7750000953674316
05/28/2017,1.3000000715255737
05/29/2017,0.0
05/30/2017,0.5250000357627869
05/31/2017,0.15000000596046448
06/01/2017,0.15000000596046448
06/02/2017,0.0
06/03/2017,0.0
06/04/2017,0.0
06/05/2017,0.0
06/06/2017,0.0
06/07/2017,0.0
06/08/2017,0.0
06/09/2017,13.90000057220459
06/10/2017,0.20000000298023224
06/11/2017,0.05000000074505806
06/12/2017,0.30000001192092896
06/13/2017,0.0
06/14/2017,0.0
06/15/2017,0.02500000037252903
06/16/2017,0.0
06/17/2017,0.0
06/18/2017,7.875000476837158
06/19/2017,0.07500000298023224
06/20/2017,0.0
06/21/2017,0.0
06/22/2017,13.40000057220459
06/23/2017,0.0
06/24/2017,14.825000762939453
06/25/2017,0.5
06/26/2017,0.10000000149011612
06/27/2017,0.10000000149011612
06/28/2017,37.625
06/29/2017,1.0250000953674316
06/30/2017,10.274999618530273
07/01/2017,2.9749999046325684
07/02/2017,8.425000190734863
07/03/2017,0.0
07/04/2017,0.0
07/05/2017,0.0
07/06/2017,0.10000000149011612
07/07/2017,0.20000001788139343
07/08/2017,2.5
07/09/2017,0.0
07/10/2017,0.2750000059604645
07/11/2017,0.17499999701976776
07/12/2017,0.45000001788139343
07/13/2017,1.8249999284744263
07/14/2017,14.075000762939453
07/15/2017,41.875
07/16/2017,0.9249999523162842
07/17/2017,2.6500000953674316
07/18/2017,0.10000000149011612
07/19/2017,0.15000000596046448
07/20/2017,31.35000228881836
07/21/2017,29.25
07/22/2017,0.30000001192092896
07/23/2017,0.0
07/24/2017,3.1000003814697266
07/25/2017,0.9500000476837158
07/26/2017,0.0
07/27/2017,0.0
07/28/2017,0.0
07/29/2017,41.35000228881836
07/30/2017,0.3500000238418579
07/31/2017,1.899999976158142
08/01/2017,0.05000000074505806
08/02/2017,10.574999809265137
08/03/2017,66.32499694824219
08/04/2017,0.125
08/05/2017,0.02500000037252903
08/06/2017,0.675000011920929
08/07/2017,7.925000190734863
08/08/2017,12.42500114440918
08/09/2017,5.525000095367432
08/10/2017,23.450000762939453
08/11/2017,0.125
08/12/2017,20.75
08/13/2017,0.0
08/14/2017,8.925000190734863
08/15/2017,20.299999237060547
08/16/2017,6.775000095367432
08/17/2017,2.4750001430511475
08/18/2017,28.775001525878906
08/19/2017,10.575000762939453
08/20/2017,37.875
08/21/2017,0.05000000074505806
08/22/2017,59.75
08/23/2017,47.22500228881836
08/24/2017,3.924999952316284
08/25/2017,3.450000047683716
08/26/2017,53.875
08/27/2017,8.300000190734863
08/28/2017,11.30000114440918
08/29/2017,0.0
08/30/2017,0.0
08/31/2017,27.475000381469727
09/01/2017,0.0
09/02/2017,0.0
09/03/2017,0.10000000149011612
09/04/2017,3.125
09/05/2017,0.7249999642372131
09/06/2017,0.0
09/07/2017,0.0
09/08/2017,17.5
09/09/2017,0.05000000074505806
09/10/2017,0.0
09/11/2017,5.350000381469727
09/12/2017,0.0
09/13/2017,1.125
09/14/2017,0.550000011920929
09/15/2017,0.0
09/16/2017,0.0
09/17/2017,0.02500000037252903
09/18/2017,8.02500057220459
09/19/2017,0.02500000037252903
09/20/2017,0.0
09/21/2017,0.0
09/22/2017,0.0
09/23/2017,0.9750000238418579
09/24/2017,0.675000011920929
09/25/2017,0.550000011920929
09/26/2017,0.0
09/27/2017,0.02500000037252903
09/28/2017,1.7750000953674316
09/29/2017,0.6750000715255737
09/30/2017,0.0
10/01/2017,0.0
10/02/2017,16.5
10/03/2017,0.5249999761581421
10/04/2017,1.0999999046325684
10/05/2017,0.0
10/06/2017,0.0
10/07/2017,0.0
10/08/2017,0.125
10/09/2017,0.0
10/10/2017,0.0
10/11/2017,0.40000003576278687
10/12/2017,13.449999809265137
10/13/2017,0.0
10/14/2017,0.0
10/15/2017,0.0
10/16/2017,0.02500000037252903
10/17/2017,0.125
10/18/2017,0.0
10/19/2017,0.0
10/20/2017,0.0
10/21/2017,0.0
10/22/2017,0.0
10/23/2017,0.0
10/24/2017,0.0
10/25/2017,0.0
10/26/2017,0.0
10/27/2017,0.0
10/28/2017,0.0
10/29/2017,0.0
10/30/2017,0.0
10/31/2017,0.0
11/01/2017,0.0
11/02/2017,0.0
11/03/2017,0.0
11/04/2017,0.0
11/05/2017,0.0
11/06/2017,0.15000000596046448
11/07/2017,0.42500001192092896
11/08/2017,0.0
11/09/2017,0.0
11/10/2017,0.0
11/11/2017,0.0
11/12/2017,0.0
11/13/2017,0.0
11/14/2017,0.0
11/15/2017,0.0
11/16/2017,0.0
11/17/2017,0.07500000298023224
11/18/2017,0.02500000037252903
11/19/2017,0.05000000074505806
11/20/2017,0.0
11/21/2017,0.0
11/22/2017,0.10000000149011612
11/23/2017,0.0
11/24/2017,0.0
11/25/2017,0.0
11/26/2017,0.0
11/27/2017,0.0
11/28/2017,0.0
11/29/2017,0.0
11/30/2017,0.0
12/01/2017,0.0
12/02/2017,0.0
12/03/2017,0.0
12/04/2017,0.0
12/05/2017,0.0
12/06/2017,0.0
12/07/2017,0.0
12/08/2017,0.0
12/09/2017,0.0
12/10/2017,0.0
12/11/2017,0.0
12/12/2017,0.0
12/13/2017,0.0
12/14/2017,0.0
12/15/2017,0.0
12/16/2017,0.0
12/17/2017,0.0
12/18/2017,0.0
12/19/2017,0.0
12/20/2017,0.02500000037252903
12/21/2017,0.0
12/22/2017,0.0
12/23/2017,0.0
12/24/2017,0.0
12/25/2017,0.0
12/26/2017,0.0
12/27/2017,0.0
12/28/2017,0.0
12/29/2017,0.0
12/30/2017,0.0
12/31/2017,0.0
01/01/2018,0.0
01/02/2018,0.0
01/03/2018,0.0
01/04/2018,0.0
01/05/2018,0.0
01/06/2018,0.0
01/07/2018,0.0
01/08/2018,0.0
01/09/2018,0.0
01/10/2018,0.0
01/11/2018,0.0
01/12/2018,0.0
01/13/2018,0.0
01/14/2018,0.0
01/15/2018,0.0
01/16/2018,0.0
01/17/2018,0.0
01/18/2018,0.0
01/19/2018,0.0
01/20/2018,0.0
01/21/2018,0.0
01/22/2018,0.0
01/23/2018,0.0
01/24/2018,0.0
01/25/2018,0.0
01/26/2018,0.0
