JobID,b88a3c3c-8ed0-4c03-b4e2-7c0d11f915eb
04/03/2015,0.0
04/04/2015,0.0
04/05/2015,0.0
04/06/2015,0.0
04/07/2015,0.0
04/08/2015,0.0
04/09/2015,0.05000000074505806
04/10/2015,0.0
04/11/2015,0.0
04/12/2015,0.0
04/13/2015,0.0
04/14/2015,0.0
04/15/2015,0.0
04/16/2015,0.0
04/17/2015,0.0
04/18/2015,0.0
04/19/2015,0.0
04/20/2015,0.0
04/21/2015,0.0
04/22/2015,0.0
04/23/2015,0.0
04/24/2015,0.0
04/25/2015,0.0
04/26/2015,0.0
04/27/2015,0.0
04/28/2015,0.0
04/29/2015,0.0
04/30/2015,0.05000000074505806
05/01/2015,0.0
05/02/2015,0.0
05/03/2015,0.05000000074505806
05/04/2015,0.20000000298023224
05/05/2015,0.20000000298023224
05/06/2015,0.0
05/07/2015,0.05000000074505806
05/08/2015,0.0
05/09/2015,0.0
05/10/2015,0.0
05/11/2015,0.0
05/12/2015,0.0
05/13/2015,0.0
05/14/2015,0.0
05/15/2015,0.0
05/16/2015,0.0
05/17/2015,0.0
05/18/2015,0.0
05/19/2015,0.0
05/20/2015,0.0
05/21/2015,0.0
05/22/2015,0.0
05/23/2015,0.0
05/24/2015,0.0
05/25/2015,0.0
05/26/2015,0.0
05/27/2015,0.0
05/28/2015,0.0
05/29/2015,0.0
05/30/2015,0.0
05/31/2015,0.0
06/01/2015,0.0
06/02/2015,0.0
06/03/2015,0.0
06/04/2015,0.0
06/05/2015,0.0
06/06/2015,0.0
06/07/2015,0.0
06/08/2015,0.0
06/09/2015,0.0
06/10/2015,0.9500000476837158
06/11/2015,0.0
06/12/2015,0.0
06/13/2015,0.0
06/14/2015,0.0
06/15/2015,0.0
06/16/2015,4.699999809265137
06/17/2015,0.15000000596046448
06/18/2015,0.0
06/19/2015,0.0
06/20/2015,11.0
06/21/2015,0.45000001788139343
06/22/2015,0.0
06/23/2015,0.0
06/24/2015,0.0
06/25/2015,0.0
06/26/2015,0.0
06/27/2015,0.0
06/28/2015,0.0
06/29/2015,4.349999904632568
06/30/2015,2.25
07/01/2015,32.25
07/02/2015,0.0
07/03/2015,0.0
07/04/2015,0.0
07/05/2015,0.0
07/06/2015,0.0
07/07/2015,0.05000000074505806
07/08/2015,15.5
07/09/2015,59.30000305175781
07/10/2015,2.8000001907348633
07/11/2015,4.200000286102295
07/12/2015,0.30000001192092896
07/13/2015,0.20000000298023224
07/14/2015,0.75
07/15/2015,29.299999237060547
07/16/2015,0.0
07/17/2015,0.0
07/18/2015,0.10000000149011612
07/19/2015,29.75
07/20/2015,0.0
07/21/2015,0.0
07/22/2015,0.5
07/23/2015,0.0
07/24/2015,0.0
07/25/2015,26.049999237060547
07/26/2015,0.0
07/27/2015,1.4500000476837158
07/28/2015,2.799999952316284
07/29/2015,1.8000000715255737
07/30/2015,8.149999618530273
07/31/2015,0.05000000074505806
08/01/2015,2.700000047683716
08/02/2015,2.75
08/03/2015,0.15000000596046448
08/04/2015,23.200000762939453
08/05/2015,0.6000000238418579
08/06/2015,0.15000000596046448
08/07/2015,0.05000000074505806
08/08/2015,0.4000000059604645
08/09/2015,8.0
08/10/2015,0.20000000298023224
08/11/2015,3.799999952316284
08/12/2015,31.80000114440918
08/13/2015,1.350000023841858
08/14/2015,71.60000610351562
08/15/2015,7.550000190734863
08/16/2015,0.05000000074505806
08/17/2015,24.350000381469727
08/18/2015,0.0
08/19/2015,2.950000047683716
08/20/2015,29.799999237060547
08/21/2015,5.25
08/22/2015,14.600000381469727
08/23/2015,8.950000762939453
08/24/2015,0.0
08/25/2015,40.05000305175781
08/26/2015,0.45000001788139343
08/27/2015,0.0
08/28/2015,11.100000381469727
08/29/2015,10.550000190734863
08/30/2015,4.950000286102295
08/31/2015,0.8500000238418579
09/01/2015,9.700000762939453
09/02/2015,0.0
09/03/2015,14.550000190734863
09/04/2015,2.450000047683716
09/05/2015,0.44999998807907104
09/06/2015,1.5
09/07/2015,2.0
09/08/2015,0.10000000149011612
09/09/2015,0.10000000149011612
09/10/2015,57.70000076293945
09/11/2015,3.0
09/12/2015,0.15000000596046448
09/13/2015,73.35000610351562
09/14/2015,0.0
09/15/2015,16.200000762939453
09/16/2015,11.149999618530273
09/17/2015,0.0
09/18/2015,0.0
09/19/2015,0.0
09/20/2015,2.25
09/21/2015,2.0
09/22/2015,6.350000381469727
09/23/2015,1.5
09/24/2015,25.75
09/25/2015,0.0
09/26/2015,25.5
09/27/2015,8.350000381469727
09/28/2015,12.350000381469727
09/29/2015,17.450000762939453
09/30/2015,46.20000076293945
10/01/2015,7.850000381469727
10/02/2015,0.30000001192092896
10/03/2015,7.0
10/04/2015,0.5
10/05/2015,2.6000001430511475
10/06/2015,10.899999618530273
10/07/2015,19.950000762939453
10/08/2015,0.0
10/09/2015,3.700000047683716
10/10/2015,0.0
10/11/2015,0.0
10/12/2015,0.05000000074505806
10/13/2015,10.100000381469727
10/14/2015,1.3000000715255737
10/15/2015,0.15000000596046448
10/16/2015,4.900000095367432
10/17/2015,0.10000000149011612
10/18/2015,0.0
10/19/2015,0.0
10/20/2015,0.75
10/21/2015,10.699999809265137
10/22/2015,1.7000000476837158
10/23/2015,32.29999923706055
10/24/2015,0.0
10/25/2015,4.800000190734863
10/26/2015,0.0
10/27/2015,0.25
10/28/2015,0.0
10/29/2015,0.0
10/30/2015,0.0
10/31/2015,2.75
11/01/2015,0.800000011920929
11/02/2015,0.20000000298023224
11/03/2015,1.25
11/04/2015,0.0
11/05/2015,0.0
11/06/2015,0.0
11/07/2015,0.0
11/08/2015,0.0
11/09/2015,0.0
11/10/2015,0.0
11/11/2015,0.0
11/12/2015,0.15000000596046448
11/13/2015,0.05000000074505806
11/14/2015,0.05000000074505806
11/15/2015,0.0
11/16/2015,0.0
11/17/2015,0.3500000238418579
11/18/2015,0.0
11/19/2015,0.20000000298023224
11/20/2015,0.0
11/21/2015,0.0
11/22/2015,0.4000000059604645
11/23/2015,0.15000000596046448
11/24/2015,0.0
11/25/2015,0.0
11/26/2015,0.0
11/27/2015,0.0
11/28/2015,0.0
11/29/2015,0.0
11/30/2015,0.45000001788139343
12/01/2015,0.0
12/02/2015,0.0
12/03/2015,0.0
12/04/2015,0.0
12/05/2015,0.0
12/06/2015,0.0
12/07/2015,0.0
12/08/2015,0.0
12/09/2015,0.0
12/10/2015,0.0
12/11/2015,0.25
12/12/2015,0.4000000059604645
12/13/2015,0.0
12/14/2015,0.0
12/15/2015,0.0
12/16/2015,0.0
12/17/2015,0.0
12/18/2015,0.0
12/19/2015,0.0
12/20/2015,0.0
12/21/2015,0.0
12/22/2015,0.0
12/23/2015,0.0
12/24/2015,0.0
12/25/2015,0.0
12/26/2015,0.10000000149011612
12/27/2015,0.4000000059604645
12/28/2015,12.450000762939453
12/29/2015,0.05000000074505806
12/30/2015,0.0
12/31/2015,0.0
01/01/2016,0.3499999940395355
01/02/2016,0.15000000596046448
01/03/2016,0.4000000059604645
01/04/2016,3.0999999046325684
01/05/2016,0.30000001192092896
01/06/2016,0.0
01/07/2016,0.0
01/08/2016,0.0
01/09/2016,0.0
01/10/2016,0.0
01/11/2016,0.0
01/12/2016,0.15000000596046448
01/13/2016,0.15000000596046448
01/14/2016,0.0
01/15/2016,0.0
01/16/2016,0.0
01/17/2016,0.0
01/18/2016,0.0
01/19/2016,0.0
01/20/2016,0.0
01/21/2016,0.05000000074505806
01/22/2016,0.0
01/23/2016,0.0
01/24/2016,0.0
01/25/2016,0.0
01/26/2016,0.0
01/27/2016,0.7000000476837158
01/28/2016,0.9500000476837158
01/29/2016,0.0
01/30/2016,0.0
01/31/2016,0.0
02/01/2016,0.0
02/02/2016,0.0
02/03/2016,0.0
02/04/2016,0.0
02/05/2016,0.0
02/06/2016,0.0
02/07/2016,0.0
02/08/2016,0.0
02/09/2016,0.0
02/10/2016,0.05000000074505806
02/11/2016,0.05000000074505806
02/12/2016,0.15000000596046448
02/13/2016,0.0
02/14/2016,0.10000000149011612
02/15/2016,0.0
02/16/2016,0.0
02/17/2016,0.0
02/18/2016,0.0
02/19/2016,0.0
02/20/2016,3.5999999046325684
02/21/2016,1.5
02/22/2016,0.05000000074505806
02/23/2016,0.20000000298023224
02/24/2016,0.05000000074505806
02/25/2016,0.0
02/26/2016,0.0
02/27/2016,0.3500000238418579
02/28/2016,0.15000000596046448
02/29/2016,0.4000000059604645
03/01/2016,3.200000047683716
03/02/2016,0.25
03/03/2016,0.15000000596046448
03/04/2016,0.15000000596046448
03/05/2016,0.0
03/06/2016,0.0
03/07/2016,0.0
03/08/2016,0.0
03/09/2016,0.0
03/10/2016,0.0
03/11/2016,0.0
03/12/2016,0.0
03/13/2016,0.0
03/14/2016,0.0
03/15/2016,0.0
03/16/2016,0.0
03/17/2016,0.0
03/18/2016,0.0
03/19/2016,0.0
03/20/2016,0.0
03/21/2016,0.0
03/22/2016,0.0
03/23/2016,0.0
03/24/2016,0.10000000149011612
03/25/2016,0.550000011920929
03/26/2016,0.0
03/27/2016,0.0
03/28/2016,0.0
03/29/2016,0.0
03/30/2016,0.0
03/31/2016,0.0
04/01/2016,0.0
04/02/2016,0.0
04/03/2016,0.0
04/04/2016,0.0
04/05/2016,0.0
04/06/2016,0.0
04/07/2016,0.0
04/08/2016,0.0
04/09/2016,0.0
04/10/2016,0.0
04/11/2016,0.0
04/12/2016,0.0
04/13/2016,0.0
04/14/2016,0.0
04/15/2016,0.0
04/16/2016,0.0
04/17/2016,0.0
04/18/2016,0.0
04/19/2016,0.0
04/20/2016,0.0
04/21/2016,0.0
04/22/2016,0.0
04/23/2016,0.0
04/24/2016,0.10000000149011612
04/25/2016,0.0
04/26/2016,0.0
04/27/2016,0.0
04/28/2016,0.0
04/29/2016,0.0
04/30/2016,0.0
05/01/2016,0.0
05/02/2016,0.0
05/03/2016,0.0
05/04/2016,0.0
05/05/2016,0.0
05/06/2016,0.0
05/07/2016,0.0
05/08/2016,0.0
05/09/2016,0.0
05/10/2016,0.0
05/11/2016,0.0
05/12/2016,0.0
05/13/2016,0.0
05/14/2016,0.0
05/15/2016,0.0
05/16/2016,0.0
05/17/2016,0.0
05/18/2016,0.0
05/19/2016,0.0
05/20/2016,0.0
05/21/2016,0.0
05/22/2016,0.0
05/23/2016,0.0
05/24/2016,0.0
05/25/2016,0.0
05/26/2016,0.05000000074505806
05/27/2016,2.0
05/28/2016,0.4000000059604645
05/29/2016,0.0
05/30/2016,0.0
05/31/2016,0.0
06/01/2016,0.75
06/02/2016,0.5
06/03/2016,0.0
06/04/2016,0.20000000298023224
06/05/2016,0.0
06/06/2016,0.0
06/07/2016,0.0
06/08/2016,0.05000000074505806
06/09/2016,0.0
06/10/2016,0.0
06/11/2016,0.0
06/12/2016,1.5
06/13/2016,0.10000000149011612
06/14/2016,0.0
06/15/2016,0.0
06/16/2016,0.0
06/17/2016,0.0
06/18/2016,0.0
06/19/2016,0.0
06/20/2016,0.0
06/21/2016,0.0
06/22/2016,0.0
06/23/2016,3.5
06/24/2016,0.10000000149011612
06/25/2016,4.050000190734863
06/26/2016,0.0
06/27/2016,47.900001525878906
06/28/2016,9.699999809265137
06/29/2016,0.0
06/30/2016,0.5
07/01/2016,0.0
07/02/2016,0.25
07/03/2016,0.0
07/04/2016,0.20000000298023224
07/05/2016,0.699999988079071
07/06/2016,0.0
07/07/2016,0.0
07/08/2016,0.0
07/09/2016,5.75
07/10/2016,0.0
07/11/2016,0.0
07/12/2016,0.0
07/13/2016,0.0
07/14/2016,0.0
07/15/2016,3.0
07/16/2016,0.0
07/17/2016,0.0
07/18/2016,0.0
07/19/2016,1.850000023841858
07/20/2016,7.349999904632568
07/21/2016,56.45000457763672
07/22/2016,0.0
07/23/2016,95.30000305175781
07/24/2016,15.649999618530273
07/25/2016,0.10000000149011612
07/26/2016,0.05000000074505806
07/27/2016,2.950000047683716
07/28/2016,0.0
07/29/2016,0.7000000476837158
07/30/2016,28.450000762939453
07/31/2016,1.7000000476837158
08/01/2016,0.0
08/02/2016,0.05000000074505806
08/03/2016,0.0
08/04/2016,0.05000000074505806
08/05/2016,0.5
08/06/2016,0.75
08/07/2016,0.0
08/08/2016,0.0
08/09/2016,0.05000000074505806
08/10/2016,51.900001525878906
08/11/2016,18.799999237060547
08/12/2016,0.6000000238418579
08/13/2016,2.299999952316284
08/14/2016,0.0
08/15/2016,0.0
08/16/2016,31.85000228881836
08/17/2016,7.300000190734863
08/18/2016,0.10000000149011612
08/19/2016,12.149999618530273
08/20/2016,74.25
08/21/2016,7.15000057220459
08/22/2016,10.449999809265137
08/23/2016,0.05000000074505806
08/24/2016,0.0
08/25/2016,0.0
08/26/2016,0.550000011920929
08/27/2016,57.849998474121094
08/28/2016,0.0
08/29/2016,74.25
08/30/2016,2.8000001907348633
08/31/2016,3.450000047683716
09/01/2016,1.9000000953674316
09/02/2016,15.300000190734863
09/03/2016,7.400000095367432
09/04/2016,0.0
09/05/2016,0.4000000059604645
09/06/2016,48.900001525878906
09/07/2016,0.0
09/08/2016,0.0
09/09/2016,0.8999999761581421
09/10/2016,22.299999237060547
09/11/2016,8.15000057220459
09/12/2016,24.049999237060547
09/13/2016,4.550000190734863
09/14/2016,1.4000000953674316
09/15/2016,0.7000000476837158
09/16/2016,23.100000381469727
09/17/2016,32.75
09/18/2016,4.100000381469727
09/19/2016,5.100000381469727
09/20/2016,0.699999988079071
09/21/2016,0.0
09/22/2016,0.0
09/23/2016,33.150001525878906
09/24/2016,3.4000000953674316
09/25/2016,34.45000076293945
09/26/2016,1.75
09/27/2016,34.55000305175781
09/28/2016,10.899999618530273
09/29/2016,8.450000762939453
09/30/2016,17.75
10/01/2016,0.0
10/02/2016,0.0
10/03/2016,0.0
10/04/2016,0.0
10/05/2016,0.0
10/06/2016,1.100000023841858
10/07/2016,0.0
10/08/2016,0.0
10/09/2016,0.0
10/10/2016,1.25
10/11/2016,3.5500001907348633
10/12/2016,0.0
10/13/2016,0.0
10/14/2016,0.0
10/15/2016,6.900000095367432
10/16/2016,0.6000000238418579
10/17/2016,0.4000000059604645
10/18/2016,0.20000000298023224
10/19/2016,0.0
10/20/2016,0.0
10/21/2016,0.0
10/22/2016,0.0
10/23/2016,0.15000000596046448
10/24/2016,0.0
10/25/2016,0.699999988079071
10/26/2016,0.0
10/27/2016,0.0
10/28/2016,0.0
10/29/2016,0.0
10/30/2016,52.599998474121094
10/31/2016,0.20000000298023224
11/01/2016,0.05000000074505806
11/02/2016,0.0
11/03/2016,0.0
11/04/2016,0.15000000596046448
11/05/2016,0.20000000298023224
11/06/2016,0.0
11/07/2016,0.0
11/08/2016,0.0
11/09/2016,0.30000001192092896
11/10/2016,0.0
11/11/2016,0.25
11/12/2016,0.0
11/13/2016,0.0
11/14/2016,0.05000000074505806
11/15/2016,0.0
11/16/2016,0.0
11/17/2016,0.0
11/18/2016,0.0
11/19/2016,0.0
11/20/2016,0.0
11/21/2016,0.0
11/22/2016,0.0
11/23/2016,0.0
11/24/2016,0.0
11/25/2016,0.0
11/26/2016,0.0
11/27/2016,0.0
11/28/2016,0.0
11/29/2016,0.0
11/30/2016,0.05000000074505806
12/01/2016,0.0
12/02/2016,0.0
12/03/2016,0.0
12/04/2016,0.0
12/05/2016,0.0
12/06/2016,0.0
12/07/2016,0.0
12/08/2016,0.0
12/09/2016,0.0
12/10/2016,0.0
12/11/2016,0.0
12/12/2016,0.0
12/13/2016,0.0
12/14/2016,0.0
12/15/2016,0.10000000149011612
12/16/2016,0.0
12/17/2016,0.15000000596046448
12/18/2016,1.5
12/19/2016,0.25
12/20/2016,0.0
12/21/2016,0.0
12/22/2016,0.0
12/23/2016,0.0
12/24/2016,0.05000000074505806
12/25/2016,0.0
12/26/2016,0.0
12/27/2016,0.0
12/28/2016,0.0
12/29/2016,0.0
12/30/2016,0.0
12/31/2016,0.0
01/01/2017,0.0
01/02/2017,0.0
01/03/2017,0.0
01/04/2017,0.0
01/05/2017,0.0
01/06/2017,0.0
01/07/2017,0.0
01/08/2017,0.0
01/09/2017,0.20000000298023224
01/10/2017,0.0
01/11/2017,0.0
01/12/2017,0.0
01/13/2017,0.0
01/14/2017,0.0
01/15/2017,0.0
01/16/2017,0.0
01/17/2017,0.0
01/18/2017,0.0
01/19/2017,0.0
01/20/2017,0.0
01/21/2017,0.0
01/22/2017,0.0
01/23/2017,0.0
01/24/2017,0.0
01/25/2017,0.0
01/26/2017,0.0
01/27/2017,0.0
01/28/2017,0.0
01/29/2017,0.0
01/30/2017,0.0
01/31/2017,0.0
02/01/2017,0.0
02/02/2017,0.0
02/03/2017,0.0
02/04/2017,0.0
02/05/2017,0.0
02/06/2017,0.0
02/07/2017,0.0
02/08/2017,0.0
02/09/2017,0.0
02/10/2017,0.0
02/11/2017,0.10000000149011612
02/12/2017,0.10000000149011612
02/13/2017,0.4000000059604645
02/14/2017,0.15000000596046448
02/15/2017,0.10000000149011612
02/16/2017,0.0
02/17/2017,0.0
02/18/2017,0.0
02/19/2017,0.05000000074505806
02/20/2017,0.0
02/21/2017,0.0
02/22/2017,0.0
02/23/2017,0.0
02/24/2017,0.0
02/25/2017,0.0
02/26/2017,0.0
02/27/2017,0.0
02/28/2017,0.0
03/01/2017,0.0
03/02/2017,0.0
03/03/2017,0.0
03/04/2017,0.0
03/05/2017,0.0
03/06/2017,0.0
03/07/2017,0.05000000074505806
03/08/2017,0.0
03/09/2017,0.0
03/10/2017,0.0
03/11/2017,0.0
03/12/2017,0.0
03/13/2017,0.0
03/14/2017,0.0
03/15/2017,0.05000000074505806
03/16/2017,2.450000047683716
03/17/2017,0.0
03/18/2017,0.0
03/19/2017,0.0
03/20/2017,0.0
03/21/2017,0.15000000596046448
03/22/2017,0.0
03/23/2017,0.0
03/24/2017,0.0
03/25/2017,0.0
03/26/2017,0.0
03/27/2017,0.0
03/28/2017,0.0
03/29/2017,0.0
03/30/2017,0.0
03/31/2017,0.0
04/01/2017,0.0
04/02/2017,0.0
04/03/2017,0.0
04/04/2017,0.0
04/05/2017,0.0
04/06/2017,0.0
04/07/2017,0.0
04/08/2017,0.0
04/09/2017,0.3499999940395355
04/10/2017,0.05000000074505806
04/11/2017,0.0
04/12/2017,0.0
04/13/2017,0.0
04/14/2017,0.0
04/15/2017,0.0
04/16/2017,0.0
04/17/2017,0.0
04/18/2017,0.0
04/19/2017,0.0
04/20/2017,0.0
04/21/2017,0.0
04/22/2017,0.0
04/23/2017,0.0
04/24/2017,0.0
04/25/2017,0.0
04/26/2017,0.0
04/27/2017,0.0
04/28/2017,0.0
04/29/2017,0.0
04/30/2017,0.0
05/01/2017,0.0
05/02/2017,0.0
05/03/2017,0.0
05/04/2017,0.0
05/05/2017,0.0
05/06/2017,0.0
05/07/2017,0.0
05/08/2017,0.0
05/09/2017,0.0
05/10/2017,0.0
05/11/2017,0.0
05/12/2017,0.0
05/13/2017,0.0
05/14/2017,0.0
05/15/2017,0.05000000074505806
05/16/2017,0.0
05/17/2017,0.0
05/18/2017,0.0
05/19/2017,0.0
05/20/2017,0.0
05/21/2017,0.0
05/22/2017,0.0
05/23/2017,0.0
05/24/2017,0.550000011920929
05/25/2017,0.0
05/26/2017,0.0
05/27/2017,2.1500000953674316
05/28/2017,2.950000047683716
05/29/2017,0.15000000596046448
05/30/2017,0.25
05/31/2017,0.10000000149011612
06/01/2017,0.0
06/02/2017,0.0
06/03/2017,0.0
06/04/2017,0.05000000074505806
06/05/2017,0.0
06/06/2017,0.0
06/07/2017,0.0
06/08/2017,0.0
06/09/2017,0.15000000596046448
06/10/2017,4.599999904632568
06/11/2017,7.25
06/12/2017,0.05000000074505806
06/13/2017,0.10000000149011612
06/14/2017,0.0
06/15/2017,0.0
06/16/2017,0.0
06/17/2017,0.4000000059604645
06/18/2017,0.25
06/19/2017,0.0
06/20/2017,0.0
06/21/2017,0.0
06/22/2017,31.549999237060547
06/23/2017,0.05000000074505806
06/24/2017,3.25
06/25/2017,0.25
06/26/2017,9.75
06/27/2017,2.3499999046325684
06/28/2017,14.399999618530273
06/29/2017,5.050000190734863
06/30/2017,4.050000190734863
07/01/2017,15.600000381469727
07/02/2017,20.950000762939453
07/03/2017,0.05000000074505806
07/04/2017,0.0
07/05/2017,0.0
07/06/2017,4.849999904632568
07/07/2017,0.0
07/08/2017,0.8000000715255737
07/09/2017,0.0
07/10/2017,0.0
07/11/2017,0.0
07/12/2017,9.100000381469727
07/13/2017,35.55000305175781
07/14/2017,12.5
07/15/2017,12.700000762939453
07/16/2017,0.05000000074505806
07/17/2017,11.450000762939453
07/18/2017,0.0
07/19/2017,1.350000023841858
07/20/2017,0.5
07/21/2017,21.0
07/22/2017,0.10000000149011612
07/23/2017,0.0
07/24/2017,6.100000381469727
07/25/2017,1.4500000476837158
07/26/2017,0.0
07/27/2017,0.0
07/28/2017,0.0
07/29/2017,30.700000762939453
07/30/2017,0.800000011920929
07/31/2017,2.0
08/01/2017,0.05000000074505806
08/02/2017,4.349999904632568
08/03/2017,66.6500015258789
08/04/2017,0.15000000596046448
08/05/2017,0.0
08/06/2017,0.8500000238418579
08/07/2017,2.700000047683716
08/08/2017,10.199999809265137
08/09/2017,8.200000762939453
08/10/2017,50.95000076293945
08/11/2017,8.450000762939453
08/12/2017,34.150001525878906
08/13/2017,1.100000023841858
08/14/2017,7.75
08/15/2017,27.600000381469727
08/16/2017,8.0
08/17/2017,1.25
08/18/2017,15.199999809265137
08/19/2017,1.4500000476837158
08/20/2017,47.650001525878906
08/21/2017,0.0
08/22/2017,7.0
08/23/2017,59.849998474121094
08/24/2017,9.75
08/25/2017,0.10000000149011612
08/26/2017,56.75
08/27/2017,19.75
08/28/2017,14.30000114440918
08/29/2017,1.100000023841858
08/30/2017,0.25
08/31/2017,12.649999618530273
09/01/2017,0.05000000074505806
09/02/2017,0.0
09/03/2017,0.0
09/04/2017,0.30000001192092896
09/05/2017,5.300000190734863
09/06/2017,0.0
09/07/2017,0.0
09/08/2017,27.400001525878906
09/09/2017,0.8500000238418579
09/10/2017,0.0
09/11/2017,1.2999999523162842
09/12/2017,0.05000000074505806
09/13/2017,0.10000000149011612
09/14/2017,0.7500000596046448
09/15/2017,0.0
09/16/2017,0.0
09/17/2017,0.0
09/18/2017,3.75
09/19/2017,0.8999999761581421
09/20/2017,0.0
09/21/2017,0.0
09/22/2017,0.0
09/23/2017,0.30000001192092896
09/24/2017,2.9000000953674316
09/25/2017,1.0500000715255737
09/26/2017,0.0
09/27/2017,0.0
09/28/2017,0.15000000596046448
09/29/2017,2.3000001907348633
09/30/2017,0.10000000149011612
10/01/2017,0.0
10/02/2017,22.400001525878906
10/03/2017,0.4000000059604645
10/04/2017,0.75
10/05/2017,0.0
10/06/2017,0.0
10/07/2017,0.0
10/08/2017,0.30000001192092896
10/09/2017,0.0
10/10/2017,0.0
10/11/2017,0.0
10/12/2017,22.400001525878906
10/13/2017,0.0
10/14/2017,0.0
10/15/2017,0.0
10/16/2017,1.149999976158142
10/17/2017,0.0
10/18/2017,0.0
10/19/2017,0.0
10/20/2017,0.0
10/21/2017,0.0
10/22/2017,0.0
10/23/2017,0.0
10/24/2017,0.0
10/25/2017,0.0
10/26/2017,0.0
10/27/2017,0.0
10/28/2017,0.0
10/29/2017,0.10000000149011612
10/30/2017,0.20000000298023224
10/31/2017,0.0
11/01/2017,0.0
11/02/2017,0.0
11/03/2017,0.0
11/04/2017,0.0
11/05/2017,0.0
11/06/2017,0.75
11/07/2017,0.3499999940395355
11/08/2017,0.15000000596046448
11/09/2017,0.0
11/10/2017,0.0
11/11/2017,0.0
11/12/2017,0.0
11/13/2017,0.0
11/14/2017,0.0
11/15/2017,0.0
11/16/2017,0.0
11/17/2017,2.3500001430511475
11/18/2017,0.0
11/19/2017,0.15000000596046448
11/20/2017,0.0
11/21/2017,0.0
11/22/2017,0.0
11/23/2017,0.0
11/24/2017,0.0
11/25/2017,0.0
11/26/2017,0.0
11/27/2017,0.0
11/28/2017,0.0
11/29/2017,0.0
11/30/2017,0.0
12/01/2017,0.0
12/02/2017,0.0
12/03/2017,0.0
12/04/2017,0.0
12/05/2017,0.0
12/06/2017,0.0
12/07/2017,0.0
12/08/2017,0.0
12/09/2017,0.0
12/10/2017,0.0
12/11/2017,0.0
12/12/2017,0.0
12/13/2017,0.0
12/14/2017,0.0
12/15/2017,0.0
12/16/2017,0.0
12/17/2017,0.0
12/18/2017,0.0
12/19/2017,0.0
12/20/2017,0.0
12/21/2017,0.0
12/22/2017,0.0
12/23/2017,0.0
12/24/2017,0.0
12/25/2017,0.0
12/26/2017,0.05000000074505806
12/27/2017,0.0
12/28/2017,0.0
12/29/2017,0.0
12/30/2017,0.0
12/31/2017,0.0
01/01/2018,0.0
01/02/2018,0.20000000298023224
01/03/2018,0.0
01/04/2018,0.0
01/05/2018,0.0
01/06/2018,0.0
01/07/2018,0.0
01/08/2018,0.0
01/09/2018,0.0
01/10/2018,0.0
01/11/2018,0.0
01/12/2018,0.10000000149011612
01/13/2018,0.0
01/14/2018,0.0
01/15/2018,0.0
01/16/2018,0.0
01/17/2018,0.0
01/18/2018,0.0
01/19/2018,0.0
01/20/2018,0.0
01/21/2018,0.0
01/22/2018,0.0
01/23/2018,0.0
01/24/2018,0.0
01/25/2018,0.0
01/26/2018,0.0
01/27/2018,0.0
01/28/2018,0.10000000149011612
01/29/2018,0.0
01/30/2018,0.0
01/31/2018,0.05000000074505806
02/01/2018,0.6000000238418579
02/02/2018,1.9500000476837158
02/03/2018,0.550000011920929
02/04/2018,0.0
