JobID,f0e94c6d-c8c8-4df9-b3e7-aade226e4c94
04/04/2015,0.0
04/05/2015,0.0
04/06/2015,0.0
04/07/2015,0.0
04/08/2015,0.0
04/09/2015,0.0
04/10/2015,0.0
04/11/2015,0.0
04/12/2015,0.0
04/13/2015,0.0
04/14/2015,0.0
04/15/2015,0.0
04/16/2015,0.0
04/17/2015,0.0
04/18/2015,0.0
04/19/2015,0.0
04/20/2015,0.0
04/21/2015,0.0
04/22/2015,0.0
04/23/2015,0.0
04/24/2015,0.0
04/25/2015,0.0
04/26/2015,0.0
04/27/2015,0.0
04/28/2015,0.0
04/29/2015,0.0
04/30/2015,0.0
05/01/2015,0.0
05/02/2015,0.0
05/03/2015,0.0
05/04/2015,0.10000000149011612
05/05/2015,0.3499999940395355
05/06/2015,0.0
05/07/2015,0.0
05/08/2015,0.0
05/09/2015,0.0
05/10/2015,0.0
05/11/2015,0.0
05/12/2015,0.0
05/13/2015,0.0
05/14/2015,0.0
05/15/2015,0.0
05/16/2015,0.0
05/17/2015,0.0
05/18/2015,0.0
05/19/2015,0.0
05/20/2015,0.0
05/21/2015,0.0
05/22/2015,0.0
05/23/2015,0.0
05/24/2015,0.0
05/25/2015,0.0
05/26/2015,0.0
05/27/2015,0.0
05/28/2015,0.0
05/29/2015,0.0
05/30/2015,0.0
05/31/2015,0.550000011920929
06/01/2015,0.0
06/02/2015,0.0
06/03/2015,0.0
06/04/2015,0.0
06/05/2015,0.0
06/06/2015,0.0
06/07/2015,0.0
06/08/2015,0.0
06/09/2015,0.5
06/10/2015,0.7000000476837158
06/11/2015,0.05000000074505806
06/12/2015,0.0
06/13/2015,0.0
06/14/2015,0.0
06/15/2015,0.0
06/16/2015,5.600000381469727
06/17/2015,0.75
06/18/2015,0.4000000059604645
06/19/2015,0.0
06/20/2015,0.15000000596046448
06/21/2015,0.0
06/22/2015,0.0
06/23/2015,0.15000000596046448
06/24/2015,0.0
06/25/2015,0.0
06/26/2015,0.0
06/27/2015,0.0
06/28/2015,0.15000000596046448
06/29/2015,18.899999618530273
06/30/2015,12.450000762939453
07/01/2015,27.650001525878906
07/02/2015,0.0
07/03/2015,0.0
07/04/2015,0.0
07/05/2015,0.0
07/06/2015,4.150000095367432
07/07/2015,0.8999999761581421
07/08/2015,24.799999237060547
07/09/2015,27.850000381469727
07/10/2015,0.6000000238418579
07/11/2015,2.1000001430511475
07/12/2015,7.149999618530273
07/13/2015,0.0
07/14/2015,0.10000000149011612
07/15/2015,17.399999618530273
07/16/2015,0.0
07/17/2015,0.0
07/18/2015,0.5
07/19/2015,82.5
07/20/2015,0.0
07/21/2015,0.0
07/22/2015,0.0
07/23/2015,0.0
07/24/2015,0.0
07/25/2015,31.450000762939453
07/26/2015,0.0
07/27/2015,0.8999999761581421
07/28/2015,0.4000000059604645
07/29/2015,0.30000001192092896
07/30/2015,1.3000000715255737
07/31/2015,0.10000000149011612
08/01/2015,0.3500000238418579
08/02/2015,0.30000001192092896
08/03/2015,0.5
08/04/2015,0.75
08/05/2015,0.0
08/06/2015,0.0
08/07/2015,10.050000190734863
08/08/2015,37.29999923706055
08/09/2015,0.6499999761581421
08/10/2015,1.600000023841858
08/11/2015,4.300000190734863
08/12/2015,2.549999952316284
08/13/2015,0.05000000074505806
08/14/2015,5.349999904632568
08/15/2015,15.75
08/16/2015,1.399999976158142
08/17/2015,22.299999237060547
08/18/2015,0.0
08/19/2015,5.699999809265137
08/20/2015,0.75
08/21/2015,3.75
08/22/2015,13.200000762939453
08/23/2015,3.4000000953674316
08/24/2015,1.75
08/25/2015,57.400001525878906
08/26/2015,0.0
08/27/2015,0.0
08/28/2015,7.75
08/29/2015,33.70000076293945
08/30/2015,0.15000000596046448
08/31/2015,1.600000023841858
09/01/2015,40.20000076293945
09/02/2015,0.0
09/03/2015,1.5
09/04/2015,0.6500000357627869
09/05/2015,12.100000381469727
09/06/2015,2.5
09/07/2015,3.5
09/08/2015,0.0
09/09/2015,0.30000001192092896
09/10/2015,45.70000076293945
09/11/2015,0.05000000074505806
09/12/2015,0.30000001192092896
09/13/2015,7.100000381469727
09/14/2015,0.25
09/15/2015,42.45000076293945
09/16/2015,3.5999999046325684
09/17/2015,0.0
09/18/2015,0.0
09/19/2015,0.0
09/20/2015,4.25
09/21/2015,16.150001525878906
09/22/2015,1.4500000476837158
09/23/2015,1.1500000953674316
09/24/2015,15.05000114440918
09/25/2015,0.0
09/26/2015,13.450000762939453
09/27/2015,5.300000190734863
09/28/2015,3.0500001907348633
09/29/2015,7.800000190734863
09/30/2015,28.400001525878906
10/01/2015,1.7000000476837158
10/02/2015,0.0
10/03/2015,9.949999809265137
10/04/2015,0.0
10/05/2015,0.3499999940395355
10/06/2015,10.300000190734863
10/07/2015,27.350000381469727
10/08/2015,0.0
10/09/2015,0.0
10/10/2015,0.0
10/11/2015,11.800000190734863
10/12/2015,13.200000762939453
10/13/2015,4.300000190734863
10/14/2015,29.350000381469727
10/15/2015,0.05000000074505806
10/16/2015,0.0
10/17/2015,0.25
10/18/2015,0.0
10/19/2015,0.25
10/20/2015,2.6000001430511475
10/21/2015,0.75
10/22/2015,1.3000000715255737
10/23/2015,1.0499999523162842
10/24/2015,0.0
10/25/2015,0.550000011920929
10/26/2015,0.0
10/27/2015,1.899999976158142
10/28/2015,0.0
10/29/2015,0.0
10/30/2015,0.0
10/31/2015,0.25
11/01/2015,0.4000000059604645
11/02/2015,0.25
11/03/2015,0.4000000059604645
11/04/2015,0.0
11/05/2015,0.0
11/06/2015,0.0
11/07/2015,0.0
11/08/2015,0.0
11/09/2015,0.0
11/10/2015,0.0
11/11/2015,0.0
11/12/2015,0.0
11/13/2015,0.0
11/14/2015,0.0
11/15/2015,0.0
11/16/2015,0.0
11/17/2015,0.0
11/18/2015,0.0
11/19/2015,0.0
11/20/2015,0.20000000298023224
11/21/2015,0.0
11/22/2015,0.05000000074505806
11/23/2015,1.6500000953674316
11/24/2015,0.0
11/25/2015,0.0
11/26/2015,0.0
11/27/2015,0.0
11/28/2015,0.0
11/29/2015,0.0
11/30/2015,0.05000000074505806
12/01/2015,0.0
12/02/2015,0.0
12/03/2015,0.0
12/04/2015,0.0
12/05/2015,0.0
12/06/2015,0.0
12/07/2015,0.0
12/08/2015,0.0
12/09/2015,0.0
12/10/2015,0.0
12/11/2015,0.25
12/12/2015,0.0
12/13/2015,0.0
12/14/2015,0.0
12/15/2015,0.0
12/16/2015,0.0
12/17/2015,0.0
12/18/2015,0.0
12/19/2015,0.0
12/20/2015,0.0
12/21/2015,0.0
12/22/2015,0.0
12/23/2015,0.0
12/24/2015,0.0
12/25/2015,0.0
12/26/2015,0.0
12/27/2015,0.4000000059604645
12/28/2015,18.350000381469727
12/29/2015,0.0
12/30/2015,0.05000000074505806
12/31/2015,0.0
01/01/2016,0.0
01/02/2016,0.550000011920929
01/03/2016,0.800000011920929
01/04/2016,3.1500000953674316
01/05/2016,0.0
01/06/2016,0.0
01/07/2016,0.0
01/08/2016,0.0
01/09/2016,0.0
01/10/2016,0.0
01/11/2016,0.0
01/12/2016,0.0
01/13/2016,0.05000000074505806
01/14/2016,0.0
01/15/2016,0.0
01/16/2016,0.0
01/17/2016,0.0
01/18/2016,0.0
01/19/2016,0.0
01/20/2016,0.0
01/21/2016,0.0
01/22/2016,0.0
01/23/2016,0.0
01/24/2016,0.0
01/25/2016,0.0
01/26/2016,0.0
01/27/2016,0.25
01/28/2016,0.05000000074505806
01/29/2016,0.0
01/30/2016,0.0
01/31/2016,0.0
02/01/2016,0.0
02/02/2016,0.0
02/03/2016,0.0
02/04/2016,0.0
02/05/2016,0.0
02/06/2016,0.0
02/07/2016,0.0
02/08/2016,0.0
02/09/2016,0.0
02/10/2016,0.05000000074505806
02/11/2016,0.0
02/12/2016,0.10000000149011612
02/13/2016,0.0
02/14/2016,0.0
02/15/2016,0.0
02/16/2016,0.0
02/17/2016,0.0
02/18/2016,0.0
02/19/2016,0.0
02/20/2016,0.9500000476837158
02/21/2016,0.25
02/22/2016,0.05000000074505806
02/23/2016,0.0
02/24/2016,0.0
02/25/2016,0.0
02/26/2016,0.0
02/27/2016,0.05000000074505806
02/28/2016,0.20000000298023224
02/29/2016,0.15000000596046448
03/01/2016,1.4500000476837158
03/02/2016,0.0
03/03/2016,0.0
03/04/2016,0.15000000596046448
03/05/2016,0.0
03/06/2016,0.10000000149011612
03/07/2016,0.0
03/08/2016,0.0
03/09/2016,0.0
03/10/2016,0.0
03/11/2016,0.0
03/12/2016,0.0
03/13/2016,0.0
03/14/2016,0.0
03/15/2016,0.0
03/16/2016,0.0
03/17/2016,0.0
03/18/2016,0.0
03/19/2016,0.0
03/20/2016,0.0
03/21/2016,0.0
03/22/2016,0.0
03/23/2016,0.0
03/24/2016,0.0
03/25/2016,0.10000000149011612
03/26/2016,0.0
03/27/2016,0.0
03/28/2016,0.0
03/29/2016,0.0
03/30/2016,0.0
03/31/2016,0.0
04/01/2016,0.0
04/02/2016,0.0
04/03/2016,0.0
04/04/2016,0.0
04/05/2016,0.0
04/06/2016,0.0
04/07/2016,0.0
04/08/2016,0.0
04/09/2016,0.0
04/10/2016,0.0
04/11/2016,0.0
04/12/2016,0.0
04/13/2016,0.0
04/14/2016,0.0
04/15/2016,0.0
04/16/2016,0.0
04/17/2016,0.0
04/18/2016,0.0
04/19/2016,0.0
04/20/2016,0.0
04/21/2016,0.0
04/22/2016,0.0
04/23/2016,0.0
04/24/2016,0.0
04/25/2016,0.0
04/26/2016,0.0
04/27/2016,0.0
04/28/2016,0.0
04/29/2016,0.0
04/30/2016,0.0
05/01/2016,0.0
05/02/2016,0.0
05/03/2016,0.0
05/04/2016,0.0
05/05/2016,0.0
05/06/2016,0.0
05/07/2016,0.0
05/08/2016,0.0
05/09/2016,0.0
05/10/2016,0.0
05/11/2016,0.0
05/12/2016,0.0
05/13/2016,0.0
05/14/2016,0.0
05/15/2016,0.0
05/16/2016,0.0
05/17/2016,0.0
05/18/2016,0.0
05/19/2016,0.0
05/20/2016,0.0
05/21/2016,0.0
05/22/2016,0.0
05/23/2016,0.0
05/24/2016,0.0
05/25/2016,0.0
05/26/2016,0.0
05/27/2016,3.75
05/28/2016,2.6000001430511475
05/29/2016,0.0
05/30/2016,0.0
05/31/2016,0.05000000074505806
06/01/2016,1.0
06/02/2016,0.20000000298023224
06/03/2016,0.0
06/04/2016,0.0
06/05/2016,0.0
06/06/2016,0.0
06/07/2016,0.10000000149011612
06/08/2016,0.5
06/09/2016,0.0
06/10/2016,0.0
06/11/2016,0.6500000357627869
06/12/2016,6.050000190734863
06/13/2016,0.0
06/14/2016,0.0
06/15/2016,0.0
06/16/2016,0.0
06/17/2016,0.0
06/18/2016,0.10000000149011612
06/19/2016,0.0
06/20/2016,0.0
06/21/2016,0.0
06/22/2016,0.9000000357627869
06/23/2016,8.500000953674316
06/24/2016,5.0
06/25/2016,22.299999237060547
06/26/2016,0.0
06/27/2016,17.5
06/28/2016,0.5
06/29/2016,0.20000000298023224
06/30/2016,2.200000047683716
07/01/2016,0.0
07/02/2016,0.949999988079071
07/03/2016,0.10000000149011612
07/04/2016,3.6500000953674316
07/05/2016,0.0
07/06/2016,0.0
07/07/2016,0.0
07/08/2016,0.0
07/09/2016,6.199999809265137
07/10/2016,0.0
07/11/2016,0.0
07/12/2016,0.0
07/13/2016,0.0
07/14/2016,0.0
07/15/2016,9.050000190734863
07/16/2016,0.0
07/17/2016,0.05000000074505806
07/18/2016,0.15000000596046448
07/19/2016,4.450000286102295
07/20/2016,5.800000190734863
07/21/2016,55.85000228881836
07/22/2016,0.05000000074505806
07/23/2016,23.60000228881836
07/24/2016,7.850000381469727
07/25/2016,1.350000023841858
07/26/2016,0.4000000059604645
07/27/2016,1.25
07/28/2016,0.10000000149011612
07/29/2016,0.6500000357627869
07/30/2016,2.1500000953674316
07/31/2016,0.6499999761581421
08/01/2016,0.0
08/02/2016,0.05000000074505806
08/03/2016,0.0
08/04/2016,0.05000000074505806
08/05/2016,18.950000762939453
08/06/2016,0.0
08/07/2016,0.05000000074505806
08/08/2016,0.0
08/09/2016,0.0
08/10/2016,8.800000190734863
08/11/2016,22.299999237060547
08/12/2016,0.550000011920929
08/13/2016,9.550000190734863
08/14/2016,0.0
08/15/2016,0.0
08/16/2016,7.900000095367432
08/17/2016,13.050000190734863
08/18/2016,0.0
08/19/2016,47.0
08/20/2016,115.75
08/21/2016,3.6000001430511475
08/22/2016,13.5
08/23/2016,0.0
08/24/2016,0.0
08/25/2016,0.10000000149011612
08/26/2016,9.75
08/27/2016,13.700000762939453
08/28/2016,0.25
08/29/2016,60.55000305175781
08/30/2016,1.350000023841858
08/31/2016,5.849999904632568
09/01/2016,0.25
09/02/2016,29.350000381469727
09/03/2016,1.649999976158142
09/04/2016,0.0
09/05/2016,12.149999618530273
09/06/2016,41.95000076293945
09/07/2016,1.6500000953674316
09/08/2016,0.0
09/09/2016,10.950000762939453
09/10/2016,42.0
09/11/2016,33.70000076293945
09/12/2016,16.30000114440918
09/13/2016,0.0
09/14/2016,10.350000381469727
09/15/2016,0.05000000074505806
09/16/2016,30.350000381469727
09/17/2016,21.400001525878906
09/18/2016,0.6500000357627869
09/19/2016,4.650000095367432
09/20/2016,0.0
09/21/2016,0.0
09/22/2016,2.450000047683716
09/23/2016,14.25
09/24/2016,9.850000381469727
09/25/2016,13.600000381469727
09/26/2016,6.700000286102295
09/27/2016,22.950000762939453
09/28/2016,4.949999809265137
09/29/2016,1.25
09/30/2016,1.7000000476837158
10/01/2016,0.0
10/02/2016,0.0
10/03/2016,0.0
10/04/2016,0.0
10/05/2016,0.25
10/06/2016,0.0
10/07/2016,0.0
10/08/2016,0.0
10/09/2016,0.0
10/10/2016,2.299999952316284
10/11/2016,20.850000381469727
10/12/2016,0.0
10/13/2016,0.0
10/14/2016,0.0
10/15/2016,6.600000381469727
10/16/2016,0.0
10/17/2016,0.4000000059604645
10/18/2016,0.0
10/19/2016,0.0
10/20/2016,0.0
10/21/2016,0.0
10/22/2016,0.0
10/23/2016,0.05000000074505806
10/24/2016,0.0
10/25/2016,0.30000001192092896
10/26/2016,0.20000000298023224
10/27/2016,0.0
10/28/2016,0.0
10/29/2016,0.0
10/30/2016,16.450000762939453
10/31/2016,0.4000000059604645
11/01/2016,0.0
11/02/2016,0.0
11/03/2016,0.0
11/04/2016,0.550000011920929
11/05/2016,0.6000000238418579
11/06/2016,0.0
11/07/2016,0.0
11/08/2016,0.0
11/09/2016,0.5
11/10/2016,0.0
11/11/2016,0.0
11/12/2016,0.0
11/13/2016,0.0
11/14/2016,0.0
11/15/2016,0.0
11/16/2016,0.0
11/17/2016,0.0
11/18/2016,0.0
11/19/2016,0.0
11/20/2016,0.0
11/21/2016,0.0
11/22/2016,0.0
11/23/2016,0.0
11/24/2016,0.0
11/25/2016,0.0
11/26/2016,0.0
11/27/2016,0.0
11/28/2016,0.0
11/29/2016,0.0
11/30/2016,0.0
12/01/2016,0.0
12/02/2016,0.0
12/03/2016,0.0
12/04/2016,0.0
12/05/2016,0.0
12/06/2016,0.0
12/07/2016,0.0
12/08/2016,0.0
12/09/2016,0.0
12/10/2016,0.0
12/11/2016,0.0
12/12/2016,0.0
12/13/2016,0.0
12/14/2016,0.0
12/15/2016,0.10000000149011612
12/16/2016,0.05000000074505806
12/17/2016,0.05000000074505806
12/18/2016,0.15000000596046448
12/19/2016,0.0
12/20/2016,0.0
12/21/2016,0.0
12/22/2016,0.0
12/23/2016,0.0
12/24/2016,0.0
12/25/2016,0.0
12/26/2016,0.0
12/27/2016,0.0
12/28/2016,0.0
12/29/2016,0.0
12/30/2016,0.0
12/31/2016,0.0
01/01/2017,0.0
01/02/2017,0.0
01/03/2017,0.0
01/04/2017,0.0
01/05/2017,0.0
01/06/2017,0.0
01/07/2017,0.0
01/08/2017,0.0
01/09/2017,0.0
01/10/2017,0.0
01/11/2017,0.0
01/12/2017,0.0
01/13/2017,0.0
01/14/2017,0.0
01/15/2017,0.0
01/16/2017,0.0
01/17/2017,0.0
01/18/2017,0.0
01/19/2017,0.0
01/20/2017,0.0
01/21/2017,0.0
01/22/2017,0.0
01/23/2017,0.0
01/24/2017,0.0
01/25/2017,0.0
01/26/2017,0.0
01/27/2017,0.0
01/28/2017,0.0
01/29/2017,0.0
01/30/2017,0.0
01/31/2017,0.0
02/01/2017,0.0
02/02/2017,0.0
02/03/2017,0.0
02/04/2017,0.0
02/05/2017,0.0
02/06/2017,0.0
02/07/2017,0.0
02/08/2017,0.0
02/09/2017,0.0
02/10/2017,0.0
02/11/2017,0.0
02/12/2017,0.05000000074505806
02/13/2017,0.05000000074505806
02/14/2017,0.15000000596046448
02/15/2017,0.0
02/16/2017,0.0
02/17/2017,0.0
02/18/2017,0.0
02/19/2017,0.0
02/20/2017,0.0
02/21/2017,0.0
02/22/2017,0.0
02/23/2017,0.0
02/24/2017,0.0
02/25/2017,0.0
02/26/2017,0.0
02/27/2017,0.0
02/28/2017,0.0
03/01/2017,0.0
03/02/2017,0.0
03/03/2017,0.0
03/04/2017,0.0
03/05/2017,0.0
03/06/2017,0.0
03/07/2017,0.0
03/08/2017,0.0
03/09/2017,0.0
03/10/2017,0.0
03/11/2017,0.0
03/12/2017,0.0
03/13/2017,0.0
03/14/2017,0.0
03/15/2017,0.0
03/16/2017,0.15000000596046448
03/17/2017,0.0
03/18/2017,0.0
03/19/2017,0.0
03/20/2017,0.0
03/21/2017,0.10000000149011612
03/22/2017,0.0
03/23/2017,0.0
03/24/2017,0.0
03/25/2017,0.0
03/26/2017,0.0
03/27/2017,0.0
03/28/2017,0.0
03/29/2017,0.0
03/30/2017,0.0
03/31/2017,0.0
04/01/2017,0.0
04/02/2017,0.0
04/03/2017,0.0
04/04/2017,0.0
04/05/2017,0.0
04/06/2017,0.0
04/07/2017,0.0
04/08/2017,0.0
04/09/2017,0.05000000074505806
04/10/2017,0.10000000149011612
04/11/2017,0.0
04/12/2017,0.0
04/13/2017,0.0
04/14/2017,0.0
04/15/2017,0.0
04/16/2017,0.0
04/17/2017,0.0
04/18/2017,0.0
04/19/2017,0.0
04/20/2017,0.0
04/21/2017,0.0
04/22/2017,0.0
04/23/2017,0.0
04/24/2017,0.0
04/25/2017,0.0
04/26/2017,0.0
04/27/2017,0.0
04/28/2017,0.0
04/29/2017,0.0
04/30/2017,0.0
05/01/2017,0.0
05/02/2017,0.0
05/03/2017,0.0
05/04/2017,0.0
05/05/2017,0.0
05/06/2017,0.0
05/07/2017,0.0
05/08/2017,0.0
05/09/2017,0.0
05/10/2017,0.0
05/11/2017,0.0
05/12/2017,0.0
05/13/2017,0.0
05/14/2017,0.0
05/15/2017,0.0
05/16/2017,0.0
05/17/2017,0.0
05/18/2017,0.0
05/19/2017,0.0
05/20/2017,0.0
05/21/2017,0.10000000149011612
05/22/2017,0.0
05/23/2017,0.15000000596046448
05/24/2017,0.25
05/25/2017,0.0
05/26/2017,0.0
05/27/2017,0.9000000357627869
05/28/2017,1.399999976158142
05/29/2017,0.0
05/30/2017,1.4000000953674316
05/31/2017,0.0
06/01/2017,0.0
06/02/2017,0.0
06/03/2017,0.0
06/04/2017,0.0
06/05/2017,0.0
06/06/2017,0.0
06/07/2017,0.0
06/08/2017,0.0
06/09/2017,19.150001525878906
06/10/2017,1.600000023841858
06/11/2017,0.0
06/12/2017,0.05000000074505806
06/13/2017,2.25
06/14/2017,0.0
06/15/2017,0.0
06/16/2017,0.0
06/17/2017,0.0
06/18/2017,2.8500001430511475
06/19/2017,0.0
06/20/2017,0.0
06/21/2017,0.0
06/22/2017,33.60000228881836
06/23/2017,0.0
06/24/2017,32.35000228881836
06/25/2017,0.3499999940395355
06/26/2017,0.30000001192092896
06/27/2017,0.6000000238418579
06/28/2017,17.25
06/29/2017,7.350000381469727
06/30/2017,9.0
07/01/2017,1.1500000953674316
07/02/2017,16.100000381469727
07/03/2017,0.0
07/04/2017,0.0
07/05/2017,0.0
07/06/2017,0.0
07/07/2017,0.0
07/08/2017,0.10000000149011612
07/09/2017,0.0
07/10/2017,0.0
07/11/2017,0.0
07/12/2017,8.100000381469727
07/13/2017,0.20000000298023224
07/14/2017,0.15000000596046448
07/15/2017,28.05000114440918
07/16/2017,1.850000023841858
07/17/2017,11.75
07/18/2017,0.0
07/19/2017,10.0
07/20/2017,0.10000000149011612
07/21/2017,12.399999618530273
07/22/2017,0.20000000298023224
07/23/2017,0.0
07/24/2017,2.75
07/25/2017,0.15000000596046448
07/26/2017,0.44999998807907104
07/27/2017,0.0
07/28/2017,0.0
07/29/2017,39.650001525878906
07/30/2017,0.15000000596046448
07/31/2017,0.30000001192092896
08/01/2017,0.0
08/02/2017,6.449999809265137
08/03/2017,60.20000457763672
08/04/2017,0.10000000149011612
08/05/2017,0.0
08/06/2017,1.3000000715255737
08/07/2017,5.949999809265137
08/08/2017,14.5
08/09/2017,4.800000190734863
08/10/2017,8.0
08/11/2017,0.0
08/12/2017,14.649999618530273
08/13/2017,0.0
08/14/2017,0.4000000059604645
08/15/2017,20.75
08/16/2017,7.050000190734863
08/17/2017,1.0
08/18/2017,41.849998474121094
08/19/2017,15.300000190734863
08/20/2017,17.600000381469727
08/21/2017,0.0
08/22/2017,25.600000381469727
08/23/2017,38.099998474121094
08/24/2017,1.850000023841858
08/25/2017,1.2000000476837158
08/26/2017,41.650001525878906
08/27/2017,19.5
08/28/2017,13.0
08/29/2017,0.0
08/30/2017,0.0
08/31/2017,16.950000762939453
09/01/2017,0.0
09/02/2017,0.0
09/03/2017,0.05000000074505806
09/04/2017,4.900000095367432
09/05/2017,2.200000047683716
09/06/2017,0.0
09/07/2017,0.0
09/08/2017,4.400000095367432
09/09/2017,0.0
09/10/2017,0.0
09/11/2017,16.100000381469727
09/12/2017,0.0
09/13/2017,0.0
09/14/2017,0.15000000596046448
09/15/2017,0.0
09/16/2017,0.0
09/17/2017,0.10000000149011612
09/18/2017,11.399999618530273
09/19/2017,0.0
09/20/2017,0.0
09/21/2017,0.0
09/22/2017,0.0
09/23/2017,2.5500001907348633
09/24/2017,5.050000190734863
09/25/2017,0.05000000074505806
09/26/2017,0.0
09/27/2017,0.0
09/28/2017,1.100000023841858
09/29/2017,0.15000000596046448
09/30/2017,0.0
10/01/2017,0.0
10/02/2017,20.350000381469727
10/03/2017,0.25
10/04/2017,0.6000000238418579
10/05/2017,0.0
10/06/2017,0.0
10/07/2017,0.0
10/08/2017,0.6500000357627869
10/09/2017,0.0
10/10/2017,0.0
10/11/2017,0.15000000596046448
10/12/2017,4.699999809265137
10/13/2017,0.0
10/14/2017,0.0
10/15/2017,0.0
10/16/2017,0.0
10/17/2017,0.05000000074505806
10/18/2017,0.0
10/19/2017,0.0
10/20/2017,0.0
10/21/2017,0.0
10/22/2017,0.0
10/23/2017,0.0
10/24/2017,0.0
10/25/2017,0.0
10/26/2017,0.0
10/27/2017,0.0
10/28/2017,0.0
10/29/2017,0.0
10/30/2017,0.0
10/31/2017,0.0
11/01/2017,0.0
11/02/2017,0.0
11/03/2017,0.0
11/04/2017,0.0
11/05/2017,0.0
11/06/2017,0.10000000149011612
11/07/2017,0.05000000074505806
11/08/2017,0.0
11/09/2017,0.0
11/10/2017,0.0
11/11/2017,0.0
11/12/2017,0.0
11/13/2017,0.0
11/14/2017,0.0
11/15/2017,0.0
11/16/2017,0.0
11/17/2017,0.15000000596046448
11/18/2017,0.05000000074505806
11/19/2017,0.0
11/20/2017,0.0
11/21/2017,0.0
11/22/2017,0.0
11/23/2017,0.0
11/24/2017,0.0
11/25/2017,0.0
11/26/2017,0.0
11/27/2017,0.0
11/28/2017,0.0
11/29/2017,0.0
11/30/2017,0.0
12/01/2017,0.0
12/02/2017,0.0
12/03/2017,0.0
12/04/2017,0.0
12/05/2017,0.0
12/06/2017,0.0
12/07/2017,0.0
12/08/2017,0.0
12/09/2017,0.0
12/10/2017,0.0
12/11/2017,0.0
12/12/2017,0.0
12/13/2017,0.0
12/14/2017,0.0
12/15/2017,0.0
12/16/2017,0.0
12/17/2017,0.0
12/18/2017,0.0
12/19/2017,0.0
12/20/2017,0.0
12/21/2017,0.0
12/22/2017,0.0
12/23/2017,0.0
12/24/2017,0.0
12/25/2017,0.0
12/26/2017,0.0
12/27/2017,0.0
12/28/2017,0.0
12/29/2017,0.0
12/30/2017,0.0
12/31/2017,0.05000000074505806
01/01/2018,0.0
01/02/2018,0.0
01/03/2018,0.0
01/04/2018,0.0
01/05/2018,0.0
01/06/2018,0.0
01/07/2018,0.0
01/08/2018,0.0
01/09/2018,0.0
01/10/2018,0.0
01/11/2018,0.0
01/12/2018,0.0
01/13/2018,0.0
01/14/2018,0.0
01/15/2018,0.0
01/16/2018,0.0
01/17/2018,0.0
01/18/2018,0.0
01/19/2018,0.0
01/20/2018,0.0
01/21/2018,0.0
01/22/2018,0.0
01/23/2018,0.0
01/24/2018,0.0
01/25/2018,0.0
01/26/2018,0.0
01/27/2018,0.0
01/28/2018,0.15000000596046448
01/29/2018,0.0
01/30/2018,0.0
01/31/2018,0.25
02/01/2018,0.25
02/02/2018,0.5
02/03/2018,0.4000000059604645
02/04/2018,0.0
02/05/2018,2.5500001907348633
02/06/2018,1.4000000953674316
02/07/2018,0.0
02/08/2018,0.0
02/09/2018,0.0
02/10/2018,0.0
02/11/2018,0.0
02/12/2018,0.0
02/13/2018,0.0
02/14/2018,0.0
02/15/2018,0.0
02/16/2018,0.0
02/17/2018,0.0
02/18/2018,0.0
02/19/2018,0.0
02/20/2018,0.0
02/21/2018,0.0
