Date,LIS_Soil_Moisture_Combined
2015-01-01,0.19609196111559865
2015-01-02,0.1954772219061851
2015-01-03,0.19488219097256657
2015-01-04,0.19429125338792796
2015-01-05,0.19368191361427306
2015-01-06,0.1930475752800703
2015-01-07,0.19245865419507024
2015-01-08,0.19191234633326526
2015-01-09,0.19139322936534878
2015-01-10,0.1908847671002149
2015-01-11,0.19045405015349387
2015-01-12,0.19001872017979615
2015-01-13,0.189556186273694
2015-01-14,0.18906795680522914
2015-01-15,0.1885584145784378
2015-01-16,0.18806202262639998
2015-01-17,0.18757189549505707
2015-01-18,0.18707362264394758
2015-01-19,0.1866029612720012
2015-01-20,0.18615112788975235
2015-01-21,0.18569489717483517
2015-01-22,0.18530052974820133
2015-01-23,0.18498206660151478
2015-01-24,0.18456945717334744
2015-01-25,0.18413918539881702
2015-01-26,0.18372546955943103
2015-01-27,0.18329096734523764
2015-01-28,0.18285564407706256
2015-01-29,0.18244123794138428
2015-01-30,0.18203542530536648
2015-01-31,0.18163404464721672
2015-02-01,0.18125418350100514
2015-02-02,0.18091907538473603
2015-02-03,0.18064750730991358
2015-02-04,0.18034563958644861
2015-02-05,0.1800411272794008
2015-02-06,0.17974360845983026
2015-02-07,0.17943598143756384
2015-02-08,0.17914151474833484
2015-02-09,0.1788664069026708
2015-02-10,0.1785934846848249
2015-02-11,0.17832674533128734
2015-02-12,0.17806969247758386
2015-02-13,0.1778526376932859
2015-02-14,0.17761444672942156
2015-02-15,0.17731067463755606
2015-02-16,0.17700693272054194
2015-02-17,0.17673265933990479
2015-02-18,0.17646768540143962
2015-02-19,0.17622931599617003
2015-02-20,0.17600182592868802
2015-02-21,0.17574723511934273
2015-02-22,0.17548328116536138
2015-02-23,0.17520861625671386
2015-02-24,0.17492949627339835
2015-02-25,0.1746583346277475
2015-02-26,0.17439296543598168
2015-02-27,0.17411448396742338
2015-02-28,0.1738381966948509
2015-03-01,0.17356822527945037
2015-03-02,0.17330196276307103
2015-03-03,0.17303901389241214
2015-03-04,0.17278305590152734
2015-03-05,0.17253968864679334
2015-03-06,0.17231681682169436
2015-03-07,0.17210576497018332
2015-03-08,0.17190985046327106
2015-03-09,0.1717445649206638
2015-03-10,0.17157445326447485
2015-03-11,0.1713805336505174
2015-03-12,0.1711670279502868
2015-03-13,0.17094138041138643
2015-03-14,0.1707192905247211
2015-03-15,0.17051453553140158
2015-03-16,0.17032237946987144
2015-03-17,0.1701331421732902
2015-03-18,0.1709798194468021
2015-03-19,0.17221271842718122
2015-03-20,0.17189939878880972
2015-03-21,0.17165838330984112
2015-03-22,0.1714188579469919
2015-03-23,0.17117710933089253
2015-03-24,0.17092787250876423
2015-03-25,0.17068612799048422
2015-03-26,0.17044357806444166
2015-03-27,0.17020504027605055
2015-03-28,0.16996837146580213
2015-03-29,0.16972923167049883
2015-03-30,0.16949536055326453
2015-03-31,0.1692822784185409
2015-04-01,0.16907477192580694
2015-04-02,0.16887651979923243
2015-04-03,0.1686945892870426
2015-04-04,0.16859487071633336
2015-04-05,0.16844238825142377
2015-04-06,0.16830542832612988
2015-04-07,0.16817279420793052
2015-04-08,0.16802975609898563
2015-04-09,0.1679278530180454
2015-04-10,0.167788965255022
2015-04-11,0.16764585003256793
2015-04-12,0.16751210540533062
2015-04-13,0.16738773360848422
2015-04-14,0.16728077307343475
2015-04-15,0.16718333214521403
2015-04-16,0.167081931233406
2015-04-17,0.16698670610785482
2015-04-18,0.16689204610884184
2015-04-19,0.1667985841631889
2015-04-20,0.1667066596448421
2015-04-21,0.16661839596927164
2015-04-22,0.1665323376655578
2015-04-23,0.16644479669630521
2015-04-24,0.1663565203547477
2015-04-25,0.16627005301415912
2015-04-26,0.16619773730635637
2015-04-27,0.16612561494112013
2015-04-28,0.16608547717332836
2015-04-29,0.16603405997157092
2015-04-30,0.16596426069736475
2015-05-01,0.1658994525671005
2015-05-02,0.16593750379979605
2015-05-03,0.16594079434871667
2015-05-04,0.16592578813433645
2015-05-05,0.1659230582416057
2015-05-06,0.16587484478950498
2015-05-07,0.16584135293960567
2015-05-08,0.16579565852880473
2015-05-09,0.1657571732997894
2015-05-10,0.16569265276193612
2015-05-11,0.16563682965934273
2015-05-12,0.1655689142644405
2015-05-13,0.1654996924102306
2015-05-14,0.16543143689632414
2015-05-15,0.1653698924928903
2015-05-16,0.16536292172968384
2015-05-17,0.16538883633911608
2015-05-18,0.16531983166933054
2015-05-19,0.16525304876267904
2015-05-20,0.16518735177814955
2015-05-21,0.16511721983551975
2015-05-22,0.16512712687253944
2015-05-23,0.16513233631849286
2015-05-24,0.1650551013648509
2015-05-25,0.16497830152511594
2015-05-26,0.1648972921073436
2015-05-27,0.1648253839462995
2015-05-28,0.16474677063524718
2015-05-29,0.16467262543737884
2015-05-30,0.16461326554417607
2015-05-31,0.16457627229392527
2015-06-01,0.16456344760954375
2015-06-02,0.16450535058975216
2015-06-03,0.16452551744878288
2015-06-04,0.16447442322969436
2015-06-05,0.16440558917820453
2015-06-06,0.1643412016332149
2015-06-07,0.1642820637673139
2015-06-08,0.16421323008835312
2015-06-09,0.16415364444255826
2015-06-10,0.1641224674880504
2015-06-11,0.16408802270889278
2015-06-12,0.16424396634101862
2015-06-13,0.16447570323944083
2015-06-14,0.16459899619221682
2015-06-15,0.16483916640281673
2015-06-16,0.16488422341644757
2015-06-17,0.1670267932116985
2015-06-18,0.16703125014901155
2015-06-19,0.16670535504817957
2015-06-20,0.16640613488852973
2015-06-21,0.1661900795996189
2015-06-22,0.1659748364239931
2015-06-23,0.16574768424034114
2015-06-24,0.16552047803997988
2015-06-25,0.16531380340456958
2015-06-26,0.16511476486921306
2015-06-27,0.164902751520276
2015-06-28,0.1647010296583175
2015-06-29,0.1645039368420839
2015-06-30,0.16595773994922633
2015-07-01,0.16607068665325636
2015-07-02,0.16697316728532308
2015-07-03,0.16657412797212595
2015-07-04,0.16620160490274427
2015-07-05,0.1658333405852317
2015-07-06,0.16549800857901567
2015-07-07,0.1652279876172542
2015-07-08,0.1658343732357025
2015-07-09,0.18206890523433678
2015-07-10,0.18841459974646563
2015-07-11,0.1882279835641384
2015-07-12,0.1878987662494182
2015-07-13,0.18747272416949268
2015-07-14,0.18711144402623175
2015-07-15,0.18769866973161692
2015-07-16,0.1872903600335121
2015-07-17,0.1864432208240032
2015-07-18,0.18563997671008106
2015-07-19,0.18595983311533926
2015-07-20,0.1856333307921886
2015-07-21,0.1847678527235984
2015-07-22,0.18397538736462593
2015-07-23,0.18325119763612743
2015-07-24,0.18319222703576082
2015-07-25,0.18695809841156003
2015-07-26,0.19498200714588163
2015-07-27,0.1967834651470184
2015-07-28,0.2019346863031387
2015-07-29,0.20406569093465798
2015-07-30,0.2193785816431045
2015-07-31,0.22772760540246959
2015-08-01,0.23352899849414815
2015-08-02,0.2426838755607605
2015-08-03,0.2414849147200584
2015-08-04,0.24366338402032847
2015-08-05,0.24810258895158765
2015-08-06,0.24667880982160562
2015-08-07,0.24503359943628306
2015-08-08,0.24354936033487312
2015-08-09,0.2497150272130966
2015-08-10,0.2520562395453453
2015-08-11,0.2503395110368728
2015-08-12,0.2514411330223083
2015-08-13,0.25708513110876074
2015-08-14,0.26162521988153453
2015-08-15,0.27718307673931114
2015-08-16,0.2788878113031387
2015-08-17,0.28701431304216385
2015-08-18,0.2910386070609092
2015-08-19,0.2903769701719284
2015-08-20,0.3045896172523498
2015-08-21,0.3160026758909225
2015-08-22,0.3232522621750832
2015-08-23,0.32975701093673704
2015-08-24,0.32820847332477565
2015-08-25,0.3260819673538208
2015-08-26,0.32973971515893935
2015-08-27,0.3245792403817177
2015-08-28,0.32051331400871275
2015-08-29,0.320564392209053
2015-08-30,0.3281822487711906
2015-08-31,0.32575955241918564
2015-09-01,0.32414724677801127
2015-09-02,0.32719349265098563
2015-09-03,0.325254213809967
2015-09-04,0.33482196778059004
2015-09-05,0.3292902380228042
2015-09-06,0.32698716074228285
2015-09-07,0.3330987706780434
2015-09-08,0.3371718838810921
2015-09-09,0.3309774503111839
2015-09-10,0.3319925159215927
2015-09-11,0.3292240962386131
2015-09-12,0.32521205991506574
2015-09-13,0.3286026656627655
2015-09-14,0.3263457402586937
2015-09-15,0.3211543872952461
2015-09-16,0.32962300926446914
2015-09-17,0.3273103147745132
2015-09-18,0.3219593226909637
2015-09-19,0.3169718012213707
2015-09-20,0.31633950918912884
2015-09-21,0.31845819056034086
2015-09-22,0.31685684621334076
2015-09-23,0.3205778107047081
2015-09-24,0.3211709380149841
2015-09-25,0.31739836484193795
2015-09-26,0.3133072942495346
2015-09-27,0.323344475030899
2015-09-28,0.32940262854099267
2015-09-29,0.3285239577293395
2015-09-30,0.32566648721694946
2015-10-01,0.3221659377217293
2015-10-02,0.319262708723545
