Date,eMODIS_NDVI_W_Africa
2015-01-01,0.02775260992348194
2015-01-11,0.017514511942863464
2015-01-21,0.01020905189216137
2015-02-01,0.003739847568795085
2015-02-11,-0.0022996466141194105
2015-02-21,-0.010493616573512554
2015-03-01,-0.018147511407732964
2015-03-11,-0.023838553577661514
2015-03-21,-0.027380958199501038
2015-04-01,-0.031759582459926605
2015-04-11,-0.0404181070625782
2015-04-21,-0.04621370509266853
2015-05-01,-0.04889664053916931
2015-05-11,-0.04566201940178871
2015-05-21,-0.04220673814415932
2015-06-01,-0.04458767920732498
2015-06-11,-0.04660860076546669
2015-06-21,-0.03987804427742958
2015-07-01,-0.02942509576678276
2015-07-11,-0.023222999647259712
2015-07-21,-0.02919280156493187
2015-08-01,-0.03981418535113335
2015-08-11,-0.042717769742012024
2015-08-21,-0.029872242361307144
2015-09-01,-0.00019164755940437317
2015-09-11,0.0324912890791893
2015-09-21,0.05299070104956627
2015-10-01,0.07990705966949463
2015-10-11,0.12879210710525513
2015-10-21,0.16660279035568237
2015-11-01,0.17404761910438538
2015-11-11,0.1589895486831665
2015-11-21,0.12785714864730835
2015-12-01,0.08870499581098557
2015-12-11,0.0666956901550293
2016-01-01,0.0495993047952652
2016-01-11,0.040836233645677567
2016-01-21,0.02834494598209858
2016-02-01,0.014535414054989815
2016-02-11,0.002717765746638179
2016-02-21,-0.0024912941735237837
2016-03-01,-0.0030313595198094845
2016-03-11,-0.002729382598772645
2016-03-21,-0.00569686247035861
2016-04-01,-0.01319396123290062
2016-04-11,-0.022723570466041565
2016-04-21,-0.03095819614827633
2016-05-01,-0.03626595810055733
2016-05-11,-0.038972124457359314
2016-05-21,-0.040958188474178314
2016-06-01,-0.03978513181209564
2016-06-11,-0.03672473132610321
2016-06-21,-0.025662021711468697
2016-07-01,-0.005795592907816172
2016-07-11,0.027317069470882416
2016-07-21,0.04892565310001373
2016-08-01,0.061713121831417084
2016-08-11,0.0619918592274189
2016-08-21,0.07453542202711105
2016-09-01,0.09462253004312515
2016-09-11,0.13209056854248047
2016-09-21,0.15682345628738403
2016-10-01,0.16892565786838531
2016-10-11,0.1604180932044983
2016-10-21,0.14770033955574036
2016-11-01,0.13063296675682068
2016-11-11,0.11174213141202927
2016-11-21,0.0954761728644371
2016-12-01,0.07893146574497223
2016-12-11,0.0597618967294693
2017-01-01,0.031027860939502716
2017-01-11,0.024541227146983147
2017-01-21,0.01887340284883976
2017-02-01,0.010772350244224072
2017-02-11,-0.0009756143554113805
2017-02-21,-0.012642279267311096
2017-03-01,-0.022142859175801277
2017-03-11,-0.028513360768556595
2017-03-21,-0.03324621543288231
2017-04-01,-0.03842044249176979
2017-04-11,-0.04322880133986473
2017-04-21,-0.04829268530011177
2017-05-01,-0.05013937130570412
2017-05-11,-0.05051683634519577
2017-05-21,-0.048106856644153595
2017-06-01,-0.04429152235388756
2017-06-11,-0.03980836272239685
2017-06-21,-0.03318814933300018
2017-07-01,-0.015180031768977642
2017-07-11,0.013623688369989395
2017-07-21,0.050191640853881836
2017-08-01,0.08492450416088104
2017-08-11,0.11200925707817078
2017-08-21,0.12886759638786316
2017-09-01,0.127950057387352
2017-09-11,0.1252671331167221
2017-09-21,0.12814749777317047
2017-10-01,0.1344018429517746
2017-10-11,0.1393960565328598
2017-10-21,0.13971541821956635
2017-11-01,0.1155458614230156
2017-11-11,0.0885133370757103
2017-11-21,0.06058071553707123
2017-12-01,0.03886178880929947
2017-12-11,0.025534246116876602
2018-01-01,0.0076887281611561775
2018-01-11,0.0012427406618371606
2018-01-21,-0.003135884879156947
2018-02-01,-0.008797905407845974
2018-02-11,-0.012131242081522942
2018-02-21,-0.01332753337919712
2018-03-01,-0.015981409698724747
2018-03-11,-0.021085945889353752
2018-03-21,-0.029413459822535515
2018-04-01,-0.034367021173238754
2018-04-11,-0.03885018080472946
2018-04-21,-0.04355400428175926
2018-05-01,-0.04361208528280258
2018-05-11,-0.046231113374233246
2018-05-21,-0.05247386917471886
2018-06-01,-0.059407658874988556
2018-06-11,-0.06135307997465134
2018-06-21,-0.05330430716276169
2018-07-01,-0.034970954060554504
2018-07-11,-0.011974453926086426
2018-07-21,0.014024387113749981
2018-08-01,0.03980254381895065
2018-08-11,0.06987224519252777
2018-08-21,0.08575493842363358
2018-09-01,0.0927409902215004
2018-09-11,0.0959930270910263
2018-09-21,0.10145760327577591
2018-10-01,0.11613820493221283
2018-10-11,0.12710799276828766
2018-10-21,0.13006967306137085
2018-11-01,0.1222531870007515
2018-11-11,0.10410568118095398
2018-11-21,0.08339720219373703
2018-12-01,0.06637630611658096
2018-12-11,0.05746225267648697
2019-01-01,0.043286871165037155
2019-01-11,0.029053425416350365
2019-01-21,0.018513359129428864
2019-02-01,0.00943670142441988
2019-02-11,-0.0001509928988525644
2019-02-21,-0.009262483566999435
2019-03-01,-0.013786288909614086
2019-03-11,-0.014970962889492512
2019-03-21,-0.017537754029035568
2019-04-01,-0.020952390506863594
2019-04-11,-0.025632984936237335
2019-04-21,-0.029047630727291107
2019-05-01,-0.031684085726737976
2019-05-11,-0.03580719605088234
2019-05-21,-0.0401916429400444
2019-06-01,-0.04541811719536781
2019-06-11,-0.050934962928295135
2019-06-21,-0.054796747863292694
2019-07-01,-0.05491289123892784
2019-07-11,-0.05241580307483673
2019-07-21,-0.03231126442551613
2019-08-01,-0.0018176566809415817
2019-08-11,0.021091749891638756
2019-08-21,0.029541227966547012
2019-09-01,0.04072009027004242
2019-09-11,0.0637688860297203
2019-09-21,0.10120788961648941
2019-10-01,0.12657953798770905
2019-10-11,0.12934960424900055
2019-10-21,0.1331939548254013
2019-11-01,0.12372823804616928
2019-11-11,0.11186990886926651
2019-11-21,0.09778744727373123
2019-12-01,0.07962832599878311
2019-12-11,0.061445992439985275
2020-01-01,0.02103368192911148
2020-01-11,0.005470382049679756
2020-01-21,-0.000772358791437
2020-02-01,-0.00371080101467669
2020-02-11,-0.00562718790024519
2020-02-21,-0.010156797245144844
2020-03-01,-0.013182343915104866
2020-03-11,-0.014128920622169971
2020-03-21,-0.01844947040081024
2020-04-01,-0.02905922941863537
2020-04-11,-0.040662024170160294
2020-04-21,-0.04767131805419922
2020-05-01,-0.048130083829164505
2020-05-11,-0.0476190522313118
2020-05-21,-0.05904761329293251
2020-06-01,-0.05664924532175064
2020-06-11,-0.05409988760948181
2020-06-21,-0.03746805712580681
2020-07-01,-0.019610920920968056
2020-07-11,-0.0048722499050199986
2020-07-21,-0.01013358123600483
2020-08-01,-0.022293852642178535
2020-08-11,-0.02169572003185749
2020-08-21,-0.01962253637611866
2020-09-01,0.03425668179988861
2020-09-11,0.08238094300031662
2020-09-21,0.13199767470359802
2020-10-01,0.1488037109375
2020-10-11,0.14379210770130157
2020-10-21,0.1306968480348587
2020-11-01,0.11600464582443237
2020-11-11,0.09878627210855484
2020-11-21,0.0808536484837532
2020-12-01,0.06495936214923859
2020-12-11,0.05398373305797577
2021-01-01,0.028664344921708107
2021-01-11,0.015243902802467346
2021-01-21,0.0038734020199626684
2021-02-01,-0.0034785077441483736
2021-02-11,-0.009901279583573341
2021-02-21,-0.015365857630968094
2021-03-01,-0.022038334980607033
2021-03-11,-0.030272942036390305
2021-03-21,-0.03519744426012039
2021-04-01,-0.03727061301469803
2021-04-11,-0.03837979584932327
2021-04-21,-0.04206155613064766
2021-05-01,-0.04620208963751793
2021-05-11,-0.054517995566129684
2021-05-21,-0.06964576989412308
2021-06-01,-0.04772939160466194
2021-06-11,-0.03107432834804058
2021-06-21,0.0014343615621328354
2021-07-01,0.0246689785271883
2021-07-11,0.036753762513399124
2021-07-21,0.031178845092654228
2021-08-01,0.03126595914363861
2021-08-11,0.03680022805929184
2021-08-21,0.06185828894376755
2021-09-01,0.08689893782138824
2021-09-11,0.11173633486032486
2021-09-21,0.12321716547012329
2021-10-01,0.12637628614902496
2021-10-11,0.12487223744392395
2021-10-21,0.1269570291042328
2021-11-01,0.11378628760576248
2021-11-11,0.09241579473018646
2021-11-21,0.07024388760328293
2021-12-01,0.06288616359233856
2021-12-11,0.05309523269534111
2022-01-01,0.021196274086833
2022-01-11,0.01037165243178606
2022-01-21,0.0005458694649860263
2022-02-01,-0.008977936580777168
2022-02-11,-0.017653895542025566
2022-02-21,-0.02786293812096119
2022-03-01,-0.041480835527181625
2022-03-11,-0.051666658371686935
2022-03-21,-0.03836817294359207
2022-04-01,-0.0364576056599617
2022-04-11,-0.03688734397292137
2022-04-21,-0.040029022842645645
2022-05-01,-0.04096980020403862
2022-05-11,-0.043298497796058655
2022-05-21,-0.04615563526749611
2022-06-01,0.023124270141124725
2022-06-11,0.039790935814380646
