Date,LIS_Streamflow
2015-01-01,0.1254248826253387
2015-01-02,0.12440276053338545
2015-01-03,0.12340584404955726
2015-01-04,0.12243595116342476
2015-01-05,0.12147977503582291
2015-01-06,0.12054485241171395
2015-01-07,0.11963276885757067
2015-01-08,0.11873935674117311
2015-01-09,0.1178635061148281
2015-01-10,0.11700423263289031
2015-01-11,0.11616782138207772
2015-01-12,0.11533373764919821
2015-01-13,0.11452093749105068
2015-01-14,0.11372241903798035
2015-01-15,0.11293847563865705
2015-01-16,0.11216756023816282
2015-01-17,0.1114090681076049
2015-01-18,0.1106637120246887
2015-01-19,0.1099322711291961
2015-01-20,0.10920912551017631
2015-01-21,0.10849966688431323
2015-01-22,0.10782464786825582
2015-01-23,0.10713388679869237
2015-01-24,0.10643536453517292
2015-01-25,0.10577371342969848
2015-01-26,0.10511316865085968
2015-01-27,0.10445520419051484
2015-01-28,0.10382329326785106
2015-01-29,0.10319048586279678
2015-01-30,0.10256395505894034
2015-01-31,0.10194525341915377
2015-02-01,0.10134611209105054
2015-02-02,0.10080598501372146
2015-02-03,0.1001507849309746
2015-02-04,0.09957191290777694
2015-02-05,0.09900421264774195
2015-02-06,0.0984537181138875
2015-02-07,0.09787163655710165
2015-02-08,0.0973102132802523
2015-02-09,0.09675950173436824
2015-02-10,0.0962154107468791
2015-02-11,0.09567965088456272
2015-02-12,0.09515146084686413
2015-02-13,0.09462676134862132
2015-02-14,0.09411066351776745
2015-02-15,0.09359735359604479
2015-02-16,0.09309395583113649
2015-02-17,0.0926567937640356
2015-02-18,0.09210631629866839
2015-02-19,0.09161615119410264
2015-02-20,0.09113850837456987
2015-02-21,0.0906450152397155
2015-02-22,0.0901715084910392
2015-02-23,0.0897030703541454
2015-02-24,0.08923956080144163
2015-02-25,0.08878161995130533
2015-02-26,0.0883273035287857
2015-02-27,0.08787833426483697
2015-02-28,0.08743388646322794
2015-03-01,0.0869942009449005
2015-03-02,0.08655893060102277
2015-03-03,0.0861279815435409
2015-03-04,0.0857015177607536
2015-03-05,0.08527949535550758
2015-03-06,0.08486234107920154
2015-03-07,0.08444760835800474
2015-03-08,0.08403874612031353
2015-03-09,0.08363161665727145
2015-03-10,0.08322960827849352
2015-03-11,0.08283127711823468
2015-03-12,0.08243681075753878
2015-03-13,0.08204643410607554
2015-03-14,0.08165974234623262
2015-03-15,0.0812766288727289
2015-03-16,0.08089661560160263
2015-03-17,0.0805201359014233
2015-03-18,0.0883220946416257
2015-03-19,0.07983123540543595
2015-03-20,0.07941216482174689
2015-03-21,0.0791806444176471
2015-03-22,0.07869000988517877
2015-03-23,0.07833340763366435
2015-03-24,0.07798053839399435
2015-03-25,0.0776300728321075
2015-03-26,0.07728343500698591
2015-03-27,0.07693924089423758
2015-03-28,0.0765985995531082
2015-03-29,0.07626041618111751
2015-03-30,0.0759256407618522
2015-03-31,0.0755932033061981
2015-04-01,0.0752642479052232
2015-04-02,0.0749373584985733
2015-04-03,0.07462133090166388
2015-04-04,0.07431640140202943
2015-04-05,0.07397516151178245
2015-04-06,0.07365923408195835
2015-04-07,0.0733465652347149
2015-04-08,0.0730352063939303
2015-04-09,0.07275011233286927
2015-04-10,0.07242209915299114
2015-04-11,0.07211916432781244
2015-04-12,0.0718188732862472
2015-04-13,0.07152059370454465
2015-04-14,0.07122565331724216
2015-04-15,0.07093194456223267
2015-04-16,0.07064119174550851
2015-04-17,0.0703523866960793
2015-04-18,0.0700660020771835
2015-04-19,0.06978213960486812
2015-04-20,0.0694998610545525
2015-04-21,0.06922083643883066
2015-04-22,0.06894297919873793
2015-04-23,0.06866769494467909
2015-04-24,0.06839452796045718
2015-04-25,0.06812301221226758
2015-04-26,0.06785456650095506
2015-04-27,0.0675873683840677
2015-04-28,0.06732896775793051
2015-04-29,0.06706214970881767
2015-04-30,0.0667981460153299
2015-05-01,0.0665508409674657
2015-05-02,0.06637485261308021
2015-05-03,0.0660432056174613
2015-05-04,0.0661230760742909
2015-05-05,0.06552197979576002
2015-05-06,0.06529355349266551
2015-05-07,0.06503749104194867
2015-05-08,0.06479705937090326
2015-05-09,0.06453649800823762
2015-05-10,0.06429281758175868
2015-05-11,0.06405501480230667
2015-05-12,0.06381235450350423
2015-05-13,0.06357547460120823
2015-05-14,0.06333975244699268
2015-05-15,0.06310603878699791
2015-05-16,0.06287763474028905
2015-05-17,0.0626446495577965
2015-05-18,0.06241411003873052
2015-05-19,0.06219136885101761
2015-05-20,0.06196091451323929
2015-05-21,0.06173680543592747
2015-05-22,0.0617840305203571
2015-05-23,0.06129307791833579
2015-05-24,0.0610758209154482
2015-05-25,0.0608554556965827
2015-05-26,0.060638889670372
2015-05-27,0.06042455152453376
2015-05-28,0.0602101758122444
2015-05-29,0.059998121112585
2015-05-30,0.05979617375851375
2015-05-31,0.05961422371183286
2015-06-01,0.05937095167098502
2015-06-02,0.0591646204389917
2015-06-03,0.060195595724508
2015-06-04,0.0587547272443771
2015-06-05,0.05855282169937936
2015-06-06,0.05835152426826084
2015-06-07,0.058153740299076155
2015-06-08,0.05795315966087591
2015-06-09,0.057758664288940026
2015-06-10,0.057582924317102845
2015-06-11,0.057788627978879896
2015-06-12,0.0579851877992041
2015-06-13,0.0584858572110533
2015-06-14,0.0573964460054411
2015-06-15,0.05660108960069003
2015-06-16,0.1327521353960036
2015-06-17,0.106051806360483
2015-06-18,0.056038203762159594
2015-06-19,0.0558534376323223
2015-06-20,0.05566973350071285
2015-06-21,0.05550025147931589
2015-06-22,0.055305927179725975
2015-06-23,0.05512595837473095
2015-06-24,0.054947727060493806
2015-06-25,0.054768975138692534
2015-06-26,0.0545918978750705
2015-06-27,0.0544162318110466
2015-06-28,0.05424275339100859
2015-06-29,0.054559342272113905
2015-06-30,0.0011210741940885
2015-07-01,0.1017603762447833
2015-07-02,0.053554195659785336
2015-07-03,0.05340316370165961
2015-07-04,0.0532163307070732
2015-07-05,0.0530491396784782
2015-07-06,0.0531781319004948
2015-07-07,0.053110281820408896
2015-07-08,0.4006344005465507
2015-07-09,2.877492591738701
2015-07-10,0.0632242541760206
2015-07-11,0.1488908976316451
2015-07-12,0.2202414348721503
2015-07-13,0.0524271638132631
2015-07-14,0.0737146325409411
2015-07-15,0.0700922664254903
2015-07-16,0.05125348434603431
2015-07-17,0.051088372596041084
2015-07-18,0.050921481102705
2015-07-19,0.15412080660462368
2015-07-20,0.0505920127096637
2015-07-21,0.0504273883998394
2015-07-22,0.0502632707357406
2015-07-23,0.05011182224370712
2015-07-24,0.38358153030276293
2015-07-25,0.8814549967646599
2015-07-26,0.3687809631228446
2015-07-27,0.1359909921884535
2015-07-28,0.23925843462347968
2015-07-29,0.13211344182491291
2015-07-30,2.4278017394244675
2015-07-31,0.53928217664361
2015-08-01,0.733172208070755
2015-08-02,0.12264760583639131
2015-08-03,0.0475227290007751
2015-08-04,0.762624867260456
2015-08-05,0.3521435186266898
2015-08-06,0.04911466644625755
2015-08-07,0.050656657822400954
2015-08-08,0.05214093257200145
2015-08-09,0.9542847722768782
2015-08-10,0.07428018376231191
2015-08-11,0.0565236285328865
2015-08-12,2.013831913471222
2015-08-13,0.07068785466253741
2015-08-14,7.427081324160099
2015-08-15,2.6838961243629456
2015-08-16,0.19099895656108842
2015-08-17,3.02859178185463
2015-08-18,0.37829786725342274
2015-08-19,2.8003151416778564
2015-08-20,3.2516784667968746
2015-08-21,5.793715238571167
2015-08-22,3.643705010414123
2015-08-23,5.154565811157227
2015-08-24,4.568427153863013
2015-08-25,8.777692079544067
2015-08-26,5.166074762120843
2015-08-27,5.356255531311035
